Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20120102,11:45,8028.45,7913.60,False,True,False,True,0.00,0.00,0.00,0.00,7888.25,25.35,8010.70,-97.10,7993.40,0.00,-79.80,False
20120103,11:45,8208.95,8075.10,True,False,True,False,8356.35,147.40,8191.55,-17.40,0.00,0.00,0.00,0.00,8332.00,123.05,0.00,False
20120104,11:45,8419.95,8294.35,True,False,True,False,8453.40,33.45,8317.10,-102.85,0.00,0.00,0.00,0.00,8392.95,-27.00,0.00,False
20120105,11:45,8471.65,8398.10,True,True,True,False,8516.15,44.50,8394.25,-77.40,8394.25,3.85,8516.15,-118.05,8449.25,-22.40,-51.15,False
20120106,11:45,8416.60,8297.55,True,False,True,False,8586.65,170.05,8320.80,-95.80,0.00,0.00,0.00,0.00,8494.55,77.95,0.00,False
20120107,11:45,8480.40,8447.50,False,True,False,True,0.00,0.00,0.00,0.00,8436.45,11.05,8472.50,-25.00,8452.80,0.00,-5.30,False
20120109,11:45,8441.45,8329.90,True,False,True,False,8517.80,76.35,8385.80,-55.65,0.00,0.00,0.00,0.00,8479.30,37.85,0.00,False
20120110,11:45,8688.15,8540.45,True,False,True,False,8748.80,60.65,8648.10,-40.05,0.00,0.00,0.00,0.00,8731.00,42.85,0.00,False
20120111,11:45,8800.80,8736.25,True,False,True,False,8857.20,56.40,8753.15,-47.65,0.00,0.00,0.00,0.00,8851.05,50.25,0.00,False
20120112,11:45,9015.25,8887.50,False,True,False,True,0.00,0.00,0.00,0.00,8848.00,39.50,8981.15,-93.65,8941.35,0.00,-53.85,False
20120113,11:45,9005.35,8913.95,True,False,True,False,9073.00,67.65,8946.05,-59.30,0.00,0.00,0.00,0.00,8993.75,-11.60,0.00,False
20120116,11:45,8917.35,8847.95,True,True,True,True,8965.70,48.35,8813.85,-103.50,8813.85,34.10,8965.70,-117.75,8959.80,42.45,-111.85,False
20120117,11:45,9104.05,9011.80,True,False,True,False,9114.45,10.40,9048.00,-56.05,0.00,0.00,0.00,0.00,9051.85,-52.20,0.00,False
20120118,11:45,9065.30,8958.10,False,True,False,True,0.00,0.00,0.00,0.00,8922.70,35.40,9061.55,-103.45,9018.10,0.00,-60.00,False
20120119,11:45,9189.70,9128.10,True,False,True,False,9212.85,23.15,9151.00,-38.70,0.00,0.00,0.00,0.00,9186.95,-2.75,0.00,False
20120120,11:45,9437.95,9268.50,True,False,True,False,9560.15,122.20,9390.00,-47.95,0.00,0.00,0.00,0.00,9511.95,74.00,0.00,False
20120123,11:45,9659.00,9503.35,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9510.05,0.00,0.00,True
20120124,11:45,9765.60,9456.25,True,False,True,False,9885.15,119.55,9761.00,-4.60,0.00,0.00,0.00,0.00,9794.35,28.75,0.00,False
20120125,11:45,9905.50,9762.50,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9840.10,0.00,0.00,True
