Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20160101,11:45,16930.75,16824.05,True,False,True,False,17067.45,136.70,16844.85,-85.90,0.00,0.00,0.00,0.00,17041.15,110.40,0.00,False
20160104,11:45,16959.45,16657.50,False,True,False,True,0.00,0.00,0.00,0.00,16575.45,82.05,16715.45,-57.95,16613.25,0.00,44.25,False
20160105,11:45,16670.20,16474.85,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16535.85,0.00,0.00,True
20160106,11:45,16597.90,16456.45,True,True,True,True,16614.95,17.05,16377.65,-220.25,16377.65,78.80,16614.95,-158.50,16436.15,-161.75,20.30,False
20160107,11:45,16255.60,16094.00,False,True,False,True,0.00,0.00,0.00,0.00,16049.75,44.25,16164.60,-70.60,16056.20,0.00,37.80,False
20160108,11:45,16229.00,16104.10,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16160.65,0.00,0.00,True
20160111,11:45,16027.95,15840.60,True,False,True,False,16156.80,128.85,15922.90,-105.05,0.00,0.00,0.00,0.00,16027.85,-0.10,0.00,False
20160112,11:45,16073.30,15815.90,False,True,False,True,0.00,0.00,0.00,0.00,15699.40,116.50,15851.45,-35.55,15736.90,0.00,79.00,False
20160113,11:45,15932.60,15560.30,True,True,True,True,15956.25,23.65,15532.25,-400.35,15532.25,28.05,15956.25,-395.95,15840.60,-92.00,-280.30,False
20160114,11:45,15669.90,15453.40,True,False,True,False,15803.20,133.30,15564.90,-105.00,0.00,0.00,0.00,0.00,15600.55,-69.35,0.00,False
20160115,11:45,15650.70,15518.50,False,True,False,True,0.00,0.00,0.00,0.00,15154.35,364.15,15589.15,-70.65,15194.80,0.00,323.70,False
20160118,11:45,15270.40,14956.95,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15014.35,0.00,0.00,True
20160119,11:45,15294.65,15101.95,True,False,True,False,15338.20,43.55,15189.35,-105.30,0.00,0.00,0.00,0.00,15295.50,0.85,0.00,False
20160120,11:45,15533.45,14809.10,False,True,False,True,0.00,0.00,0.00,0.00,14754.65,54.45,14965.50,-156.40,14951.05,0.00,-141.95,False
20160121,11:45,15364.60,15037.05,False,True,False,True,0.00,0.00,0.00,0.00,14918.15,118.90,15202.15,-165.10,15109.45,0.00,-72.40,False
20160122,11:45,15575.65,15274.90,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15495.75,0.00,0.00,True
20160125,11:45,15682.65,15533.85,False,True,False,True,0.00,0.00,0.00,0.00,15495.10,38.75,15610.15,-76.30,15558.80,0.00,-24.95,False
20160127,11:45,15673.95,15442.20,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15531.95,0.00,0.00,True
20160128,11:45,15572.20,15451.75,False,True,False,True,0.00,0.00,0.00,0.00,15349.75,102.00,15562.30,-110.55,15364.80,0.00,86.95,False
20160129,11:45,15328.80,15136.85,True,False,True,False,15554.90,226.10,15313.50,-15.30,0.00,0.00,0.00,0.00,15512.25,183.45,0.00,False
20160201,11:45,15565.50,15383.80,False,True,False,True,0.00,0.00,0.00,0.00,15281.35,102.45,15458.05,-74.25,15323.45,0.00,60.35,False
20160202,11:45,15393.60,15193.85,True,True,True,True,15463.45,69.85,15018.85,-374.75,15018.85,175.00,15463.45,-269.60,15049.75,-343.85,144.10,False
