Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20100302,11:45,8909.60,8858.40,True,False,True,False,8945.60,36.00,8877.75,-31.85,0.00,0.00,0.00,0.00,8938.15,28.55,0.00,False
20100303,11:45,9028.30,8968.35,True,False,True,False,9046.90,18.60,8990.20,-38.10,0.00,0.00,0.00,0.00,9038.90,10.60,0.00,False
20100304,11:45,9068.95,9014.80,False,True,False,True,0.00,0.00,0.00,0.00,8965.25,49.55,9036.05,-21.25,9014.40,0.00,0.40,False
20100305,11:45,9095.30,9038.45,False,True,False,True,0.00,0.00,0.00,0.00,8967.80,70.65,9074.10,-35.65,9039.35,0.00,-0.90,False
20100308,11:45,9141.60,9099.30,True,True,True,True,9178.55,36.95,9093.45,-48.15,9093.45,5.85,9178.55,-79.25,9145.25,3.65,-45.95,False
20100309,11:45,9149.25,9073.50,True,False,True,False,9177.00,27.75,9097.40,-51.85,0.00,0.00,0.00,0.00,9127.50,-21.75,0.00,False
20100310,11:45,9156.00,9109.55,False,True,False,True,0.00,0.00,0.00,0.00,9074.00,35.55,9138.55,-29.00,9123.30,0.00,-13.75,False
20100311,11:45,9151.75,9087.35,True,False,True,False,9211.45,59.70,9133.50,-18.25,0.00,0.00,0.00,0.00,9204.00,52.25,0.00,False
20100312,11:45,9229.15,9176.10,False,True,False,True,0.00,0.00,0.00,0.00,9145.60,30.50,9191.35,-15.25,9161.75,0.00,14.35,False
20100315,11:45,9112.45,9056.15,True,False,True,False,9124.90,12.45,9061.15,-51.30,0.00,0.00,0.00,0.00,9087.45,-25.00,0.00,False
20100316,11:45,9051.45,8990.30,True,True,True,True,9121.95,70.50,8986.75,-64.70,8986.75,3.55,9121.95,-131.65,9112.50,61.05,-122.20,False
20100317,11:45,9214.55,9146.55,True,False,True,False,9221.05,6.50,9165.25,-49.30,0.00,0.00,0.00,0.00,9181.80,-32.75,0.00,False
20100318,11:45,9244.60,9172.05,True,False,True,False,9282.40,37.80,9193.75,-50.85,0.00,0.00,0.00,0.00,9281.30,36.70,0.00,False
20100319,11:45,9275.65,9236.65,True,True,True,True,9277.85,2.20,9231.90,-43.75,9231.90,4.75,9277.85,-41.20,9262.30,-13.35,-25.65,False
20100322,11:45,9238.90,9143.55,True,False,True,False,9240.85,1.95,9179.75,-59.15,0.00,0.00,0.00,0.00,9181.45,-57.45,0.00,False
20100323,11:45,9251.80,9200.55,False,True,False,True,0.00,0.00,0.00,0.00,9166.40,34.15,9240.80,-40.25,9223.50,0.00,-22.95,False
20100325,11:45,9199.35,9165.50,True,False,True,False,9342.00,142.65,9186.30,-13.05,0.00,0.00,0.00,0.00,9304.05,104.70,0.00,False
20100326,11:45,9381.65,9326.55,True,False,True,False,9473.20,91.55,9354.45,-27.20,0.00,0.00,0.00,0.00,9440.45,58.80,0.00,False
20100329,11:45,9535.60,9466.45,True,False,True,False,9578.50,42.90,9499.70,-35.90,0.00,0.00,0.00,0.00,9521.00,-14.60,0.00,False
20100330,11:45,9587.65,9533.95,False,True,False,True,0.00,0.00,0.00,0.00,9461.25,72.70,9574.00,-40.05,9471.90,0.00,62.05,False
20100331,11:45,9537.45,9440.35,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9464.20,0.00,0.00,True
20100401,11:45,9510.85,9445.55,True,False,True,False,9519.45,8.60,9457.15,-53.70,0.00,0.00,0.00,0.00,9513.95,3.10,0.00,False
20100405,11:45,9629.95,9587.65,True,True,True,True,9704.00,74.05,9582.00,-47.95,9582.00,5.65,9704.00,-116.35,9696.75,66.80,-109.10,False
20100406,11:45,9730.85,9674.10,True,False,True,False,9772.40,41.55,9697.85,-33.00,0.00,0.00,0.00,0.00,9730.20,-0.65,0.00,False
20100407,11:45,9793.20,9756.00,False,True,False,True,0.00,0.00,0.00,0.00,9639.85,116.15,9769.20,-13.20,9682.85,0.00,73.15,False
20100408,11:45,9659.55,9585.35,False,True,False,True,0.00,0.00,0.00,0.00,9494.00,91.35,9617.65,-32.30,9506.75,0.00,78.60,False
20100409,11:45,9623.15,9545.30,True,False,True,False,9686.25,63.10,9604.00,-19.15,0.00,0.00,0.00,0.00,9662.75,39.60,0.00,False
20100412,11:45,9621.50,9568.15,True,True,True,True,9637.35,15.85,9547.60,-73.90,9547.60,20.55,9637.35,-69.20,9578.25,-43.25,-10.10,False
20100413,11:45,9528.55,9476.15,False,True,False,True,0.00,0.00,0.00,0.00,9453.55,22.60,9503.35,-27.20,9486.55,0.00,-10.40,False
20100415,11:45,9541.10,9434.65,False,True,False,True,0.00,0.00,0.00,0.00,9330.80,103.85,9464.40,-29.75,9341.25,0.00,93.40,False
20100416,11:45,9410.15,9266.15,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9346.45,0.00,0.00,True
20100419,11:45,9267.35,9206.00,True,False,True,False,9357.05,89.70,9227.45,-39.90,0.00,0.00,0.00,0.00,9294.85,27.50,0.00,False
