Date,Time,DayHigh,DayHighTime,DayLow,DayLowTime,IsDayHighBreak,DayHighBreakTime,IsDayLowBreak,DayLowBreakTime,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,TargetHighTime,points_from_target_high,percentChangeTargetHigh,SLHigh,SLHighTime,points_from_SL_High,percentageChangeSLHigh,TargetLow,TargetLowTime,points_from_Target_Low,percentageChangeTargetLow,SLLow,SLLowTime,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20220103,11:15,35963.19,11:15,35530.05,09:31,True,11:19,False,N/A,True,False,36485.00,15:29,521.81,1.45,35909.90,11:39,-53.29,-0.15,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,36456.10,492.91,0.00,False
20220104,11:15,36886.65,10:35,36380.85,09:41,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,36859.00,0.00,0.00,True
20220105,11:15,37448.85,10:10,36770.10,09:15,True,11:24,False,N/A,True,False,37860.30,14:37,411.45,1.1,37306.19,11:17,-142.66,-0.38,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37657.90,209.05,0.00,False
20220106,11:15,37431.90,09:15,37061.35,09:36,True,13:34,False,N/A,True,False,37750.35,14:32,318.45,0.85,37188.00,11:16,-243.90,-0.65,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37487.35,55.45,0.00,False
20220107,11:15,38134.50,10:21,37613.55,09:15,False,N/A,True,12:15,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37429.55,12:47,184.00,0.49,37969.19,11:20,-355.64,-0.95,37788.75,0.00,-175.20,False
20220110,11:15,38260.55,10:15,37930.55,09:15,True,14:27,False,N/A,True,False,38390.85,15:19,130.30,0.34,37943.55,11:56,-317.00,-0.83,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38370.65,110.10,0.00,False
20220111,11:15,38477.15,09:16,38032.94,10:16,True,13:28,False,N/A,True,False,38504.15,13:37,27.00,0.07,38271.85,14:43,-205.30,-0.53,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38460.80,-16.35,0.00,False
20220112,11:15,38848.80,10:28,38621.05,09:32,False,N/A,True,14:15,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38611.60,14:15,9.45,0.02,38800.10,13:10,-179.05,-0.46,38701.94,0.00,-80.89,False
20220113,11:15,38717.55,09:15,38405.55,10:39,False,N/A,True,13:22,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38378.40,13:28,27.15,0.07,38576.40,11:57,-170.85,-0.44,38456.65,0.00,-51.10,False
20220114,11:15,38364.40,09:50,38046.80,11:15,True,15:00,True,11:23,True,True,38446.50,15:05,82.10,0.21,38009.30,11:33,-355.10,-0.93,38009.30,11:33,37.50,0.1,38446.50,15:05,-399.70,-1.05,38310.35,-54.05,-263.55,False
20220117,11:15,38615.19,09:21,38210.90,09:15,False,N/A,True,12:16,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38141.19,12:16,69.71,0.18,38382.05,11:17,-171.15,-0.45,38245.94,0.00,-35.04,False
20220118,11:15,38468.94,09:31,38262.15,09:16,True,12:06,True,15:06,True,True,38852.50,13:22,383.56,1.0,38095.40,15:13,-373.54,-0.97,38095.40,15:13,166.75,0.44,38852.50,13:22,-590.35,-1.54,38206.40,-262.54,55.75,False
20220119,11:15,38328.00,10:18,37905.00,09:15,False,N/A,True,12:31,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37772.19,13:48,132.81,0.35,38152.35,11:52,-247.35,-0.65,38057.90,0.00,-152.90,False
20220120,11:15,38166.44,09:38,37894.05,11:15,False,N/A,True,11:25,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37593.15,14:01,300.90,0.79,38055.85,12:43,-161.80,-0.43,37894.05,0.00,0.00,False
20220121,11:15,37542.55,09:15,37225.65,09:30,True,12:13,False,N/A,True,False,37738.65,15:29,196.10,0.52,37245.55,14:58,-297.00,-0.79,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37698.19,155.64,0.00,False
20220124,11:15,37693.69,09:20,37319.85,09:37,False,N/A,True,11:19,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,36383.55,14:14,936.30,2.51,37434.80,11:34,-114.95,-0.31,36831.05,0.00,488.80,False
20220125,11:15,37326.25,10:02,36419.85,09:19,True,12:13,False,N/A,True,False,37786.65,15:18,460.40,1.23,37116.55,11:16,-209.70,-0.56,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37740.50,414.25,0.00,False
20220127,11:15,37414.40,10:02,37052.65,09:15,True,13:02,True,12:15,True,True,38136.35,15:29,721.95,1.93,37014.75,12:21,-399.65,-1.07,37014.75,12:21,37.90,0.1,38136.35,15:29,-1083.70,-2.92,38091.44,677.04,-1038.79,False
20220128,11:15,38409.35,09:15,38028.35,09:24,False,N/A,True,13:46,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37582.05,15:06,446.30,1.17,38391.44,12:19,-363.09,-0.95,37686.90,0.00,341.45,False
20220131,11:15,38202.25,09:16,37650.50,10:47,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37952.69,0.00,0.00,True
20220202,11:15,39176.60,10:21,38760.85,09:15,True,11:45,False,N/A,True,False,39383.80,14:47,207.20,0.53,39082.94,14:10,-93.66,-0.24,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,39313.85,137.25,0.00,False
20220203,11:15,39393.00,09:15,39152.94,10:29,True,12:51,True,11:50,True,True,39419.90,12:52,26.90,0.07,38862.85,15:26,-530.15,-1.35,38862.85,15:26,290.09,0.74,39419.90,12:52,-266.96,-0.68,38889.80,-503.20,263.14,False
20220204,11:15,39275.00,09:33,38914.60,10:48,False,N/A,True,11:35,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38563.44,13:10,351.16,0.9,39043.69,11:16,-129.09,-0.33,38723.60,0.00,191.00,False
20220207,11:15,38834.69,09:17,38431.19,11:15,False,N/A,True,11:18,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37806.00,14:49,625.19,1.63,38448.69,11:17,-17.50,-0.05,37997.50,0.00,433.69,False
20220208,11:15,38213.44,09:15,37320.44,11:04,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37915.40,0.00,0.00,True
20220209,11:15,38527.75,09:50,38220.80,09:15,True,12:46,False,N/A,True,False,38642.80,15:25,115.05,0.3,38359.25,11:17,-168.50,-0.44,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38618.35,90.60,0.00,False
20220210,11:15,39121.75,11:05,38521.15,10:00,True,11:51,False,N/A,True,False,39195.75,13:03,74.00,0.19,38924.25,15:28,-197.50,-0.5,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38938.35,-183.40,0.00,False
20220211,11:15,38780.69,09:39,38401.19,10:17,True,13:40,False,N/A,True,False,38789.94,13:45,9.25,0.02,38409.60,15:29,-371.09,-0.96,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38432.94,-347.75,0.00,False
20220214,11:15,37708.30,09:15,37221.75,09:20,False,N/A,True,13:49,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,36829.19,15:29,392.56,1.05,37451.60,12:26,-229.85,-0.62,36864.65,0.00,357.10,False
20220215,11:15,37171.19,09:18,36655.19,10:51,True,11:59,False,N/A,True,False,38229.15,15:20,1057.96,2.85,36907.85,11:28,-263.34,-0.71,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,38186.35,1015.16,0.00,False
20220216,11:15,38400.90,09:16,37770.80,11:03,True,13:47,False,N/A,True,False,38461.19,13:53,60.29,0.16,37831.25,15:28,-569.65,-1.48,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37847.30,-553.60,0.00,False
20220217,11:15,38123.40,09:22,37502.85,10:30,False,N/A,True,15:14,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37426.55,15:21,76.30,0.2,37918.19,12:35,-415.34,-1.11,37459.15,0.00,43.70,False
20220218,11:15,37637.25,11:15,37304.65,09:15,True,11:48,False,N/A,True,False,37816.05,12:50,178.80,0.48,37493.00,14:46,-144.25,-0.38,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37578.15,-59.10,0.00,False
20220221,11:15,37797.80,11:15,37158.44,09:39,True,11:30,False,N/A,True,False,38051.94,12:18,254.14,0.67,37592.60,14:42,-205.20,-0.54,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37682.30,-115.50,0.00,False
20220222,11:15,37305.25,11:09,36833.00,09:15,True,11:19,False,N/A,True,False,37658.35,14:35,353.10,0.95,37082.40,13:05,-222.85,-0.6,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37337.60,32.35,0.00,False
20220223,11:15,37773.80,09:29,37474.94,10:41,False,N/A,True,14:32,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,37321.80,15:21,153.14,0.41,37717.35,11:31,-242.41,-0.65,37351.15,0.00,123.79,False
20220224,11:15,36649.00,09:15,35894.05,09:49,False,N/A,True,12:58,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,35002.10,15:19,891.95,2.48,36307.85,11:36,-413.80,-1.15,35027.55,0.00,866.50,False
20220225,11:15,36666.90,10:56,35776.80,09:15,True,11:25,False,N/A,True,False,36677.19,11:25,10.29,0.03,36227.44,14:36,-439.46,-1.2,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,36446.80,-220.10,0.00,False
