Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20220103,10:45,35946.00,35530.05,True,False,True,False,36485.00,539.00,1.5,35860.19,-85.81,-0.24,0.00,0.00,0.0,0.00,0.00,0.0,36456.10,510.10,0.00,False
20220104,10:45,36886.65,36380.85,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,36859.00,0.00,0.00,True
20220105,10:45,37448.85,36770.10,True,False,True,False,37860.30,411.45,1.1,37280.50,-168.35,-0.45,0.00,0.00,0.0,0.00,0.00,0.0,37657.90,209.05,0.00,False
20220106,10:45,37431.90,37061.35,True,False,True,False,37750.35,318.45,0.85,37115.05,-316.85,-0.85,0.00,0.00,0.0,0.00,0.00,0.0,37487.35,55.45,0.00,False
20220107,10:45,38134.50,37613.55,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37429.55,184.00,0.49,38048.19,-434.64,-1.16,37788.75,0.00,-175.20,False
20220110,10:45,38260.55,37930.55,True,False,True,False,38390.85,130.30,0.34,37943.55,-317.00,-0.83,0.00,0.00,0.0,0.00,0.00,0.0,38370.65,110.10,0.00,False
20220111,10:45,38477.15,38032.94,True,False,True,False,38504.15,27.00,0.07,38185.50,-291.65,-0.76,0.00,0.00,0.0,0.00,0.00,0.0,38460.80,-16.35,0.00,False
20220112,10:45,38848.80,38621.05,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,38611.60,9.45,0.02,38814.30,-193.25,-0.5,38701.94,0.00,-80.89,False
20220113,10:45,38717.55,38405.55,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,38378.40,27.15,0.07,38576.40,-170.85,-0.44,38456.65,0.00,-51.10,False
20220114,10:45,38364.40,38095.00,True,True,True,True,38446.50,82.10,0.21,38009.30,-355.10,-0.93,38009.30,85.70,0.22,38446.50,-351.50,-0.92,38310.35,-54.05,-215.35,False
20220117,10:45,38615.19,38210.90,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,38141.19,69.71,0.18,38383.30,-172.40,-0.45,38245.94,0.00,-35.04,False
20220118,10:45,38468.94,38262.15,True,True,True,True,38852.50,383.56,1.0,38095.40,-373.54,-0.97,38095.40,166.75,0.44,38852.50,-590.35,-1.54,38206.40,-262.54,55.75,False
20220119,10:45,38328.00,37905.00,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37772.19,132.81,0.35,38195.69,-290.69,-0.77,38057.90,0.00,-152.90,False
20220120,10:45,38166.44,37908.00,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37593.15,314.85,0.83,38055.85,-147.85,-0.39,37894.05,0.00,13.95,False
20220121,10:45,37542.55,37225.65,True,False,True,False,37738.65,196.10,0.52,37245.55,-297.00,-0.79,0.00,0.00,0.0,0.00,0.00,0.0,37698.19,155.64,0.00,False
20220124,10:45,37693.69,37319.85,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,36383.55,936.30,2.51,37468.00,-148.15,-0.4,36831.05,0.00,488.80,False
20220125,10:45,37326.25,36419.85,True,False,True,False,37786.65,460.40,1.23,36925.94,-400.31,-1.07,0.00,0.00,0.0,0.00,0.00,0.0,37740.50,414.25,0.00,False
20220127,10:45,37414.40,37052.65,True,True,True,True,38136.35,721.95,1.93,37014.75,-399.65,-1.07,37014.75,37.90,0.1,38136.35,-1083.70,-2.92,38091.44,677.04,-1038.79,False
20220128,10:45,38409.35,38028.35,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37582.05,446.30,1.17,38391.44,-363.09,-0.95,37686.90,0.00,341.45,False
20220131,10:45,38202.25,37671.65,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,37650.50,21.15,0.06,38132.69,-461.04,-1.22,37952.69,0.00,-281.04,False
20220202,10:45,39176.60,38760.85,True,False,True,False,39383.80,207.20,0.53,39042.40,-134.20,-0.34,0.00,0.00,0.0,0.00,0.00,0.0,39313.85,137.25,0.00,False
20220203,10:45,39393.00,39152.94,True,True,True,True,39419.90,26.90,0.07,38862.85,-530.15,-1.35,38862.85,290.09,0.74,39419.90,-266.96,-0.68,38889.80,-503.20,263.14,False
20220204,10:45,39275.00,38919.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,38563.44,355.81,0.91,39043.94,-124.69,-0.32,38723.60,0.00,195.65,False
20220207,10:45,38834.69,38532.80,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37806.00,726.80,1.89,38647.85,-115.05,-0.3,37997.50,0.00,535.30,False
20220208,10:45,38213.44,37455.90,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,37320.44,135.46,0.36,38148.40,-692.50,-1.85,37915.40,0.00,-459.50,False
20220209,10:45,38527.75,38220.80,True,False,True,False,38642.80,115.05,0.3,38330.90,-196.85,-0.51,0.00,0.00,0.0,0.00,0.00,0.0,38618.35,90.60,0.00,False
20220210,10:45,39078.69,38521.15,True,False,True,False,39195.75,117.06,0.3,38924.25,-154.44,-0.4,0.00,0.00,0.0,0.00,0.00,0.0,38938.35,-140.34,0.00,False
20220211,10:45,38780.69,38401.19,True,False,True,False,38789.94,9.25,0.02,38409.60,-371.09,-0.96,0.00,0.00,0.0,0.00,0.00,0.0,38432.94,-347.75,0.00,False
20220214,10:45,37708.30,37221.75,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,36829.19,392.56,1.05,37562.50,-340.75,-0.92,36864.65,0.00,357.10,False
20220215,10:45,37171.19,36670.90,True,True,True,False,38229.15,1057.96,2.85,36655.19,-516.00,-1.39,36655.19,15.71,0.04,38229.15,-1558.25,-4.25,38186.35,1015.16,-1515.45,False
20220216,10:45,38400.90,37941.30,True,True,True,True,38461.19,60.29,0.16,37770.80,-630.10,-1.64,37770.80,170.50,0.45,38461.19,-519.89,-1.37,37847.30,-553.60,94.00,False
