Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20170102,11:30,18249.00,17844.90,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17965.10,0.00,0.00,True
20170103,11:30,18115.10,17830.90,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18032.20,0.00,0.00,True
20170104,11:30,18092.80,17961.60,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17868.90,92.70,0.52,18019.60,-58.00,-0.32,17900.20,0.00,61.40,False
20170105,11:30,18064.10,17977.80,True,False,True,False,18164.10,100.00,0.55,18030.60,-33.50,-0.19,0.00,0.00,0.0,0.00,0.00,0.0,18091.40,27.30,0.00,False
20170106,11:30,18325.50,18157.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18272.70,0.00,0.00,True
20170109,11:30,18373.10,18256.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18273.20,0.00,0.00,True
20170110,11:30,18412.80,18275.80,True,False,True,False,18440.10,27.30,0.15,18319.70,-93.10,-0.51,0.00,0.00,0.0,0.00,0.00,0.0,18436.90,24.10,0.00,False
20170111,11:30,18702.20,18515.30,True,False,True,False,18889.40,187.20,1.0,18674.10,-28.10,-0.15,0.00,0.00,0.0,0.00,0.00,0.0,18815.40,113.20,0.00,False
20170112,11:30,18966.30,18805.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18864.10,0.00,0.00,True
20170113,11:30,18952.30,18781.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18909.30,0.00,0.00,True
20170116,11:30,19001.30,18865.30,True,False,True,False,19134.50,133.20,0.7,18963.80,-37.50,-0.2,0.00,0.00,0.0,0.00,0.00,0.0,19105.00,103.70,0.00,False
20170117,11:30,19202.30,19048.40,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18981.80,66.60,0.35,19100.50,-52.10,-0.27,19040.00,0.00,8.40,False
20170118,11:30,19276.50,19072.10,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,19163.30,0.00,0.00,True
