Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20180101,11:45,10537.80,10516.30,False,True,False,True,0.00,0.00,0.00,0.00,10423.10,93.20,10534.00,-17.70,10432.90,0.00,83.40,False
20180102,11:45,10495.20,10409.70,False,True,False,True,0.00,0.00,0.00,0.00,10404.70,5.00,10454.80,-45.10,10443.30,0.00,-33.60,False
20180103,11:45,10503.60,10460.50,False,True,False,True,0.00,0.00,0.00,0.00,10429.50,31.00,10486.80,-26.30,10444.70,0.00,15.80,False
20180104,11:45,10470.10,10441.50,True,False,True,False,10513.00,42.90,10460.30,-9.80,0.00,0.00,0.00,0.00,10508.80,38.70,0.00,False
20180105,11:45,10562.80,10522.30,True,True,True,False,10566.10,3.30,10520.10,-42.70,10520.10,2.20,10566.10,-43.80,10563.50,0.70,-41.20,False
20180108,11:45,10623.20,10588.50,True,False,True,False,10631.20,8.00,10597.90,-25.30,0.00,0.00,0.00,0.00,10615.50,-7.70,0.00,False
20180109,11:45,10659.20,10607.90,False,True,False,True,0.00,0.00,0.00,0.00,10603.60,4.30,10646.70,-38.80,10631.10,0.00,-23.20,False
20180110,11:45,10655.50,10598.50,False,True,False,True,0.00,0.00,0.00,0.00,10592.70,5.80,10638.80,-40.30,10629.10,0.00,-30.60,False
20180111,11:45,10641.30,10612.30,True,False,True,False,10664.60,23.30,10631.00,-10.30,0.00,0.00,0.00,0.00,10654.80,13.50,0.00,False
20180112,11:45,10690.30,10669.80,True,True,True,True,10690.40,0.10,10597.10,-93.20,10597.10,72.70,10690.40,-20.60,10673.50,-16.80,-3.70,False
20180115,11:45,10782.70,10713.80,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10738.70,0.00,0.00,True
20180116,11:45,10762.30,10705.20,False,True,False,True,0.00,0.00,0.00,0.00,10687.80,17.40,10747.80,-42.60,10709.20,0.00,-4.00,False
20180117,11:45,10741.40,10666.80,True,False,True,False,10800.00,58.60,10728.10,-13.30,0.00,0.00,0.00,0.00,10797.20,55.80,0.00,False
20180118,11:45,10887.50,10845.00,False,True,False,True,0.00,0.00,0.00,0.00,10782.40,62.60,10885.20,-40.20,10816.00,0.00,29.00,False
20180119,11:45,10857.70,10793.90,True,False,True,False,10906.80,49.10,10817.20,-40.50,0.00,0.00,0.00,0.00,10903.30,45.60,0.00,False
20180122,11:45,10929.80,10881.40,True,False,True,False,10975.10,45.30,10896.20,-33.60,0.00,0.00,0.00,0.00,10966.40,36.60,0.00,False
20180123,11:45,11053.00,10994.50,True,False,True,False,11092.90,39.90,11044.90,-8.10,0.00,0.00,0.00,0.00,11088.10,35.10,0.00,False
20180124,11:45,11110.10,11046.20,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11084.00,0.00,0.00,True
20180125,11:45,11091.80,11047.60,False,True,False,True,0.00,0.00,0.00,0.00,11009.20,38.40,11085.30,-37.70,11073.90,0.00,-26.30,False
20180129,11:45,11161.00,11076.00,True,False,True,False,11171.50,10.50,11109.20,-51.80,0.00,0.00,0.00,0.00,11126.90,-34.10,0.00,False
20180130,11:45,11121.10,11042.10,False,True,False,True,0.00,0.00,0.00,0.00,11033.90,8.20,11070.50,-28.40,11051.80,0.00,-9.70,False
20180131,11:45,11058.50,11010.70,False,True,False,True,0.00,0.00,0.00,0.00,10979.30,31.40,11040.20,-29.50,11028.00,0.00,-17.30,False
20180201,11:45,11103.50,11039.50,True,True,True,True,11117.30,13.80,10878.80,-224.70,10878.80,160.70,11117.30,-77.80,11022.80,-80.70,16.70,False
20180202,11:45,10955.00,10826.50,False,True,False,True,0.00,0.00,0.00,0.00,10739.70,86.80,10884.30,-57.80,10743.30,0.00,83.20,False
20180205,11:45,10695.50,10586.80,True,False,True,False,10702.80,7.30,10628.20,-67.30,0.00,0.00,0.00,0.00,10683.50,-12.00,0.00,False
20180206,11:45,10423.70,10276.30,True,False,True,False,10594.20,170.50,10347.80,-75.90,0.00,0.00,0.00,0.00,10522.00,98.30,0.00,False
20180207,11:45,10614.00,10485.20,False,True,False,True,0.00,0.00,0.00,0.00,10446.40,38.80,10528.60,-43.40,10460.40,0.00,24.80,False
20180208,11:45,10614.30,10479.50,True,False,True,False,10637.80,23.50,10528.80,-85.50,0.00,0.00,0.00,0.00,10576.30,-38.00,0.00,False
20180209,11:45,10453.90,10398.20,True,False,True,False,10480.20,26.30,10410.20,-43.70,0.00,0.00,0.00,0.00,10464.30,10.40,0.00,False
20180212,11:45,10538.10,10485.40,True,False,True,False,10555.50,17.40,10491.60,-46.50,0.00,0.00,0.00,0.00,10532.80,-5.30,0.00,False
20180214,11:45,10590.50,10528.00,False,True,False,True,0.00,0.00,0.00,0.00,10457.50,70.50,10569.00,-41.00,10462.50,0.00,65.50,False
20180215,11:45,10588.80,10518.70,True,True,True,False,10618.10,29.30,10511.00,-77.80,10511.00,7.70,10618.10,-99.40,10553.00,-35.80,-34.30,False
20180216,11:45,10612.90,10500.50,False,True,False,True,0.00,0.00,0.00,0.00,10434.00,66.50,10524.80,-24.30,10451.00,0.00,49.50,False
20180219,11:45,10489.30,10379.00,False,True,False,True,0.00,0.00,0.00,0.00,10302.80,76.20,10405.00,-26.00,10388.50,0.00,-9.50,False
20180220,11:45,10429.30,10358.50,False,True,False,True,0.00,0.00,0.00,0.00,10347.70,10.80,10423.30,-64.80,10361.60,0.00,-3.10,False
20180221,11:45,10426.10,10349.60,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10398.80,0.00,0.00,True
20180222,11:45,10365.00,10340.70,True,False,True,False,10397.50,32.50,10342.80,-22.20,0.00,0.00,0.00,0.00,10376.20,11.20,0.00,False
20180223,11:45,10457.70,10396.70,True,False,True,False,10499.10,41.40,10454.00,-3.70,0.00,0.00,0.00,0.00,10493.50,35.80,0.00,False
20180226,11:45,10578.70,10520.20,True,False,True,False,10593.00,14.30,10558.00,-20.70,0.00,0.00,0.00,0.00,10583.50,4.80,0.00,False
20180227,11:45,10631.70,10541.00,False,True,False,True,0.00,0.00,0.00,0.00,10537.30,3.70,10566.40,-25.40,10557.20,0.00,-16.20,False
20180228,11:45,10508.00,10461.50,True,False,True,False,10535.50,27.50,10466.40,-41.60,0.00,0.00,0.00,0.00,10485.60,-22.40,0.00,False
20180301,11:45,10525.50,10469.80,False,True,False,True,0.00,0.00,0.00,0.00,10449.00,20.80,10514.20,-44.40,10450.60,0.00,19.20,False
20180305,11:45,10428.70,10340.50,False,True,False,True,0.00,0.00,0.00,0.00,10323.90,16.60,10376.80,-36.30,10358.00,0.00,-17.50,False
20180306,11:45,10441.30,10378.00,False,True,False,True,0.00,0.00,0.00,0.00,10215.90,162.10,10406.80,-28.80,10230.30,0.00,147.70,False
20180307,11:45,10243.30,10170.90,False,True,False,True,0.00,0.00,0.00,0.00,10141.50,29.40,10208.20,-37.30,10162.50,0.00,8.40,False
20180308,11:45,10241.40,10146.40,True,False,True,False,10270.30,28.90,10182.00,-59.40,0.00,0.00,0.00,0.00,10231.50,-9.90,0.00,False
20180309,11:45,10296.70,10230.50,False,True,False,True,0.00,0.00,0.00,0.00,10211.90,18.60,10292.00,-61.50,10234.30,0.00,-3.80,False
20180312,11:45,10342.30,10295.50,True,False,True,False,10433.70,91.40,10315.60,-26.70,0.00,0.00,0.00,0.00,10421.20,78.90,0.00,False
20180313,11:45,10478.60,10382.00,False,True,False,False,0.00,0.00,0.00,0.00,10377.80,4.20,10474.80,-92.80,10423.90,0.00,-41.90,False
20180314,11:45,10407.00,10352.80,True,True,True,True,10420.30,13.30,10336.30,-70.70,10336.30,16.50,10420.30,-67.50,10417.90,10.90,-65.10,False
20180315,11:45,10420.00,10377.00,False,True,False,True,0.00,0.00,0.00,0.00,10346.20,30.80,10407.10,-30.10,10346.50,0.00,30.50,False
20180316,11:45,10346.30,10285.00,False,True,False,True,0.00,0.00,0.00,0.00,10180.30,104.70,10290.30,-5.30,10212.00,0.00,73.00,False
20180319,11:45,10224.50,10140.00,False,True,False,True,0.00,0.00,0.00,0.00,10075.30,64.70,10169.80,-29.80,10094.00,0.00,46.00,False
20180320,11:45,10152.80,10049.10,True,False,True,False,10155.70,2.90,10090.70,-62.10,0.00,0.00,0.00,0.00,10136.40,-16.40,0.00,False
20180321,11:45,10227.30,10173.20,False,True,False,True,0.00,0.00,0.00,0.00,10133.00,40.20,10203.90,-30.70,10155.60,0.00,17.60,False
20180322,11:45,10207.80,10147.40,False,True,False,True,0.00,0.00,0.00,0.00,10106.00,41.40,10162.80,-15.40,10109.30,0.00,38.10,False
20180323,11:45,10012.80,9961.30,True,True,True,True,10027.70,14.90,9951.90,-60.90,9951.90,9.40,10027.70,-66.40,9986.20,-26.60,-24.90,False
20180326,11:45,10010.80,9958.55,True,False,True,False,10142.70,131.90,9983.90,-26.90,0.00,0.00,0.00,0.00,10136.70,125.90,0.00,False
20180327,11:45,10205.50,10139.70,True,False,True,False,10207.90,2.40,10144.80,-60.70,0.00,0.00,0.00,0.00,10182.30,-23.20,0.00,False
20180328,11:45,10143.80,10112.50,True,True,True,True,10158.30,14.50,10096.90,-46.90,10096.90,15.60,10158.30,-45.80,10115.20,-28.60,-2.70,False
20180402,11:45,10178.50,10127.80,True,False,True,False,10220.10,41.60,10152.30,-26.20,0.00,0.00,0.00,0.00,10216.60,38.10,0.00,False
20180403,11:45,10229.50,10171.00,True,False,True,False,10255.30,25.80,10177.30,-52.20,0.00,0.00,0.00,0.00,10248.70,19.20,0.00,False
20180404,11:45,10279.80,10239.50,False,True,False,True,0.00,0.00,0.00,0.00,10111.30,128.20,10261.50,-22.00,10127.10,0.00,112.40,False
20180405,11:45,10286.30,10227.50,True,False,True,False,10331.80,45.50,10264.20,-22.10,0.00,0.00,0.00,0.00,10326.00,39.70,0.00,False
20180406,11:45,10332.10,10290.80,True,False,True,False,10350.50,18.40,10297.40,-34.70,0.00,0.00,0.00,0.00,10324.50,-7.60,0.00,False
20180409,11:45,10391.30,10328.50,True,False,True,False,10397.70,6.40,10361.50,-29.80,0.00,0.00,0.00,0.00,10368.70,-22.60,0.00,False
20180410,11:45,10424.80,10381.50,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10400.50,0.00,0.00,True
20180411,11:45,10426.50,10355.60,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10412.00,0.00,0.00,True
20180412,11:45,10437.50,10395.30,True,False,True,False,10469.90,32.40,10421.80,-15.70,0.00,0.00,0.00,0.00,10458.70,21.20,0.00,False
20180413,11:45,10513.30,10475.80,True,True,True,True,10519.90,6.60,10451.50,-61.80,10451.50,24.30,10519.90,-44.10,10478.40,-34.90,-2.60,False
20180416,11:45,10477.70,10396.30,True,False,True,False,10540.20,62.50,10458.30,-19.40,0.00,0.00,0.00,0.00,10529.80,52.10,0.00,False
20180417,11:45,10557.50,10512.80,True,True,True,True,10560.50,3.00,10495.70,-61.80,10495.70,17.10,10560.50,-47.70,10545.40,-12.10,-32.60,False
20180418,11:45,10579.40,10539.50,True,True,True,True,10594.20,14.80,10509.70,-69.70,10509.70,29.80,10594.20,-54.70,10537.80,-41.60,1.70,False
20180419,11:45,10568.90,10547.10,True,True,True,False,10572.20,3.30,10546.20,-22.70,10546.20,0.90,10572.20,-25.10,10570.20,1.30,-23.10,False
20180420,11:45,10564.00,10530.30,True,True,True,True,10580.30,16.30,10527.50,-36.50,10527.50,2.80,10580.30,-50.00,10577.60,13.60,-47.30,False
20180423,11:45,10619.90,10515.00,True,False,True,False,10638.30,18.40,10571.80,-48.10,0.00,0.00,0.00,0.00,10580.00,-39.90,0.00,False
20180424,11:45,10609.80,10573.20,True,True,True,True,10636.80,27.00,10569.00,-40.80,10569.00,4.20,10636.80,-63.60,10617.70,7.90,-44.50,False
20180425,11:45,10612.60,10576.70,False,True,False,True,0.00,0.00,0.00,0.00,10536.50,40.20,10610.50,-33.80,10568.80,0.00,7.90,False
20180426,11:45,10596.10,10571.70,True,True,True,True,10628.40,32.30,10559.70,-36.40,10559.70,12.00,10628.40,-56.70,10620.10,24.00,-48.40,False
20180427,11:45,10704.80,10647.50,True,False,True,False,10719.80,15.00,10676.80,-28.00,0.00,0.00,0.00,0.00,10696.00,-8.80,0.00,False
20180430,11:45,10755.90,10704.60,True,False,True,False,10759.00,3.10,10721.50,-34.40,0.00,0.00,0.00,0.00,10743.70,-12.20,0.00,False
20180502,11:45,10784.70,10718.00,False,True,False,True,0.00,0.00,0.00,0.00,10689.80,28.20,10769.80,-51.80,10720.30,0.00,-2.30,False
20180503,11:45,10720.60,10647.50,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10669.70,0.00,0.00,True
20180504,11:45,10695.30,10621.30,False,True,False,True,0.00,0.00,0.00,0.00,10601.60,19.70,10640.80,-19.50,10616.30,0.00,5.00,False
20180507,11:45,10662.80,10635.70,True,False,True,False,10721.80,59.00,10649.00,-13.80,0.00,0.00,0.00,0.00,10719.20,56.40,0.00,False
20180508,11:45,10758.50,10707.50,False,True,False,True,0.00,0.00,0.00,0.00,10689.40,18.10,10741.00,-33.50,10714.70,0.00,-7.20,False
20180509,11:45,10734.10,10689.80,True,False,True,False,10766.30,32.20,10721.00,-13.10,0.00,0.00,0.00,0.00,10749.30,15.20,0.00,False
20180510,11:45,10785.50,10731.50,False,True,False,True,0.00,0.00,0.00,0.00,10705.00,26.50,10754.90,-23.40,10714.70,0.00,16.80,False
20180511,11:45,10762.80,10724.50,True,False,True,False,10812.00,49.20,10742.20,-20.60,0.00,0.00,0.00,0.00,10803.00,40.20,0.00,False
20180514,11:45,10834.80,10796.50,False,True,False,True,0.00,0.00,0.00,0.00,10774.80,21.70,10818.00,-21.50,10800.00,0.00,-3.50,False
20180515,11:45,10929.20,10789.80,False,True,False,True,0.00,0.00,0.00,0.00,10781.40,8.40,10897.00,-107.20,10801.60,0.00,-11.80,False
20180516,11:45,10764.80,10699.70,True,False,True,False,10790.50,25.70,10724.00,-40.80,0.00,0.00,0.00,0.00,10737.10,-27.70,0.00,False
20180517,11:45,10777.30,10698.40,False,True,False,True,0.00,0.00,0.00,0.00,10664.50,33.90,10725.50,-27.10,10674.90,0.00,23.50,False
20180518,11:45,10675.00,10631.20,False,True,False,True,0.00,0.00,0.00,0.00,10589.10,42.10,10651.00,-19.80,10599.30,0.00,31.90,False
20180521,11:45,10621.70,10549.00,False,True,False,True,0.00,0.00,0.00,0.00,10505.80,43.20,10553.50,-4.50,10511.80,0.00,37.20,False
20180522,11:45,10558.60,10490.50,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10539.50,0.00,0.00,True
20180523,11:45,10533.50,10480.80,False,True,False,True,0.00,0.00,0.00,0.00,10417.80,63.00,10523.80,-43.00,10430.50,0.00,50.30,False
20180524,11:45,10478.60,10419.80,True,False,True,False,10535.20,56.60,10451.80,-26.80,0.00,0.00,0.00,0.00,10533.50,54.90,0.00,False
20180525,11:45,10578.30,10524.00,True,False,True,False,10628.00,49.70,10556.50,-21.80,0.00,0.00,0.00,0.00,10616.80,38.50,0.00,False
20180528,11:45,10682.90,10640.50,True,False,True,False,10709.80,26.90,10664.00,-18.90,0.00,0.00,0.00,0.00,10683.40,0.50,0.00,False
20180529,11:45,10717.30,10664.00,False,True,False,True,0.00,0.00,0.00,0.00,10616.10,47.90,10708.50,-44.50,10631.00,0.00,33.00,False
20180530,11:45,10602.20,10558.50,True,False,True,False,10648.70,46.50,10579.80,-22.40,0.00,0.00,0.00,0.00,10616.20,14.00,0.00,False
20180531,11:45,10676.10,10620.40,True,False,True,False,10763.80,87.70,10647.70,-28.40,0.00,0.00,0.00,0.00,10739.00,62.90,0.00,False
20180601,11:45,10764.80,10716.40,False,True,False,True,0.00,0.00,0.00,0.00,10682.80,33.60,10737.00,-20.60,10686.80,0.00,29.60,False
20180604,11:45,10770.30,10648.20,False,True,False,True,0.00,0.00,0.00,0.00,10618.30,29.90,10705.00,-56.80,10626.80,0.00,21.40,False
20180605,11:45,10633.20,10565.00,False,True,False,True,0.00,0.00,0.00,0.00,10550.90,14.10,10625.50,-60.50,10604.90,0.00,-39.90,False
20180606,11:45,10659.90,10587.50,True,False,True,False,10698.30,38.40,10617.50,-42.40,0.00,0.00,0.00,0.00,10686.80,26.90,0.00,False
20180607,11:45,10786.70,10726.00,True,False,True,False,10818.00,31.30,10758.50,-28.20,0.00,0.00,0.00,0.00,10762.80,-23.90,0.00,False
20180608,11:45,10750.50,10717.70,True,True,True,True,10779.50,29.00,10709.00,-41.50,10709.00,8.70,10779.50,-61.80,10761.00,10.50,-43.30,False
20180611,11:45,10834.50,10777.60,True,True,True,False,10850.50,16.00,10777.00,-57.50,10777.00,0.60,10850.50,-72.90,10781.30,-53.20,-3.70,False
20180612,11:45,10842.00,10789.40,True,False,True,False,10855.90,13.90,10815.50,-26.50,0.00,0.00,0.00,0.00,10853.00,11.00,0.00,False
20180613,11:45,10888.90,10842.70,True,False,True,False,10893.30,4.40,10850.10,-38.80,0.00,0.00,0.00,0.00,10858.00,-30.90,0.00,False
20180614,11:45,10833.70,10782.00,False,True,False,True,0.00,0.00,0.00,0.00,10773.50,8.50,10818.80,-36.80,10807.20,0.00,-25.20,False
20180615,11:45,10834.00,10788.90,False,True,False,True,0.00,0.00,0.00,0.00,10755.40,33.50,10827.60,-38.70,10812.80,0.00,-23.90,False
20180618,11:45,10826.90,10787.30,True,False,True,False,10828.10,1.20,10792.40,-34.50,0.00,0.00,0.00,0.00,10797.00,-29.90,0.00,False
20180619,11:45,10781.80,10725.00,False,True,False,True,0.00,0.00,0.00,0.00,10701.20,23.80,10740.80,-15.80,10710.60,0.00,14.40,False
20180620,11:45,10763.00,10724.00,True,False,True,False,10781.80,18.80,10751.50,-11.50,0.00,0.00,0.00,0.00,10767.30,4.30,0.00,False
20180621,11:45,10809.60,10750.30,False,True,False,True,0.00,0.00,0.00,0.00,10725.90,24.40,10782.70,-32.40,10742.40,0.00,7.90,False
20180622,11:45,10745.30,10710.50,True,False,True,False,10837.00,91.70,10728.30,-17.00,0.00,0.00,0.00,0.00,10819.50,74.20,0.00,False
20180625,11:45,10831.00,10788.30,False,True,False,True,0.00,0.00,0.00,0.00,10753.00,35.30,10814.70,-26.40,10761.80,0.00,26.50,False
20180626,11:45,10795.80,10732.50,True,False,True,False,10805.30,9.50,10753.30,-42.50,0.00,0.00,0.00,0.00,10763.70,-32.10,0.00,False
20180627,11:45,10780.60,10731.50,False,True,False,True,0.00,0.00,0.00,0.00,10652.40,79.10,10738.10,-6.60,10662.90,0.00,68.60,False
20180628,11:45,10674.20,10622.10,False,True,False,True,0.00,0.00,0.00,0.00,10557.70,64.40,10638.60,-16.50,10589.50,0.00,32.60,False
20180629,11:45,10675.50,10612.30,True,False,True,False,10723.00,47.50,10668.60,-6.90,0.00,0.00,0.00,0.00,10711.80,36.30,0.00,False
20180702,11:45,10736.20,10622.60,False,True,False,True,0.00,0.00,0.00,0.00,10604.70,17.90,10672.80,-50.20,10653.50,0.00,-30.90,False
20180703,11:45,10708.00,10630.30,True,False,True,False,10713.30,5.30,10677.80,-30.20,0.00,0.00,0.00,0.00,10707.80,-0.20,0.00,False
20180704,11:45,10717.30,10677.80,True,False,True,False,10777.20,59.90,10705.70,-11.60,0.00,0.00,0.00,0.00,10772.30,55.00,0.00,False
20180705,11:45,10782.30,10726.30,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10755.00,0.00,0.00,True
20180706,11:45,10816.00,10735.00,True,False,True,False,10816.30,0.30,10761.00,-55.00,0.00,0.00,0.00,0.00,10768.50,-47.50,0.00,False
20180709,11:45,10844.70,10807.20,True,False,True,False,10860.30,15.60,10830.00,-14.70,0.00,0.00,0.00,0.00,10854.10,9.40,0.00,False
20180710,11:45,10925.50,10876.70,True,False,True,False,10956.90,31.40,10912.90,-12.60,0.00,0.00,0.00,0.00,10950.80,25.30,0.00,False
20180711,11:45,10976.70,10923.00,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10942.70,0.00,0.00,True
20180712,11:45,11067.20,10999.70,True,False,True,False,11078.30,11.10,11013.50,-53.70,0.00,0.00,0.00,0.00,11016.50,-50.70,0.00,False
20180713,11:45,11071.30,10999.80,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11021.50,0.00,0.00,True
20180716,11:45,11019.50,10964.10,False,True,False,True,0.00,0.00,0.00,0.00,10926.30,37.80,10999.40,-35.30,10938.80,0.00,25.30,False
20180717,11:45,10989.70,10925.60,True,False,True,False,11017.70,28.00,10960.00,-29.70,0.00,0.00,0.00,0.00,11011.60,21.90,0.00,False
20180718,11:45,11076.20,11033.80,False,True,False,True,0.00,0.00,0.00,0.00,10956.30,77.50,11055.70,-21.90,10983.00,0.00,50.80,False
20180719,11:45,11006.50,10937.00,False,True,False,False,0.00,0.00,0.00,0.00,10935.50,1.50,10991.20,-54.20,10969.50,0.00,-32.50,False
20180720,11:45,11017.40,10946.20,True,False,True,False,11030.30,12.90,10980.10,-37.30,0.00,0.00,0.00,0.00,11011.20,-6.20,0.00,False
20180723,11:45,11055.50,11011.00,True,False,True,False,11093.40,37.90,11023.70,-31.80,0.00,0.00,0.00,0.00,11081.00,25.50,0.00,False
20180724,11:45,11143.40,11103.50,False,True,False,True,0.00,0.00,0.00,0.00,11092.50,11.00,11142.70,-39.20,11131.30,0.00,-27.80,False
20180725,11:45,11153.00,11118.20,True,True,True,True,11157.20,4.20,11113.30,-39.70,11113.30,4.90,11157.20,-39.00,11123.30,-29.70,-5.10,False
20180726,11:45,11179.60,11129.80,False,True,False,True,0.00,0.00,0.00,0.00,11125.70,4.10,11177.80,-48.00,11173.50,0.00,-43.70,False
20180727,11:45,11253.90,11210.30,True,False,True,False,11283.40,29.50,11235.80,-18.10,0.00,0.00,0.00,0.00,11276.00,22.10,0.00,False
20180730,11:45,11309.30,11261.50,True,False,True,False,11328.10,18.80,11281.70,-27.60,0.00,0.00,0.00,0.00,11315.20,5.90,0.00,False
20180731,11:45,11312.70,11267.80,True,False,True,False,11366.00,53.30,11271.70,-41.00,0.00,0.00,0.00,0.00,11357.30,44.60,0.00,False
20180801,11:45,11390.50,11337.50,False,True,False,True,0.00,0.00,0.00,0.00,11313.50,24.00,11373.00,-35.50,11326.70,0.00,10.80,False
20180802,11:45,11324.20,11263.50,False,True,False,True,0.00,0.00,0.00,0.00,11235.00,28.50,11298.80,-35.30,11236.70,0.00,26.80,False
20180803,11:45,11336.20,11294.50,True,False,True,False,11368.00,31.80,11316.80,-19.40,0.00,0.00,0.00,0.00,11363.00,26.80,0.00,False
20180806,11:45,11427.70,11378.00,False,True,False,True,0.00,0.00,0.00,0.00,11370.60,7.40,11406.70,-28.70,11389.50,0.00,-11.50,False
20180807,11:45,11429.00,11359.70,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11388.50,0.00,0.00,True
20180808,11:45,11435.90,11379.30,True,False,True,False,11460.00,24.10,11414.80,-21.10,0.00,0.00,0.00,0.00,11456.00,20.10,0.00,False
20180809,11:45,11495.20,11454.10,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11468.40,0.00,0.00,True
20180810,11:45,11478.80,11427.20,False,True,False,True,0.00,0.00,0.00,0.00,11420.30,6.90,11462.80,-35.60,11424.20,0.00,3.00,False
20180813,11:45,11377.50,11340.30,True,False,True,False,11406.30,28.80,11350.30,-27.20,0.00,0.00,0.00,0.00,11359.90,-17.60,0.00,False
20180814,11:45,11419.30,11370.80,True,False,True,False,11452.50,33.20,11411.20,-8.10,0.00,0.00,0.00,0.00,11431.10,11.80,0.00,False
