Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20100104,11:45,5228.00,5167.00,True,False,True,False,5238.00,10.00,5211.00,-17.00,0.00,0.00,0.00,0.00,5234.00,6.00,0.00,False
20100105,11:45,5284.00,5264.00,True,True,True,True,5288.00,4.00,5259.00,-25.00,5259.00,5.00,5288.00,-24.00,5277.00,-7.00,-13.00,False
20100106,11:45,5297.00,5260.00,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5282.00,0.00,0.00,True
20100107,11:45,5284.20,5263.70,False,True,False,True,0.00,0.00,0.00,0.00,5244.75,18.95,5275.85,-12.15,5259.40,0.00,4.30,False
20100108,11:45,5268.95,5251.30,True,True,True,True,5276.75,7.80,5234.70,-34.25,5234.70,16.60,5276.75,-25.45,5245.65,-23.30,5.65,False
20100111,11:45,5281.35,5265.90,False,True,False,True,0.00,0.00,0.00,0.00,5238.15,27.75,5273.70,-7.80,5254.40,0.00,11.50,False
20100112,11:45,5261.40,5227.70,True,True,True,True,5272.85,11.45,5200.95,-60.45,5200.95,26.75,5272.85,-45.15,5206.35,-55.05,21.35,False
20100113,11:45,5218.00,5182.40,True,True,True,True,5239.20,21.20,5172.20,-45.80,5172.20,10.20,5239.20,-56.80,5233.85,15.85,-51.45,False
20100114,11:45,5272.85,5252.10,False,True,False,True,0.00,0.00,0.00,0.00,5244.20,7.90,5271.30,-19.20,5258.35,0.00,-6.25,False
20100115,11:45,5270.85,5246.05,False,True,False,True,0.00,0.00,0.00,0.00,5242.45,3.60,5270.70,-24.65,5255.05,0.00,-9.00,False
20100118,11:45,5284.30,5235.10,True,False,True,False,5292.50,8.20,5257.95,-26.35,0.00,0.00,0.00,0.00,5276.40,-7.90,0.00,False
20100119,11:45,5280.70,5250.20,False,True,False,True,0.00,0.00,0.00,0.00,5218.65,31.55,5276.45,-26.25,5225.60,0.00,24.60,False
20100120,11:45,5255.80,5231.90,False,True,False,True,0.00,0.00,0.00,0.00,5201.40,30.50,5235.05,-3.15,5222.15,0.00,9.75,False
20100121,11:45,5212.55,5183.25,False,True,False,True,0.00,0.00,0.00,0.00,5085.45,97.80,5197.40,-14.15,5095.75,0.00,87.50,False
20100122,11:45,5046.95,4954.85,True,False,True,False,5077.00,30.05,5014.95,-32.00,0.00,0.00,0.00,0.00,5029.95,-17.00,0.00,False
20100125,11:45,5017.10,4983.05,True,False,True,False,5035.70,18.60,4986.30,-30.80,0.00,0.00,0.00,0.00,4997.45,-19.65,0.00,False
20100127,11:45,4963.80,4905.00,False,True,False,True,0.00,0.00,0.00,0.00,4834.50,70.50,4917.10,-12.10,4843.60,0.00,61.40,False
20100128,11:45,4929.90,4884.50,False,True,False,True,0.00,0.00,0.00,0.00,4824.95,59.55,4918.25,-33.75,4870.55,0.00,13.95,False
20100129,11:45,4826.50,4766.00,True,False,True,False,4893.70,67.20,4781.90,-44.60,0.00,0.00,0.00,0.00,4883.30,56.80,0.00,False
20100201,11:45,4891.35,4827.15,True,False,True,False,4918.80,27.45,4868.55,-22.80,0.00,0.00,0.00,0.00,4901.45,10.10,0.00,False
