Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20150101,11:45,8278.20,8248.75,True,False,True,False,8294.70,16.50,8262.00,-16.20,0.00,0.00,0.00,0.00,8285.60,7.40,0.00,False
20150102,11:45,8387.80,8293.25,True,False,True,False,8410.60,22.80,8375.10,-12.70,0.00,0.00,0.00,0.00,8405.25,17.45,0.00,False
20150105,11:45,8445.60,8389.85,False,True,False,True,0.00,0.00,0.00,0.00,8363.90,25.95,8413.95,-24.10,8378.60,0.00,11.25,False
20150106,11:45,8327.85,8193.35,False,True,False,True,0.00,0.00,0.00,0.00,8111.35,82.00,8227.95,-34.60,8126.60,0.00,66.75,False
20150107,11:45,8151.20,8084.10,False,True,False,True,0.00,0.00,0.00,0.00,8065.45,18.65,8137.85,-53.75,8115.10,0.00,-31.00,False
20150108,11:45,8209.85,8167.30,True,False,True,False,8243.50,33.65,8189.10,-20.75,0.00,0.00,0.00,0.00,8234.25,24.40,0.00,False
20150109,11:45,8303.30,8250.20,False,True,False,True,0.00,0.00,0.00,0.00,8190.80,59.40,8296.35,-46.15,8283.05,0.00,-32.85,False
20150112,11:45,8297.65,8245.60,True,False,True,False,8332.60,34.95,8252.50,-45.15,0.00,0.00,0.00,0.00,8331.05,33.40,0.00,False
20150113,11:45,8356.30,8321.85,True,True,True,True,8356.65,0.35,8267.90,-88.40,8267.90,53.95,8356.65,-34.80,8305.80,-50.50,16.05,False
20150114,11:45,8326.45,8278.55,False,True,False,True,0.00,0.00,0.00,0.00,8236.65,41.90,8301.90,-23.35,8288.10,0.00,-9.55,False
20150115,11:45,8463.40,8380.55,True,False,True,False,8527.10,63.70,8451.75,-11.65,0.00,0.00,0.00,0.00,8467.30,3.90,0.00,False
20150116,11:45,8510.50,8452.25,True,False,True,False,8526.15,15.65,8480.85,-29.65,0.00,0.00,0.00,0.00,8517.25,6.75,0.00,False
20150119,11:45,8570.95,8538.85,False,True,False,True,0.00,0.00,0.00,0.00,8531.50,7.35,8568.25,-29.40,8550.40,0.00,-11.55,False
20150120,11:45,8605.40,8574.50,True,False,True,False,8707.90,102.50,8596.20,-9.20,0.00,0.00,0.00,0.00,8694.00,88.60,0.00,False
20150121,11:45,8741.85,8689.60,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8733.65,0.00,0.00,True
20150122,11:45,8772.70,8734.90,True,True,True,True,8774.15,1.45,8727.00,-45.70,8727.00,7.90,8774.15,-39.25,8768.10,-4.60,-33.20,False
20150123,11:45,8866.40,8795.40,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8829.15,0.00,0.00,True
20150127,11:45,8878.20,8825.85,True,True,True,False,8925.05,46.85,8825.45,-52.75,8825.45,0.40,8925.05,-99.20,8910.05,31.85,-84.20,False
20150128,11:45,8958.20,8889.10,True,True,True,True,8985.05,26.85,8874.05,-84.15,8874.05,15.05,8985.05,-95.95,8912.55,-45.65,-23.45,False
20150129,11:45,8902.05,8861.25,True,False,True,False,8966.65,64.60,8871.35,-30.70,0.00,0.00,0.00,0.00,8952.15,50.10,0.00,False
20150130,11:45,8996.55,8820.00,False,True,False,True,0.00,0.00,0.00,0.00,8775.10,44.90,8858.25,-38.25,8817.85,0.00,2.15,False
20150202,11:45,8808.10,8772.15,True,True,True,True,8840.80,32.70,8751.10,-57.00,8751.10,21.05,8840.80,-68.65,8800.85,-7.25,-28.70,False
20150203,11:45,8837.30,8768.20,False,True,False,True,0.00,0.00,0.00,0.00,8726.65,41.55,8795.80,-27.60,8744.25,0.00,23.95,False
20150204,11:45,8792.85,8716.40,False,True,False,True,0.00,0.00,0.00,0.00,8704.40,12.00,8780.30,-63.90,8706.95,0.00,9.45,False
20150205,11:45,8768.30,8705.05,True,True,True,True,8838.45,70.15,8683.65,-84.65,8683.65,21.40,8838.45,-133.40,8694.70,-73.60,10.35,False
20150206,11:45,8726.20,8661.65,False,True,False,True,0.00,0.00,0.00,0.00,8645.55,16.10,8716.10,-54.45,8666.70,0.00,-5.05,False
20150209,11:45,8605.55,8547.30,False,True,False,True,0.00,0.00,0.00,0.00,8516.55,30.75,8592.90,-45.60,8520.15,0.00,27.15,False
20150210,11:45,8646.25,8470.50,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8565.55,0.00,0.00,True
20150211,11:45,8631.20,8593.65,True,False,True,False,8651.95,20.75,8602.15,-29.05,0.00,0.00,0.00,0.00,8632.40,1.20,0.00,False
20150212,11:45,8681.40,8599.25,True,False,True,False,8726.30,44.90,8601.50,-79.90,0.00,0.00,0.00,0.00,8722.95,41.55,0.00,False
20150213,11:45,8766.80,8729.65,True,False,True,False,8822.10,55.30,8748.75,-18.05,0.00,0.00,0.00,0.00,8800.35,33.55,0.00,False
20150216,11:45,8870.10,8815.25,False,True,False,True,0.00,0.00,0.00,0.00,8793.40,21.85,8855.80,-40.55,8807.35,0.00,7.90,False
20150218,11:45,8862.20,8808.90,True,False,True,False,8894.30,32.10,8834.90,-27.30,0.00,0.00,0.00,0.00,8861.85,-0.35,0.00,False
20150219,11:45,8902.90,8809.60,True,True,True,True,8913.45,10.55,8794.45,-108.45,8794.45,15.15,8913.45,-103.85,8898.75,-4.15,-89.15,False
20150220,11:45,8899.95,8816.30,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8828.50,0.00,0.00,True
20150223,11:45,8869.00,8835.30,False,True,False,True,0.00,0.00,0.00,0.00,8736.10,99.20,8856.10,-20.80,8738.60,0.00,96.70,False
20150224,11:45,8777.40,8736.90,True,True,True,True,8800.50,23.10,8726.75,-50.65,8726.75,10.15,8800.50,-63.60,8760.65,-16.75,-23.75,False
20150225,11:45,8840.65,8798.00,False,True,False,True,0.00,0.00,0.00,0.00,8751.40,46.60,8832.80,-34.80,8766.45,0.00,31.55,False
20150226,11:45,8786.05,8731.70,False,True,False,True,0.00,0.00,0.00,0.00,8669.45,62.25,8751.50,-19.80,8680.65,0.00,51.05,False
20150227,11:45,8768.90,8717.45,True,False,True,False,8856.95,88.05,8755.80,-13.10,0.00,0.00,0.00,0.00,8846.70,77.80,0.00,False
20150228,11:45,8930.65,8858.05,True,True,True,True,8941.10,10.45,8751.35,-179.30,8751.35,106.70,8941.10,-83.05,8928.80,-1.85,-70.75,False
20150302,11:45,8972.35,8890.50,False,True,False,False,0.00,0.00,0.00,0.00,8885.45,5.05,8969.90,-79.40,8960.85,0.00,-70.35,False
20150303,11:45,8969.80,8925.55,True,False,True,False,9008.40,38.60,8943.20,-26.60,0.00,0.00,0.00,0.00,8998.40,28.60,0.00,False
20150304,11:45,9119.20,9045.20,False,True,False,True,0.00,0.00,0.00,0.00,8893.95,151.25,9062.15,-16.95,8916.05,0.00,129.15,False
20150305,11:45,8949.05,8891.15,True,True,True,True,8957.55,8.50,8849.35,-99.70,8849.35,41.80,8957.55,-66.40,8941.95,-7.10,-50.80,False
20150309,11:45,8891.30,8800.90,False,True,False,True,0.00,0.00,0.00,0.00,8742.50,58.40,8829.80,-28.90,8747.10,0.00,53.80,False
20150310,11:45,8778.00,8724.10,False,True,False,True,0.00,0.00,0.00,0.00,8677.35,46.75,8765.95,-41.85,8719.25,0.00,4.85,False
20150311,11:45,8747.05,8686.35,True,True,True,False,8755.60,8.55,8682.35,-64.70,8682.35,4.00,8755.60,-69.25,8698.00,-49.05,-11.65,False
20150312,11:45,8773.60,8732.90,True,False,True,False,8787.20,13.60,8744.00,-29.60,0.00,0.00,0.00,0.00,8775.20,1.60,0.00,False
20150313,11:45,8849.75,8675.40,False,True,False,True,0.00,0.00,0.00,0.00,8631.75,43.65,8702.80,-27.40,8660.55,0.00,14.85,False
20150316,11:45,8663.55,8619.60,False,True,False,True,0.00,0.00,0.00,0.00,8612.00,7.60,8660.80,-41.20,8638.60,0.00,-19.00,False
20150317,11:45,8738.45,8665.15,True,True,True,True,8742.55,4.10,8630.80,-107.65,8630.80,34.35,8742.55,-77.40,8726.25,-12.20,-61.10,False
20150318,11:45,8747.25,8681.35,False,True,False,True,0.00,0.00,0.00,0.00,8664.00,17.35,8733.25,-51.90,8679.75,0.00,1.60,False
20150319,11:45,8788.20,8723.80,False,True,False,True,0.00,0.00,0.00,0.00,8614.65,109.15,8754.85,-31.05,8626.00,0.00,97.80,False
20150320,11:45,8626.85,8575.15,False,True,False,True,0.00,0.00,0.00,0.00,8553.00,22.15,8612.95,-37.80,8578.15,0.00,-3.00,False
20150323,11:45,8608.35,8559.70,False,True,False,True,0.00,0.00,0.00,0.00,8540.55,19.15,8595.15,-35.45,8550.20,0.00,9.50,False
20150324,11:45,8602.95,8536.45,True,True,True,False,8627.75,24.80,8535.85,-67.10,8535.85,0.60,8627.75,-91.30,8547.25,-55.70,-10.80,False
20150325,11:45,8573.75,8539.30,False,True,False,True,0.00,0.00,0.00,0.00,8517.15,22.15,8553.65,-14.35,8521.80,0.00,17.50,False
20150326,11:45,8499.45,8459.65,False,True,False,True,0.00,0.00,0.00,0.00,8325.35,134.30,8462.05,-2.40,8372.25,0.00,87.40,False
20150327,11:45,8413.20,8335.55,False,True,False,True,0.00,0.00,0.00,0.00,8269.15,66.40,8366.35,-30.80,8342.70,0.00,-7.15,False
20150330,11:45,8432.65,8380.75,True,False,True,False,8503.50,70.85,8398.95,-33.70,0.00,0.00,0.00,0.00,8501.00,68.35,0.00,False
20150331,11:45,8530.60,8499.85,True,True,True,True,8550.45,19.85,8454.15,-76.45,8454.15,45.70,8550.45,-50.60,8486.10,-44.50,13.75,False
20150401,11:45,8497.65,8464.75,True,False,True,False,8603.40,105.75,8480.20,-17.45,0.00,0.00,0.00,0.00,8594.10,96.45,0.00,False
20150406,11:45,8619.15,8573.75,True,False,True,False,8667.55,48.40,8576.80,-42.35,0.00,0.00,0.00,0.00,8657.65,38.50,0.00,False
