Date,Time,DayHigh,DayHighTime,DayLow,DayLowTime,IsDayHighBreak,DayHighBreakTime,IsDayLowBreak,DayLowBreakTime,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,TargetHighTime,points_from_target_high,percentChangeTargetHigh,SLHigh,SLHighTime,points_from_SL_High,percentageChangeSLHigh,TargetLow,TargetLowTime,points_from_Target_Low,percentageChangeTargetLow,SLLow,SLLowTime,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20190101,14:45,27309.45,14:45,27019.05,13:42,True,14:46,False,N/A,True,False,27430.55,15:25,121.10,0.44,27294.10,14:46,-15.35,-0.06,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27414.20,104.75,0.00,False
20190102,14:45,27397.55,10:23,27077.60,13:51,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27154.25,0.00,0.00,True
20190103,14:45,27206.20,09:15,26940.25,13:48,False,N/A,True,15:18,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,26934.70,15:29,5.55,0.02,27023.00,15:00,-82.75,-0.31,26951.50,0.00,-11.25,False
20190104,14:45,27274.50,13:35,26926.10,09:48,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27209.75,0.00,0.00,True
20190107,14:45,27477.80,10:18,27364.60,09:15,False,N/A,True,14:47,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27282.10,15:12,82.50,0.3,27382.90,14:46,-18.30,-0.07,27296.75,0.00,67.85,False
20190108,14:45,27490.90,14:18,27161.95,09:22,True,15:05,False,N/A,True,False,27542.40,15:17,51.50,0.19,27436.30,14:47,-54.60,-0.2,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27526.75,35.85,0.00,False
20190109,14:45,27705.40,13:32,27409.50,14:02,True,15:06,False,N/A,True,False,27754.45,15:17,49.05,0.18,27594.10,14:46,-111.30,-0.4,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27713.80,8.40,0.00,False
20190110,14:45,27698.00,09:15,27488.20,14:23,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27527.60,0.00,0.00,True
20190111,14:45,27612.45,09:17,27382.45,14:02,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27438.90,0.00,0.00,True
20190114,14:45,27389.80,09:15,27182.20,12:00,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,27241.25,0.00,0.00,True
