Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20240101,14:45,48450.00,48134.90,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,48044.15,90.75,0.19,48435.00,-300.10,-0.62,48051.55,0.00,83.35,False
20240102,14:45,48223.55,47765.05,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,47689.80,75.25,0.16,47881.95,-116.90,-0.24,47715.70,0.00,49.35,False
20240103,14:45,47798.75,47481.35,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,47739.05,0.00,0.00,True
20240104,14:45,48221.30,47738.15,True,False,True,False,48281.20,59.90,0.12,48116.65,-104.65,-0.22,0.00,0.00,0.0,0.00,0.00,0.0,48246.40,25.10,0.00,False
20240105,14:45,48381.95,47822.85,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,48088.65,0.00,0.00,True
20240108,14:45,48154.50,47390.55,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,47387.35,3.20,0.01,47520.90,-130.35,-0.28,47475.20,0.00,-84.65,False
20240109,14:45,47939.30,47223.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,47156.05,67.20,0.14,47333.25,-110.00,-0.23,47232.45,0.00,-9.20,False
20240110,14:45,47417.50,47010.80,True,False,True,False,47423.45,5.95,0.01,47293.15,-124.35,-0.26,0.00,0.00,0.0,0.00,0.00,0.0,47386.25,-31.25,0.00,False
20240111,14:45,47662.10,47237.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,47421.65,0.00,0.00,True
20240112,14:45,47873.70,47408.50,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,47741.75,0.00,0.00,True
20240115,14:45,48199.95,47825.40,True,False,True,False,48248.05,48.10,0.1,48045.15,-154.80,-0.32,0.00,0.00,0.0,0.00,0.00,0.0,48232.50,32.55,0.00,False
