Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20200101,11:45,32348.00,32075.35,False,True,False,True,32348.00,0.00,32348.00,0.00,32057.20,18.15,32168.25,-92.90,32118.40,-229.60,-43.05
20200102,11:45,32255.70,32121.40,True,False,True,False,32465.45,209.75,32232.20,-23.50,32121.40,0.00,32121.40,0.00,32434.70,179.00,-313.30
20200103,11:45,32329.80,32102.25,False,True,False,True,32329.80,0.00,32329.80,0.00,31960.40,141.85,32126.60,-24.35,32105.85,-223.95,-3.60
20200106,11:45,31914.45,31379.00,False,True,False,True,31914.45,0.00,31914.45,0.00,31170.55,208.45,31428.05,-49.05,31243.00,-671.45,136.00
20200107,11:45,31851.45,31399.40,False,True,False,True,31851.45,0.00,31851.45,0.00,31200.90,198.50,31514.85,-115.45,31421.70,-429.75,-22.30
20200108,11:45,31354.85,30899.55,True,False,True,False,31451.85,97.00,31050.50,-304.35,30899.55,0.00,30899.55,0.00,31359.45,4.60,-459.90
20200109,11:45,32017.60,31667.15,True,False,True,False,32172.70,155.10,31979.20,-38.40,31667.15,0.00,31667.15,0.00,32067.80,50.20,-400.65
20200110,11:45,32325.65,32050.65,True,True,True,True,32347.20,21.55,31953.40,-372.25,31953.40,97.25,32347.20,-296.55,32095.80,-229.85,-45.15
20200113,11:45,32322.65,32074.05,False,False,False,False,32322.65,0.00,32322.65,0.00,32074.05,0.00,32074.05,0.00,32194.25,-128.40,-120.20
20200114,11:45,32172.70,31989.20,False,False,False,False,32172.70,0.00,32172.70,0.00,31989.20,0.00,31989.20,0.00,32056.40,-116.30,-67.20
20200115,11:45,32000.90,31699.45,False,True,False,True,32000.90,0.00,32000.90,0.00,31670.35,29.10,31853.70,-154.25,31841.45,-159.45,-142.00
20200116,11:45,31988.90,31692.40,False,False,False,False,31988.90,0.00,31988.90,0.00,31692.40,0.00,31692.40,0.00,31842.30,-146.60,-149.90
20200117,11:45,31773.55,31445.50,False,False,False,False,31773.55,0.00,31773.55,0.00,31445.50,0.00,31445.50,0.00,31559.40,-214.15,-113.90
20200120,11:45,31819.20,31355.20,False,True,False,True,31819.20,0.00,31819.20,0.00,31050.95,304.25,31423.20,-68.00,31096.65,-722.55,258.55
20200121,11:45,31171.25,30858.60,False,False,False,False,31171.25,0.00,31171.25,0.00,30858.60,0.00,30858.60,0.00,30943.65,-227.60,-85.05
20200122,11:45,31149.05,30707.30,False,True,False,True,31149.05,0.00,31149.05,0.00,30614.00,93.30,30804.95,-97.65,30709.60,-439.45,-2.30
20200123,11:45,30954.10,30621.35,True,False,True,False,31087.25,133.15,30780.70,-173.40,30621.35,0.00,30621.35,0.00,30997.45,43.35,-376.10
20200124,11:45,31299.90,30879.05,True,False,True,False,31375.45,75.55,31201.30,-98.60,30879.05,0.00,30879.05,0.00,31249.70,-50.20,-370.65
20200127,11:45,31227.05,30922.85,False,True,False,True,31227.05,0.00,31227.05,0.00,30810.60,112.25,31151.15,-228.30,30821.25,-405.80,101.60
20200128,11:45,31045.75,30759.80,True,True,True,True,31048.45,2.70,30656.35,-389.40,30656.35,103.45,31048.45,-288.65,30775.30,-270.45,-15.50
20200129,11:45,31082.85,30864.85,False,True,False,True,31082.85,0.00,31082.85,0.00,30835.80,29.05,31067.40,-202.55,30889.40,-193.45,-24.55
20200130,11:45,30909.50,30559.70,False,True,False,True,30909.50,0.00,30909.50,0.00,30521.30,38.40,30731.05,-171.35,30601.00,-308.50,-41.30
20200131,11:45,30983.30,30693.50,True,True,True,False,31033.45,50.15,30691.80,-291.50,30691.80,1.70,31033.45,-339.95,30831.00,-152.30,-137.50
20200201,11:45,30918.60,30424.60,False,True,False,True,30918.60,0.00,30918.60,0.00,29753.00,671.60,30832.60,-408.00,29795.50,-1123.10,629.10
20200203,11:45,30089.20,29612.55,True,False,True,False,30105.80,16.60,29784.95,-304.25,29612.55,0.00,29612.55,0.00,30043.00,-46.20,-430.45
20200204,11:45,30767.00,30182.45,True,False,True,False,30776.95,9.95,30574.50,-192.50,30182.45,0.00,30182.45,0.00,30663.20,-103.80,-480.75
20200205,11:45,30945.50,30630.85,True,False,True,False,31065.85,120.35,30658.70,-286.80,30630.85,0.00,30630.85,0.00,31037.30,91.80,-406.45
20200206,11:45,31143.10,30917.25,True,False,True,False,31470.65,327.55,30946.25,-196.85,30917.25,0.00,30917.25,0.00,31277.55,134.45,-360.30
20200207,11:45,31368.20,31111.05,False,False,False,False,31368.20,0.00,31368.20,0.00,31111.05,0.00,31111.05,0.00,31184.85,-183.35,-73.80
20200210,11:45,31248.80,30957.20,False,False,False,False,31248.80,0.00,31248.80,0.00,30957.20,0.00,30957.20,0.00,31068.70,-180.10,-111.50
20200211,11:45,31505.95,31225.90,False,False,False,False,31505.95,0.00,31505.95,0.00,31225.90,0.00,31225.90,0.00,31304.00,-201.95,-78.10
20200212,11:45,31588.60,31398.15,False,False,False,False,31588.60,0.00,31588.60,0.00,31398.15,0.00,31398.15,0.00,31473.60,-115.00,-75.45
20200213,11:45,31649.45,31276.50,False,True,False,True,31649.45,0.00,31649.45,0.00,31180.60,95.90,31293.30,-16.80,31212.40,-437.05,64.10
20200214,11:45,31436.65,30776.10,False,False,False,False,31436.65,0.00,31436.65,0.00,30776.10,0.00,30776.10,0.00,30830.70,-605.95,-54.60
20200217,11:45,30998.15,30644.40,False,True,False,False,30998.15,0.00,30998.15,0.00,30630.50,13.90,30864.10,-219.70,30698.30,-299.85,-53.90
20200218,11:45,30692.75,30341.50,False,True,False,True,30692.75,0.00,30692.75,0.00,30252.45,89.05,30629.90,-288.40,30624.60,-68.15,-283.10
20200219,11:45,30947.15,30606.15,False,False,False,False,30947.15,0.00,30947.15,0.00,30606.15,0.00,30606.15,0.00,30839.80,-107.35,-233.65
20200220,11:45,31062.55,30702.45,True,False,True,False,31085.30,22.75,30912.70,-149.85,30702.45,0.00,30702.45,0.00,30927.45,-135.10,-225.00
20200224,11:45,30685.65,30466.40,True,True,True,True,30702.15,16.50,30428.00,-257.65,30428.00,38.40,30702.15,-235.75,30458.45,-227.20,7.95
20200225,11:45,30570.25,30335.60,True,True,True,False,30610.70,40.45,30329.95,-240.30,30329.95,5.65,30610.70,-275.10,30454.95,-115.30,-119.35
20200226,11:45,30347.65,30177.55,True,True,True,True,30515.35,167.70,30131.75,-215.90,30131.75,45.80,30515.35,-337.80,30341.70,-5.95,-164.15
20200227,11:45,30271.95,29914.15,False,False,False,False,30271.95,0.00,30271.95,0.00,29914.15,0.00,29914.15,0.00,30161.55,-110.40,-247.40
20200228,11:45,29564.10,29267.30,False,True,False,True,29564.10,0.00,29564.10,0.00,29051.50,215.80,29449.25,-181.95,29209.95,-354.15,57.35
20200302,11:45,29791.15,29322.25,False,True,False,True,29791.15,0.00,29791.15,0.00,28571.70,750.55,29624.65,-302.40,28866.75,-924.40,455.50
20200303,11:45,29285.35,28749.55,False,False,False,False,29285.35,0.00,29285.35,0.00,28749.55,0.00,28749.55,0.00,29218.15,-67.20,-468.60
20200304,11:45,29273.65,28731.70,False,True,False,True,29273.65,0.00,29273.65,0.00,28125.15,606.55,28818.65,-86.95,28649.10,-624.55,82.60
20200305,11:45,29105.45,28535.60,True,False,True,False,29134.30,28.85,28736.45,-369.00,28535.60,0.00,28535.60,0.00,28753.95,-351.50,-218.35
20200306,11:45,27813.50,27162.30,True,False,True,False,28047.20,233.70,27442.50,-371.00,27162.30,0.00,27162.30,0.00,27785.25,-28.25,-622.95
20200309,11:45,27091.60,26520.90,False,True,False,True,27091.60,0.00,27091.60,0.00,25923.40,597.50,26786.65,-265.75,26493.40,-598.20,27.50
20200311,11:45,26791.45,26234.10,False,False,False,False,26791.45,0.00,26791.45,0.00,26234.10,0.00,26234.10,0.00,26449.65,-341.80,-215.55
20200312,11:45,25223.10,24013.45,False,True,False,True,25223.10,0.00,25223.10,0.00,23536.35,477.10,24713.70,-700.25,24227.85,-995.25,-214.40
20200313,11:45,24585.20,21351.70,True,False,True,False,25670.75,1085.55,23760.70,-824.50,21351.70,0.00,21351.70,0.00,25341.00,755.80,-3989.30
20200316,11:45,24074.15,23351.45,False,True,False,True,24074.15,0.00,24074.15,0.00,23008.25,343.20,23778.75,-427.30,23108.00,-966.15,243.45
20200317,11:45,23449.50,22389.85,False,True,False,True,23449.50,0.00,23449.50,0.00,22002.00,387.85,23266.35,-876.50,22085.35,-1364.15,304.50
20200318,11:45,22544.05,21123.70,False,True,False,True,22544.05,0.00,22544.05,0.00,20267.95,855.75,21191.85,-68.15,20893.50,-1650.55,230.20
20200319,11:45,20438.15,18675.65,True,False,True,False,21035.05,596.90,19613.35,-824.80,18675.65,0.00,18675.65,0.00,20011.35,-426.80,-1335.70
20200320,11:45,20227.40,19265.00,True,False,True,False,20924.55,697.15,19740.20,-487.20,19265.00,0.00,19265.00,0.00,20272.30,44.90,-1007.30
20200323,11:45,18895.65,17224.70,False,True,False,True,18895.65,0.00,18895.65,0.00,16791.05,433.65,17720.65,-495.95,16999.00,-1896.65,225.70
20200324,11:45,17841.40,16116.25,False,False,False,False,17841.40,0.00,17841.40,0.00,16116.25,0.00,16116.25,0.00,17195.65,-645.75,-1079.40
20200325,11:45,17327.70,16635.50,True,False,True,False,18740.20,1412.50,17113.30,-214.40,16635.50,0.00,16635.50,0.00,18510.00,1182.30,-1874.50
20200326,11:45,20306.75,18364.50,True,False,True,False,20409.35,102.60,19096.40,-1210.35,18364.50,0.00,18364.50,0.00,19682.75,-624.00,-1318.25
20200327,11:45,21462.40,19717.10,False,True,False,True,21462.40,0.00,21462.40,0.00,19580.10,137.00,20593.25,-876.15,19922.40,-1540.00,-205.30
20200330,11:45,19716.25,19057.15,False,True,False,True,19716.25,0.00,19716.25,0.00,18668.70,388.45,19532.90,-475.75,18777.05,-939.20,280.10
20200331,11:45,19314.55,18792.40,True,False,True,False,19466.30,151.75,19017.60,-296.95,18792.40,0.00,18792.40,0.00,19054.80,-259.75,-262.40
20200401,11:45,19154.75,18144.00,False,True,False,True,19154.75,0.00,19154.75,0.00,18042.25,101.75,18408.10,-264.10,18192.20,-962.55,-48.20
20200403,11:45,18326.10,17515.90,False,True,False,True,18326.10,0.00,18326.10,0.00,17143.20,372.70,17673.75,-157.85,17286.15,-1039.95,229.75
20200407,11:45,18498.50,17953.75,True,False,True,False,19190.55,692.05,18184.45,-314.05,17953.75,0.00,17953.75,0.00,19031.80,533.30,-1078.05
20200408,11:45,20324.10,18482.90,False,False,False,False,20324.10,0.00,20324.10,0.00,18482.90,0.00,18482.90,0.00,18915.40,-1408.70,-432.50
20200409,11:45,19814.40,19166.90,True,False,True,False,19988.30,173.90,19409.10,-405.30,19166.90,0.00,19166.90,0.00,19880.90,66.50,-714.00
20200413,11:45,19865.40,19294.00,True,False,True,False,19887.05,21.65,19304.80,-560.60,19294.00,0.00,19294.00,0.00,19507.65,-357.75,-213.65
20200415,11:45,20184.10,19714.50,False,True,False,True,20184.10,0.00,20184.10,0.00,18776.75,937.75,20031.75,-317.25,19117.40,-1066.70,597.10
20200416,11:45,19346.10,18703.45,True,False,True,False,19520.30,174.20,19067.05,-279.05,18703.45,0.00,18703.45,0.00,19455.00,108.90,-751.55
20200417,11:45,20447.55,19797.60,True,True,True,True,20866.55,419.00,19729.30,-718.25,19729.30,68.30,20866.55,-1068.95,20709.00,261.45,-911.40
20200420,11:45,21122.10,20612.10,False,True,False,True,21122.10,0.00,21122.10,0.00,20444.25,167.85,20999.85,-387.75,20515.20,-606.90,96.90
20200421,11:45,19891.45,19498.15,False,True,False,True,19891.45,0.00,19891.45,0.00,19247.95,250.20,19654.95,-156.80,19342.05,-549.40,156.10
20200422,11:45,19621.90,19051.95,True,False,True,False,19806.35,184.45,19245.35,-376.55,19051.95,0.00,19051.95,0.00,19749.85,127.95,-697.90
20200423,11:45,20127.60,19584.40,True,False,True,False,20356.50,228.90,19968.85,-158.75,19584.40,0.00,19584.40,0.00,20218.60,91.00,-634.20
20200424,11:45,19851.55,19555.25,True,True,True,True,19950.15,98.60,19515.40,-336.15,19515.40,39.85,19950.15,-394.90,19629.85,-221.70,-74.60
20200427,11:45,20215.25,19847.65,True,False,True,False,20224.75,9.50,19990.90,-224.35,19847.65,0.00,19847.65,0.00,20069.60,-145.65,-221.95
20200428,11:45,20537.65,20260.80,True,False,True,False,20735.90,198.25,20357.00,-180.65,20260.80,0.00,20260.80,0.00,20722.95,185.30,-462.15
20200429,11:45,20816.80,20393.65,True,False,True,False,21348.15,531.35,20736.75,-80.05,20393.65,0.00,20393.65,0.00,20962.45,145.65,-568.80
20200430,11:45,21964.85,21585.95,True,True,True,True,21967.00,2.15,21353.65,-611.20,21353.65,232.30,21967.00,-381.05,21480.70,-484.15,105.25
20200504,11:45,20530.45,19862.20,False,True,False,True,20530.45,0.00,20530.45,0.00,19643.60,218.60,20044.55,-182.35,19813.15,-717.30,49.05
20200505,11:45,20223.15,19749.65,False,True,False,True,20223.15,0.00,20223.15,0.00,19212.35,537.30,19963.35,-213.70,19326.55,-896.60,423.10
