Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20100302,11:45,8909.60,8858.40,True,False,True,False,8945.60,36.00,8877.75,-31.85,8858.40,0.00,8858.40,0.00,8938.15,28.55,-79.75
20100303,11:45,9028.30,8968.35,True,False,True,False,9046.90,18.60,8990.20,-38.10,8968.35,0.00,8968.35,0.00,9038.90,10.60,-70.55
20100304,11:45,9068.95,9014.80,False,True,False,True,9068.95,0.00,9068.95,0.00,8965.25,49.55,9036.05,-21.25,9014.40,-54.55,0.40
20100305,11:45,9095.30,9038.45,False,True,False,True,9095.30,0.00,9095.30,0.00,8967.80,70.65,9074.10,-35.65,9039.35,-55.95,-0.90
20100308,11:45,9141.60,9099.30,True,True,True,True,9178.55,36.95,9093.45,-48.15,9093.45,5.85,9178.55,-79.25,9145.25,3.65,-45.95
20100309,11:45,9149.25,9073.50,True,False,True,False,9177.00,27.75,9097.40,-51.85,9073.50,0.00,9073.50,0.00,9127.50,-21.75,-54.00
20100310,11:45,9156.00,9109.55,False,True,False,True,9156.00,0.00,9156.00,0.00,9074.00,35.55,9138.55,-29.00,9123.30,-32.70,-13.75
20100311,11:45,9151.75,9087.35,True,False,True,False,9211.45,59.70,9133.50,-18.25,9087.35,0.00,9087.35,0.00,9204.00,52.25,-116.65
20100312,11:45,9229.15,9176.10,False,True,False,True,9229.15,0.00,9229.15,0.00,9145.60,30.50,9191.35,-15.25,9161.75,-67.40,14.35
20100315,11:45,9112.45,9056.15,True,False,True,False,9124.90,12.45,9061.15,-51.30,9056.15,0.00,9056.15,0.00,9087.45,-25.00,-31.30
20100316,11:45,9051.45,8990.30,True,True,True,True,9121.95,70.50,8986.75,-64.70,8986.75,3.55,9121.95,-131.65,9112.50,61.05,-122.20
20100317,11:45,9214.55,9146.55,True,False,True,False,9221.05,6.50,9165.25,-49.30,9146.55,0.00,9146.55,0.00,9181.80,-32.75,-35.25
20100318,11:45,9244.60,9172.05,True,False,True,False,9282.40,37.80,9193.75,-50.85,9172.05,0.00,9172.05,0.00,9281.30,36.70,-109.25
20100319,11:45,9275.65,9236.65,True,True,True,True,9277.85,2.20,9231.90,-43.75,9231.90,4.75,9277.85,-41.20,9262.30,-13.35,-25.65
20100322,11:45,9238.90,9143.55,True,False,True,False,9240.85,1.95,9179.75,-59.15,9143.55,0.00,9143.55,0.00,9181.45,-57.45,-37.90
20100323,11:45,9251.80,9200.55,False,True,False,True,9251.80,0.00,9251.80,0.00,9166.40,34.15,9240.80,-40.25,9223.50,-28.30,-22.95
20100325,11:45,9199.35,9165.50,True,False,True,False,9342.00,142.65,9186.30,-13.05,9165.50,0.00,9165.50,0.00,9304.05,104.70,-138.55
20100326,11:45,9381.65,9326.55,True,False,True,False,9473.20,91.55,9354.45,-27.20,9326.55,0.00,9326.55,0.00,9440.45,58.80,-113.90
20100329,11:45,9535.60,9466.45,True,False,True,False,9578.50,42.90,9499.70,-35.90,9466.45,0.00,9466.45,0.00,9521.00,-14.60,-54.55
20100330,11:45,9587.65,9533.95,False,True,False,True,9587.65,0.00,9587.65,0.00,9461.25,72.70,9574.00,-40.05,9471.90,-115.75,62.05
20100331,11:45,9537.45,9440.35,False,False,False,False,9537.45,0.00,9537.45,0.00,9440.35,0.00,9440.35,0.00,9464.20,-73.25,-23.85
20100401,11:45,9510.85,9445.55,True,False,True,False,9519.45,8.60,9457.15,-53.70,9445.55,0.00,9445.55,0.00,9513.95,3.10,-68.40
20100405,11:45,9629.95,9587.65,True,True,True,True,9704.00,74.05,9582.00,-47.95,9582.00,5.65,9704.00,-116.35,9696.75,66.80,-109.10
20100406,11:45,9730.85,9674.10,True,False,True,False,9772.40,41.55,9697.85,-33.00,9674.10,0.00,9674.10,0.00,9730.20,-0.65,-56.10
20100407,11:45,9793.20,9756.00,False,True,False,True,9793.20,0.00,9793.20,0.00,9639.85,116.15,9769.20,-13.20,9682.85,-110.35,73.15
20100408,11:45,9659.55,9585.35,False,True,False,True,9659.55,0.00,9659.55,0.00,9494.00,91.35,9617.65,-32.30,9506.75,-152.80,78.60
20100409,11:45,9623.15,9545.30,True,False,True,False,9686.25,63.10,9604.00,-19.15,9545.30,0.00,9545.30,0.00,9662.75,39.60,-117.45
20100412,11:45,9621.50,9568.15,True,True,True,True,9637.35,15.85,9547.60,-73.90,9547.60,20.55,9637.35,-69.20,9578.25,-43.25,-10.10
20100413,11:45,9528.55,9476.15,False,True,False,True,9528.55,0.00,9528.55,0.00,9453.55,22.60,9503.35,-27.20,9486.55,-42.00,-10.40
20100415,11:45,9541.10,9434.65,False,True,False,True,9541.10,0.00,9541.10,0.00,9330.80,103.85,9464.40,-29.75,9341.25,-199.85,93.40
20100416,11:45,9410.15,9266.15,False,False,False,False,9410.15,0.00,9410.15,0.00,9266.15,0.00,9266.15,0.00,9346.45,-63.70,-80.30
20100419,11:45,9267.35,9206.00,True,False,True,False,9357.05,89.70,9227.45,-39.90,9206.00,0.00,9206.00,0.00,9294.85,27.50,-88.85
20100420,11:45,9463.85,9324.30,True,False,True,False,9501.85,38.00,9402.85,-61.00,9324.30,0.00,9324.30,0.00,9450.75,-13.10,-126.45
20100421,11:45,9574.55,9527.20,False,True,False,True,9574.55,0.00,9574.55,0.00,9515.75,11.45,9567.00,-39.80,9546.70,-27.85,-19.50
20100422,11:45,9653.75,9501.15,True,False,True,False,9739.10,85.35,9575.85,-77.90,9501.15,0.00,9501.15,0.00,9590.40,-63.35,-89.25
20100423,11:45,9783.05,9693.60,True,False,True,False,9824.95,41.90,9742.35,-40.70,9693.60,0.00,9693.60,0.00,9816.20,33.15,-122.60
20100426,11:45,9911.80,9831.35,False,True,False,True,9911.80,0.00,9911.80,0.00,9824.75,6.60,9880.80,-49.45,9838.80,-73.00,-7.45
20100427,11:45,9815.05,9753.40,False,True,False,False,9815.05,0.00,9815.05,0.00,9750.50,2.90,9795.70,-42.30,9754.85,-60.20,-1.45
20100428,11:45,9715.20,9641.70,True,True,True,True,9723.35,8.15,9603.50,-111.70,9603.50,38.20,9723.35,-81.65,9634.65,-80.55,7.05
20100429,11:45,9730.20,9684.95,True,False,True,False,9822.05,91.85,9709.65,-20.55,9684.95,0.00,9684.95,0.00,9818.35,88.15,-133.40
20100430,11:45,9923.15,9869.60,False,True,False,True,9923.15,0.00,9923.15,0.00,9848.30,21.30,9910.50,-40.90,9868.40,-54.75,1.20
20100503,11:45,9863.45,9795.65,False,True,False,True,9863.45,0.00,9863.45,0.00,9741.50,54.15,9826.65,-31.00,9785.40,-78.05,10.25
20100504,11:45,9837.70,9786.00,False,True,False,True,9837.70,0.00,9837.70,0.00,9607.45,178.55,9811.80,-25.80,9613.20,-224.50,172.80
20100505,11:45,9508.55,9454.75,True,False,True,False,9601.45,92.90,9460.40,-48.15,9454.75,0.00,9454.75,0.00,9586.60,78.05,-131.85
20100506,11:45,9603.65,9516.40,True,True,True,True,9627.45,23.80,9449.75,-153.90,9449.75,66.65,9627.45,-111.05,9576.65,-27.00,-60.25
20100507,11:45,9433.45,9292.80,False,True,False,True,9433.45,0.00,9433.45,0.00,9239.80,53.00,9364.70,-71.90,9281.50,-151.95,11.30
20100510,11:45,9507.00,9411.30,True,False,True,False,9678.45,171.45,9502.70,-4.30,9411.30,0.00,9411.30,0.00,9677.35,170.35,-266.05
20100511,11:45,9733.80,9640.50,False,True,False,True,9733.80,0.00,9733.80,0.00,9593.55,46.95,9692.40,-51.90,9627.90,-105.90,12.60
