Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20130101,11:45,12614.05,12547.15,True,False,True,False,12663.50,49.45,12591.35,-22.70,12547.15,0.00,12547.15,0.00,12662.70,48.65,-115.55
20130102,11:45,12811.45,12751.35,False,False,False,False,12811.45,0.00,12811.45,0.00,12751.35,0.00,12751.35,0.00,12790.95,-20.50,-39.60
20130103,11:45,12837.80,12722.45,False,False,False,False,12837.80,0.00,12837.80,0.00,12722.45,0.00,12722.45,0.00,12770.05,-67.75,-47.60
20130104,11:45,12780.25,12684.65,True,False,True,False,12801.70,21.45,12697.95,-82.30,12684.65,0.00,12684.65,0.00,12789.60,9.35,-104.95
20130107,11:45,12827.60,12743.70,False,True,False,True,12827.60,0.00,12827.60,0.00,12685.85,57.85,12767.25,-23.55,12690.65,-136.95,53.05
20130108,11:45,12730.50,12664.25,True,True,True,True,12739.60,9.10,12632.35,-98.15,12632.35,31.90,12739.60,-75.35,12730.55,0.05,-66.30
20130109,11:45,12791.70,12721.30,False,True,False,True,12791.70,0.00,12791.70,0.00,12687.95,33.35,12783.10,-61.80,12722.75,-68.95,-1.45
20130110,11:45,12785.65,12697.75,True,False,True,False,12822.80,37.15,12714.95,-70.70,12697.75,0.00,12697.75,0.00,12792.15,6.50,-94.40
20130111,11:45,12834.55,12698.30,False,True,False,True,12834.55,0.00,12834.55,0.00,12593.90,104.40,12725.05,-26.75,12600.05,-234.50,98.25
20130114,11:45,12757.25,12609.90,True,False,True,False,12773.35,16.10,12717.30,-39.95,12609.90,0.00,12609.90,0.00,12772.20,14.95,-162.30
20130115,11:45,12786.00,12744.80,True,True,True,True,12908.20,122.20,12718.40,-67.60,12718.40,26.40,12908.20,-163.40,12862.60,76.60,-117.80
20130116,11:45,12833.75,12756.15,False,True,False,True,12833.75,0.00,12833.75,0.00,12616.20,139.95,12771.60,-15.45,12625.70,-208.05,130.45
20130117,11:45,12688.00,12583.35,True,False,True,False,12714.60,26.60,12607.45,-80.55,12583.35,0.00,12583.35,0.00,12644.75,-43.25,-61.40
20130118,11:45,12774.65,12691.30,True,True,True,True,12778.35,3.70,12624.40,-150.25,12624.40,66.90,12778.35,-87.05,12654.85,-119.80,36.45
20130121,11:45,12690.40,12623.45,False,True,False,True,12690.40,0.00,12690.40,0.00,12608.50,14.95,12681.40,-57.95,12644.20,-46.20,-20.75
20130122,11:45,12748.95,12631.65,False,True,False,True,12748.95,0.00,12748.95,0.00,12544.40,87.25,12733.85,-102.20,12566.00,-182.95,65.65
20130123,11:45,12653.55,12576.75,True,True,True,True,12689.40,35.85,12509.45,-144.10,12509.45,67.30,12689.40,-112.65,12681.85,28.30,-105.10
20130124,11:45,12662.85,12542.60,False,True,False,True,12662.85,0.00,12662.85,0.00,12534.25,8.35,12658.90,-116.30,12570.30,-92.55,-27.70
20130125,11:45,12626.10,12535.75,True,False,True,False,12713.95,87.85,12583.80,-42.30,12535.75,0.00,12535.75,0.00,12708.15,82.05,-172.40
20130128,11:45,12774.25,12714.80,True,True,True,True,12822.05,47.80,12698.85,-75.40,12698.85,15.95,12822.05,-107.25,12783.65,9.40,-68.85
20130129,11:45,12943.70,12685.90,True,False,True,False,12960.65,16.95,12703.00,-240.70,12685.90,0.00,12685.90,0.00,12713.75,-229.95,-27.85
20130130,11:45,12818.70,12738.30,True,True,True,True,12825.65,6.95,12726.65,-92.05,12726.65,11.65,12825.65,-87.35,12753.75,-64.95,-15.45
20130131,11:45,12778.85,12733.10,True,True,True,True,12852.50,73.65,12688.75,-90.10,12688.75,44.35,12852.50,-119.40,12691.45,-87.40,41.65
20130201,11:45,12743.20,12671.75,False,True,False,True,12743.20,0.00,12743.20,0.00,12580.85,90.90,12713.45,-41.70,12601.00,-142.20,70.75
20130204,11:45,12723.30,12658.45,False,True,False,True,12723.30,0.00,12723.30,0.00,12517.30,141.15,12680.75,-22.30,12532.80,-190.50,125.65
20130205,11:45,12501.50,12430.85,False,True,False,True,12501.50,0.00,12501.50,0.00,12415.15,15.70,12487.35,-56.50,12464.90,-36.60,-34.05
20130206,11:45,12521.65,12452.70,False,True,False,True,12521.65,0.00,12521.65,0.00,12396.80,55.90,12466.25,-13.55,12405.05,-116.60,47.65
20130207,11:45,12474.50,12358.75,False,True,False,True,12474.50,0.00,12474.50,0.00,12305.45,53.30,12423.20,-64.45,12353.30,-121.20,5.45
20130208,11:45,12389.80,12303.30,False,True,False,True,12389.80,0.00,12389.80,0.00,12245.95,57.35,12365.95,-62.65,12269.55,-120.25,33.75
20130211,11:45,12352.20,12273.65,True,False,True,False,12361.10,8.90,12312.10,-40.10,12273.65,0.00,12273.65,0.00,12331.80,-20.40,-58.15
20130212,11:45,12400.95,12301.65,True,False,True,False,12415.80,14.85,12323.65,-77.30,12301.65,0.00,12301.65,0.00,12403.50,2.55,-101.85
20130213,11:45,12485.95,12416.25,False,True,False,True,12485.95,0.00,12485.95,0.00,12361.90,54.35,12482.80,-66.55,12381.10,-104.85,35.15
