Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20120102,14:45,4645.95,4588.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4636.90,0.00,0.00,True
20120103,14:45,4753.75,4676.40,True,False,True,False,4773.10,19.35,0.41,4743.35,-10.40,-0.22,0.00,0.00,0.0,0.00,0.00,0.0,4760.75,7.00,0.00,False
20120104,14:45,4782.85,4728.85,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4742.35,0.00,0.00,True
20120105,14:45,4779.80,4730.15,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4747.00,0.00,0.00,True
20120106,14:45,4794.90,4686.85,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4758.95,0.00,0.00,True
20120107,14:45,4759.40,4743.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4746.90,0.00,0.00,True
20120109,14:45,4758.70,4695.45,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4746.70,0.00,0.00,True
20120110,14:45,4842.15,4768.25,True,False,True,False,4855.90,13.75,0.28,4836.30,-5.85,-0.12,0.00,0.00,0.0,0.00,0.00,0.0,4849.50,7.35,0.00,False
20120111,14:45,4877.20,4841.60,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4859.95,0.00,0.00,True
20120112,14:45,4869.00,4803.90,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4837.80,0.00,0.00,True
20120113,14:45,4898.85,4834.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4871.30,0.00,0.00,True
20120116,14:45,4880.75,4827.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4877.85,0.00,0.00,True
20120117,14:45,4975.55,4904.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4962.60,0.00,0.00,True
20120118,14:45,4980.65,4931.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,4954.45,0.00,0.00,True
20120119,14:45,5018.25,4991.40,True,False,True,False,5023.80,5.55,0.11,5011.30,-6.95,-0.14,0.00,0.00,0.0,0.00,0.00,0.0,5014.75,-3.50,0.00,False
20120120,14:45,5054.50,5007.40,True,True,True,True,5064.15,9.65,0.19,5004.30,-50.20,-0.99,5004.30,3.10,0.06,5064.15,-56.75,-1.13,5047.10,-7.40,-39.70,False
20120123,14:45,5059.55,5021.35,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5042.90,0.00,0.00,True
20120124,14:45,5141.05,5049.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5116.00,0.00,0.00,True
20120125,14:45,5171.45,5130.25,True,False,True,False,5174.15,2.70,0.05,5148.35,-23.10,-0.45,0.00,0.00,0.0,0.00,0.00,0.0,5153.20,-18.25,0.00,False
20120127,14:45,5217.00,5162.40,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5201.25,0.00,0.00,True
20120130,14:45,5166.15,5096.55,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,5076.70,19.85,0.39,5111.05,-14.50,-0.28,5084.15,0.00,12.40,False
20120131,14:45,5170.30,5120.15,True,False,True,False,5215.40,45.10,0.87,5166.50,-3.80,-0.07,0.00,0.00,0.0,0.00,0.00,0.0,5203.55,33.25,0.00,False
20120201,14:45,5237.20,5159.00,True,False,True,False,5244.60,7.40,0.14,5217.50,-19.70,-0.38,0.00,0.00,0.0,0.00,0.00,0.0,5243.65,6.45,0.00,False
20120202,14:45,5289.95,5225.75,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5267.05,0.00,0.00,True
20120203,14:45,5320.20,5255.55,True,False,True,False,5334.85,14.65,0.28,5310.05,-10.15,-0.19,0.00,0.00,0.0,0.00,0.00,0.0,5317.15,-3.05,0.00,False
20120206,14:45,5390.05,5335.05,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,5327.25,7.80,0.15,5369.60,-34.55,-0.65,5365.40,0.00,-30.35,False
20120207,14:45,5413.35,5322.95,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5337.00,0.00,0.00,True
20120208,14:45,5396.90,5325.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5370.85,0.00,0.00,True
20120209,14:45,5378.80,5338.90,True,False,True,False,5423.40,44.60,0.83,5361.15,-17.65,-0.33,0.00,0.00,0.0,0.00,0.00,0.0,5419.70,40.90,0.00,False
20120210,14:45,5427.75,5341.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5372.20,0.00,0.00,True
20120213,14:45,5408.10,5351.40,True,False,True,False,5421.05,12.95,0.24,5382.55,-25.55,-0.47,0.00,0.00,0.0,0.00,0.00,0.0,5383.80,-24.30,0.00,False
20120214,14:45,5418.30,5377.95,True,False,True,False,5427.20,8.90,0.16,5400.50,-17.80,-0.33,0.00,0.00,0.0,0.00,0.00,0.0,5424.30,6.00,0.00,False
20120215,14:45,5531.10,5461.20,True,False,True,False,5542.10,11.00,0.2,5523.80,-7.30,-0.13,0.00,0.00,0.0,0.00,0.00,0.0,5526.10,-5.00,0.00,False
20120216,14:45,5522.75,5483.75,True,False,True,False,5531.40,8.65,0.16,5507.45,-15.30,-0.28,0.00,0.00,0.0,0.00,0.00,0.0,5513.75,-9.00,0.00,False
20120217,14:45,5606.70,5545.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5572.05,0.00,0.00,True
20120221,14:45,5621.50,5561.75,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5601.35,0.00,0.00,True
20120222,14:45,5629.95,5506.75,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,5491.35,15.40,0.28,5526.25,-19.50,-0.35,5506.15,0.00,0.60,False
20120223,14:45,5537.40,5460.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5477.90,0.00,0.00,True
20120224,14:45,5521.40,5405.90,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5430.75,0.00,0.00,True
20120227,14:45,5449.80,5276.30,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,5268.15,8.15,0.15,5299.20,-22.90,-0.43,5275.20,0.00,1.10,False
20120228,14:45,5391.10,5306.45,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5376.95,0.00,0.00,True
20120229,14:45,5458.80,5352.25,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5385.30,0.00,0.00,True
20120301,14:45,5372.45,5297.50,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5329.90,0.00,0.00,True
20120302,14:45,5392.55,5315.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5363.20,0.00,0.00,True
20120303,14:45,5369.60,5353.40,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5359.40,0.00,0.00,True
20120305,14:45,5344.50,5265.70,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5281.90,0.00,0.00,True
20120306,14:45,5382.05,5222.70,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,5212.00,10.70,0.2,5242.50,-19.80,-0.38,5218.40,0.00,4.30,False
20120307,14:45,5243.85,5171.45,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5217.90,0.00,0.00,True
20120309,14:45,5337.95,5291.60,True,False,True,False,5342.30,4.35,0.08,5326.30,-11.65,-0.22,0.00,0.00,0.0,0.00,0.00,0.0,5330.40,-7.55,0.00,False
20120312,14:45,5421.90,5327.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5352.75,0.00,0.00,True
20120313,14:45,5438.35,5390.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5428.80,0.00,0.00,True
20120314,14:45,5499.40,5437.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5466.60,0.00,0.00,True
20120315,14:45,5460.65,5362.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5382.65,0.00,0.00,True
20120316,14:45,5445.65,5308.15,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,5305.00,3.15,0.06,5345.20,-37.05,-0.7,5316.70,0.00,-8.55,False
20120319,14:45,5340.70,5238.55,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5254.35,0.00,0.00,True
20120320,14:45,5297.35,5233.25,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,5273.20,0.00,0.00,True
20120321,14:45,5363.75,5256.00,True,False,True,False,5371.70,7.95,0.15,5345.15,-18.60,-0.35,0.00,0.00,0.0,0.00,0.00,0.0,5370.40,6.65,0.00,False
