Date,Time,DayHigh,DayHighTime,DayLow,DayLowTime,IsDayHighBreak,DayHighBreakTime,IsDayLowBreak,DayLowBreakTime,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,TargetHighTime,points_from_target_high,percentChangeTargetHigh,SLHigh,SLHighTime,points_from_SL_High,percentageChangeSLHigh,TargetLow,TargetLowTime,points_from_Target_Low,percentageChangeTargetLow,SLLow,SLLowTime,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20100104,14:45,5237.00,14:38,5167.00,09:15,True,14:46,False,N/A,True,False,5238.00,14:54,1.00,0.02,5225.00,15:04,-12.00,-0.23,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5234.00,-3.00,0.00,False
20100105,14:45,5284.00,10:28,5259.00,12:00,True,14:47,False,N/A,True,False,5288.00,14:48,4.00,0.08,5272.00,15:19,-12.00,-0.23,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5277.00,-7.00,0.00,False
20100106,14:45,5297.00,09:41,5260.00,10:44,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5282.00,0.00,0.00,True
20100107,14:45,5284.20,09:17,5244.75,13:12,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5259.40,0.00,0.00,True
20100108,14:45,5276.75,13:07,5241.80,14:32,False,N/A,True,14:55,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5234.70,15:03,7.10,0.14,5254.95,14:46,-13.15,-0.25,5245.65,0.00,-3.85,False
20100111,14:45,5281.35,09:44,5246.65,14:34,False,N/A,True,14:51,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5238.15,14:56,8.50,0.16,5255.20,15:29,-8.55,-0.16,5254.40,0.00,-7.75,False
20100112,14:45,5272.85,12:00,5203.95,14:32,False,N/A,True,14:49,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5200.95,14:51,3.00,0.06,5216.85,15:13,-12.90,-0.25,5206.35,0.00,-2.40,False
20100113,14:45,5229.25,14:41,5172.20,13:26,True,15:03,False,N/A,True,False,5239.20,15:20,9.95,0.19,5218.75,14:52,-10.50,-0.2,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5233.85,4.60,0.00,False
20100114,14:45,5272.85,09:40,5244.20,13:14,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5258.35,0.00,0.00,True
20100115,14:45,5270.85,09:15,5246.05,10:56,False,N/A,True,14:59,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5242.45,15:00,3.60,0.07,5260.80,14:51,-14.75,-0.28,5255.05,0.00,-9.00,False
20100118,14:45,5292.50,12:13,5235.10,09:16,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5276.40,0.00,0.00,True
20100119,14:45,5280.70,09:31,5244.20,13:53,False,N/A,True,14:47,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5218.65,15:12,25.55,0.49,5247.90,14:46,-3.70,-0.07,5225.60,0.00,18.60,False
20100120,14:45,5255.80,09:16,5201.40,14:02,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5222.15,0.00,0.00,True
20100121,14:45,5212.55,09:17,5085.45,14:25,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5095.75,0.00,0.00,True
20100122,14:45,5077.00,12:10,4954.85,09:47,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5029.95,0.00,0.00,True
20100125,14:45,5035.70,14:21,4983.05,09:43,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4997.45,0.00,0.00,True
20100127,14:45,4963.80,09:20,4856.55,13:59,False,N/A,True,15:09,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4834.50,15:22,22.05,0.45,4882.95,14:56,-26.40,-0.54,4843.60,0.00,12.95,False
20100128,14:45,4929.90,10:39,4824.95,12:54,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4870.55,0.00,0.00,True
20100129,14:45,4891.85,14:43,4766.00,11:15,True,14:46,False,N/A,True,False,4893.70,14:47,1.85,0.04,4868.65,15:01,-23.20,-0.47,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4883.30,-8.55,0.00,False
20100201,14:45,4918.80,14:28,4827.15,09:30,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4901.45,0.00,0.00,True
20100202,14:45,4941.20,09:15,4826.95,14:36,False,N/A,True,15:02,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4814.10,15:04,12.85,0.27,4847.10,14:50,-20.15,-0.42,4829.65,0.00,-2.70,False
20100203,14:45,4949.15,13:27,4866.15,09:46,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4929.10,0.00,0.00,True
20100204,14:45,4912.40,11:39,4858.30,14:44,False,N/A,True,14:48,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4832.35,15:21,25.95,0.53,4862.60,14:46,-4.30,-0.09,4850.85,0.00,7.45,False
20100205,14:45,4760.55,09:24,4692.35,14:08,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4717.10,0.00,0.00,True
20100206,14:45,4768.00,12:30,4712.75,09:15,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4767.80,0.00,0.00,True
20100208,14:45,4799.05,14:26,4675.40,11:19,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4753.45,0.00,0.00,True
20100209,14:45,4810.40,13:57,4739.35,09:16,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4788.40,0.00,0.00,True
20100210,14:45,4821.15,13:22,4762.70,14:44,False,N/A,True,14:58,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4748.10,15:08,14.60,0.31,4777.50,14:52,-14.80,-0.31,4757.55,0.00,5.15,False
20100211,14:45,4843.80,14:42,4801.65,09:16,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4827.15,0.00,0.00,True
20100215,14:45,4832.60,10:42,4783.90,12:19,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4803.45,0.00,0.00,True
20100216,14:45,4843.50,13:52,4791.35,09:55,True,15:08,False,N/A,True,False,4876.70,15:29,33.20,0.69,4830.40,14:51,-13.10,-0.27,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4871.70,28.20,0.00,False
20100217,14:45,4929.70,10:42,4887.45,14:10,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4914.45,0.00,0.00,True
20100218,14:45,4912.10,09:43,4873.70,14:00,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4885.60,0.00,0.00,True
20100219,14:45,4877.10,14:44,4805.55,13:17,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4842.15,0.00,0.00,True
20100222,14:45,4912.05,09:21,4858.00,14:39,False,N/A,True,14:49,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4848.35,15:29,9.65,0.2,4868.55,15:12,-10.55,-0.22,4851.00,0.00,7.00,False
20100223,14:45,4884.10,11:42,4845.60,09:18,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4874.85,0.00,0.00,True
20100224,14:45,4880.55,09:56,4845.70,14:42,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4858.90,0.00,0.00,True
20100225,14:45,4868.50,09:16,4835.60,11:28,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4862.80,0.00,0.00,True
20100226,14:45,4992.00,12:56,4871.20,10:51,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,4919.30,0.00,0.00,True
20100302,14:45,5019.85,14:42,4968.70,10:00,True,15:21,False,N/A,True,False,5029.45,15:29,9.60,0.19,5004.45,15:05,-15.40,-0.31,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5025.75,5.90,0.00,False
20100303,14:45,5081.20,14:33,5042.55,09:23,True,14:50,False,N/A,True,False,5093.25,15:23,12.05,0.24,5071.70,14:46,-9.50,-0.19,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5089.20,8.00,0.00,False
20100304,14:45,5087.30,09:19,5049.00,12:21,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5079.95,0.00,0.00,True
20100305,14:45,5118.65,09:29,5068.05,13:08,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5086.55,0.00,0.00,True
20100308,14:45,5145.15,12:56,5110.65,14:26,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5121.35,0.00,0.00,True
20100309,14:45,5125.30,13:48,5098.65,11:10,False,N/A,True,15:13,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5095.30,15:20,3.35,0.07,5114.85,14:46,-16.20,-0.32,5098.00,0.00,0.65,False
20100310,14:45,5137.40,10:17,5095.85,14:06,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5114.70,0.00,0.00,True
20100311,14:45,5138.70,13:56,5102.10,09:29,True,15:25,False,N/A,True,False,5147.50,15:29,8.80,0.17,5113.45,14:50,-25.25,-0.49,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5142.70,4.00,0.00,False
20100312,14:45,5156.95,09:51,5122.10,13:35,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5136.55,0.00,0.00,True
20100315,14:45,5139.15,14:21,5101.20,11:08,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5131.95,0.00,0.00,True
20100316,14:45,5175.45,14:37,5125.70,10:22,True,14:49,False,N/A,True,False,5209.25,15:21,33.80,0.65,5169.40,14:47,-6.05,-0.12,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5201.70,26.25,0.00,False
20100317,14:45,5260.50,10:37,5221.95,14:45,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5232.30,0.00,0.00,True
20100318,14:45,5248.45,10:17,5214.40,13:33,True,15:17,False,N/A,True,False,5255.65,15:26,7.20,0.14,5227.75,14:55,-20.70,-0.39,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5250.30,1.85,0.00,False
20100319,14:45,5259.85,11:08,5237.10,13:20,True,15:00,False,N/A,True,False,5269.95,15:16,10.10,0.19,5244.45,14:49,-15.40,-0.29,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5256.70,-3.15,0.00,False
20100322,14:45,5248.85,11:34,5218.60,14:45,False,N/A,True,14:46,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5200.05,15:29,18.55,0.36,5219.35,14:46,-0.75,-0.01,5201.65,0.00,16.95,False
20100323,14:45,5238.20,09:48,5193.40,13:19,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5223.90,0.00,0.00,True
20100325,14:45,5248.50,14:45,5202.95,11:03,True,14:46,False,N/A,True,False,5267.30,15:19,18.80,0.36,5244.60,14:54,-3.90,-0.07,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5256.10,7.60,0.00,False
20100326,14:45,5293.75,13:36,5268.30,10:25,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5276.00,0.00,0.00,True
20100329,14:45,5329.55,13:33,5286.20,10:49,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5307.05,0.00,0.00,True
20100330,14:45,5322.75,09:33,5277.35,14:38,False,N/A,True,14:59,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5251.35,15:27,26.00,0.49,5289.65,14:52,-12.30,-0.23,5254.70,0.00,22.65,False
20100331,14:45,5293.90,09:17,5241.20,11:05,False,N/A,True,15:06,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5235.15,15:07,6.05,0.12,5258.20,15:24,-17.00,-0.32,5251.90,0.00,-10.70,False
20100401,14:45,5290.40,14:13,5266.30,11:26,True,14:48,False,N/A,True,False,5298.60,14:56,8.20,0.15,5284.70,15:13,-5.70,-0.11,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5292.30,1.90,0.00,False
20100405,14:45,5362.85,14:45,5315.85,09:15,True,14:46,False,N/A,True,False,5373.65,15:12,10.80,0.2,5358.95,14:57,-3.90,-0.07,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5369.10,6.25,0.00,False
20100406,14:45,5379.85,14:02,5351.70,09:26,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5365.35,0.00,0.00,True
20100407,14:45,5399.65,12:16,5345.05,14:30,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5375.45,0.00,0.00,True
20100408,14:45,5369.40,09:15,5305.00,14:43,False,N/A,True,14:46,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5293.30,15:29,11.70,0.22,5311.15,15:10,-6.15,-0.12,5299.55,0.00,5.45,False
20100409,14:45,5377.45,13:46,5335.25,10:31,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5363.55,0.00,0.00,True
20100412,14:45,5366.50,12:46,5324.90,14:36,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5341.05,0.00,0.00,True
20100413,14:45,5331.60,11:13,5301.70,09:58,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5324.90,0.00,0.00,True
20100415,14:45,5362.90,09:29,5299.70,14:44,False,N/A,True,14:46,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5265.30,15:09,34.40,0.65,5300.10,14:46,-0.40,-0.01,5273.00,0.00,26.70,False
20100416,14:45,5283.05,14:04,5237.55,09:32,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5257.60,0.00,0.00,True
20100419,14:45,5217.65,13:37,5160.90,12:36,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5200.25,0.00,0.00,True
20100420,14:45,5257.25,12:32,5212.35,14:37,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5232.75,0.00,0.00,True
20100421,14:45,5266.30,10:11,5232.75,14:33,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5244.60,0.00,0.00,True
20100422,14:45,5331.80,13:44,5221.10,09:15,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5259.20,0.00,0.00,True
20100423,14:45,5311.05,11:06,5274.90,12:43,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5305.50,0.00,0.00,True
20100426,14:45,5338.25,10:44,5316.05,11:35,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5321.10,0.00,0.00,True
20100427,14:45,5330.55,10:02,5305.75,13:23,False,N/A,True,15:01,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5303.00,15:04,2.75,0.05,5314.75,14:53,-9.00,-0.17,5310.15,0.00,-4.40,False
20100428,14:45,5272.25,11:42,5202.45,14:21,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,5216.30,0.00,0.00,True
