Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20150101,13:00,18735.10,18638.85,True,False,True,False,18781.55,46.45,0.25,18690.50,-44.60,-0.24,0.00,0.00,0.0,0.00,0.00,0.0,18753.45,18.35,0.00,False
20150102,13:00,19081.15,18774.10,True,False,True,False,19118.85,37.70,0.2,19011.60,-69.55,-0.36,0.00,0.00,0.0,0.00,0.00,0.0,19088.95,7.80,0.00,False
20150105,13:00,19166.00,19007.65,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18987.70,19.95,0.1,19073.70,-66.05,-0.35,19018.20,0.00,-10.55,False
20150106,13:00,18871.30,18578.30,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18388.30,190.00,1.02,18714.05,-135.75,-0.73,18419.05,0.00,159.25,False
20150107,13:00,18482.05,18211.50,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18356.40,0.00,0.00,True
20150108,13:00,18615.30,18486.20,True,False,True,False,18752.30,137.00,0.74,18568.05,-47.25,-0.25,0.00,0.00,0.0,0.00,0.00,0.0,18696.05,80.75,0.00,False
20150109,13:00,18864.00,18517.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18479.65,37.60,0.2,18678.35,-161.10,-0.87,18606.45,0.00,-89.20,False
20150112,13:00,18787.70,18530.10,True,False,True,False,18822.05,34.35,0.18,18655.80,-131.90,-0.7,0.00,0.00,0.0,0.00,0.00,0.0,18813.15,25.45,0.00,False
20150113,13:00,18920.65,18801.75,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18642.80,158.95,0.85,18917.05,-115.30,-0.61,18713.75,0.00,88.00,False
20150114,13:00,18769.65,18526.80,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18517.90,8.90,0.05,18677.50,-150.70,-0.81,18627.15,0.00,-100.35,False
20150115,13:00,19410.40,19061.35,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,19149.50,0.00,0.00,True
20150116,13:00,19271.50,19108.35,True,False,True,False,19275.80,4.30,0.02,19198.20,-73.30,-0.38,0.00,0.00,0.0,0.00,0.00,0.0,19210.70,-60.80,0.00,False
20150119,13:00,19434.20,19299.10,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,19401.05,0.00,0.00,True
20150120,13:00,19614.30,19460.90,True,False,True,False,19808.25,193.95,0.99,19551.70,-62.60,-0.32,0.00,0.00,0.0,0.00,0.00,0.0,19774.75,160.45,0.00,False
20150121,13:00,19964.95,19803.15,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,19835.05,0.00,0.00,True
20150122,13:00,19939.90,19788.70,True,False,True,False,19964.25,24.35,0.12,19811.60,-128.30,-0.64,0.00,0.00,0.0,0.00,0.00,0.0,19944.15,4.25,0.00,False
20150123,13:00,20167.65,19967.35,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,20036.60,0.00,0.00,True
20150127,13:00,20260.35,20098.25,True,False,True,False,20609.25,348.90,1.72,20210.80,-49.55,-0.24,0.00,0.00,0.0,0.00,0.00,0.0,20544.95,284.60,0.00,False
20150128,13:00,20907.55,20477.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,20435.00,42.25,0.21,20672.10,-194.85,-0.95,20458.25,0.00,19.00,False
20150129,13:00,20474.80,20338.95,True,False,True,False,20579.00,104.20,0.51,20360.85,-113.95,-0.56,0.00,0.00,0.0,0.00,0.00,0.0,20512.25,37.45,0.00,False
20150130,13:00,20584.70,19982.60,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,19732.45,250.15,1.25,20104.55,-121.95,-0.61,19838.70,0.00,143.90,False
20150202,13:00,19745.05,19564.50,True,False,True,False,19991.40,246.35,1.25,19600.90,-144.15,-0.73,0.00,0.00,0.0,0.00,0.00,0.0,19898.75,153.70,0.00,False
