Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20110103,13:30,11909.20,11840.15,True,True,True,False,11912.15,2.95,0.02,11837.05,-72.15,-0.61,11837.05,3.10,0.03,11912.15,-72.00,-0.61,11842.85,-66.35,-2.70,False
20110104,13:30,11872.80,11605.85,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,11545.55,60.30,0.52,11683.10,-77.25,-0.67,11561.55,0.00,44.30,False
20110105,13:30,11533.55,11321.95,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,11265.55,56.40,0.5,11346.95,-25.00,-0.22,11301.00,0.00,20.95,False
20110106,13:30,11377.10,11187.95,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,11170.65,17.30,0.15,11228.85,-40.90,-0.37,11176.70,0.00,11.25,False
20110107,13:30,11258.50,11046.35,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,11007.90,38.45,0.35,11200.90,-154.55,-1.4,11022.30,0.00,24.05,False
20110110,13:30,11072.70,10822.35,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10671.60,150.75,1.39,10869.90,-47.55,-0.44,10676.70,0.00,145.65,False
20110111,13:30,10938.80,10620.80,True,False,True,False,10951.20,12.40,0.11,10700.30,-238.50,-2.18,0.00,0.00,0.0,0.00,0.00,0.0,10915.85,-22.95,0.00,False
20110112,13:30,10990.15,10728.45,True,False,True,False,11161.15,171.00,1.56,10926.60,-63.55,-0.58,0.00,0.00,0.0,0.00,0.00,0.0,11117.00,126.85,0.00,False
20110113,13:30,11127.95,10777.65,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10676.50,101.15,0.94,10825.90,-48.25,-0.45,10727.50,0.00,50.15,False
20110114,13:30,10907.30,10584.35,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10387.90,196.45,1.86,10871.05,-286.70,-2.71,10431.70,0.00,152.65,False
20110117,13:30,10571.80,10373.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,10474.90,0.00,0.00,True
20110118,13:30,10677.95,10544.30,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10520.30,24.00,0.23,10634.60,-90.30,-0.86,10634.20,0.00,-89.90,False
20110119,13:30,10715.05,10610.35,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10562.25,48.10,0.45,10705.75,-95.40,-0.9,10630.45,0.00,-20.10,False
20110120,13:30,10566.70,10493.25,True,False,True,False,10878.80,312.10,2.95,10523.10,-43.60,-0.41,0.00,0.00,0.0,0.00,0.00,0.0,10805.95,239.25,0.00,False
20110121,13:30,10923.70,10740.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,10882.10,0.00,0.00,True
20110124,13:30,11162.40,10913.45,True,False,True,False,11177.85,15.45,0.14,11093.55,-68.85,-0.62,0.00,0.00,0.0,0.00,0.00,0.0,11144.25,-18.15,0.00,False
20110125,13:30,11256.95,10991.10,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,10849.40,141.70,1.29,11064.75,-73.65,-0.67,10881.60,0.00,109.50,False
