Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20170102,10:15,18249.00,17995.30,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17844.90,150.40,0.84,18052.80,-57.50,-0.32,17965.10,0.00,30.20,False
20170103,10:15,18069.60,17830.90,True,False,True,False,18115.10,45.50,0.25,17958.40,-111.20,-0.62,0.00,0.00,0.0,0.00,0.00,0.0,18032.20,-37.40,0.00,False
20170104,10:15,18092.80,17997.80,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17868.90,128.90,0.72,18036.10,-38.30,-0.21,17900.20,0.00,97.60,False
20170105,10:15,18064.10,17977.80,True,False,True,False,18164.10,100.00,0.55,17996.90,-67.20,-0.37,0.00,0.00,0.0,0.00,0.00,0.0,18091.40,27.30,0.00,False
20170106,10:15,18325.50,18157.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18272.70,0.00,0.00,True
20170109,10:15,18373.10,18256.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18273.20,0.00,0.00,True
20170110,10:15,18412.80,18275.80,True,False,True,False,18440.10,27.30,0.15,18316.30,-96.50,-0.52,0.00,0.00,0.0,0.00,0.00,0.0,18436.90,24.10,0.00,False
20170111,10:15,18619.60,18515.30,True,False,True,False,18889.40,269.80,1.45,18612.30,-7.30,-0.04,0.00,0.00,0.0,0.00,0.00,0.0,18815.40,195.80,0.00,False
20170112,10:15,18966.30,18805.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18864.10,0.00,0.00,True
20170113,10:15,18952.30,18803.20,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18781.30,21.90,0.12,18930.60,-127.40,-0.68,18909.30,0.00,-106.10,False
20170116,10:15,18956.20,18865.30,True,False,True,False,19134.50,178.30,0.94,18931.80,-24.40,-0.13,0.00,0.00,0.0,0.00,0.00,0.0,19105.00,148.80,0.00,False
20170117,10:15,19202.30,19125.90,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18981.80,144.10,0.75,19184.30,-58.40,-0.31,19040.00,0.00,85.90,False
20170118,10:15,19255.70,19072.10,True,False,True,False,19276.50,20.80,0.11,19116.20,-139.50,-0.72,0.00,0.00,0.0,0.00,0.00,0.0,19163.30,-92.40,0.00,False
20170119,10:15,19167.80,19046.10,True,False,True,False,19185.30,17.50,0.09,19063.80,-104.00,-0.54,0.00,0.00,0.0,0.00,0.00,0.0,19113.80,-54.00,0.00,False
20170120,10:15,19071.70,18915.40,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18793.10,122.30,0.65,19028.90,-113.50,-0.6,18826.20,0.00,89.20,False
20170123,10:15,18870.30,18722.80,True,False,True,False,18909.70,39.40,0.21,18738.10,-132.20,-0.7,0.00,0.00,0.0,0.00,0.00,0.0,18880.60,10.30,0.00,False
20170124,10:15,18997.00,18906.90,True,False,True,False,19048.10,51.10,0.27,18922.40,-74.60,-0.39,0.00,0.00,0.0,0.00,0.00,0.0,19039.80,42.80,0.00,False
