Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20160101,10:00,7939.55,7909.80,True,False,True,False,7972.55,33.00,7924.50,-15.05,0.00,0.00,0.00,0.00,7960.00,20.45,0.00,False
20160104,10:00,7937.55,7902.55,False,True,False,True,0.00,0.00,0.00,0.00,7781.10,121.45,7918.60,-16.05,7790.75,0.00,111.80,False
20160105,10:00,7831.20,7783.20,False,True,False,True,0.00,0.00,0.00,0.00,7763.25,19.95,7817.35,-34.15,7781.30,0.00,1.90,False
20160106,10:00,7788.30,7759.20,True,True,True,True,7800.95,12.65,7721.20,-67.10,7721.20,38.00,7800.95,-41.75,7736.20,-52.10,23.00,False
20160107,10:00,7674.95,7623.15,False,True,False,True,0.00,0.00,0.00,0.00,7556.60,66.55,7638.45,-15.30,7566.40,0.00,56.75,False
20160108,10:00,7634.10,7595.45,False,True,False,True,0.00,0.00,0.00,0.00,7581.05,14.40,7630.20,-34.75,7603.40,0.00,-7.95,False
20160111,10:00,7528.40,7494.35,True,False,True,False,7605.10,76.70,7515.30,-13.10,0.00,0.00,0.00,0.00,7565.55,37.15,0.00,False
20160112,10:00,7588.30,7551.65,False,True,False,True,0.00,0.00,0.00,0.00,7487.80,63.85,7563.45,-11.80,7512.75,0.00,38.90,False
20160113,10:00,7585.95,7551.20,True,True,True,True,7590.95,5.00,7425.80,-160.15,7425.80,125.40,7590.95,-39.75,7550.70,-35.25,0.50,False
20160114,10:00,7493.60,7443.80,True,False,True,False,7604.80,111.20,7454.90,-38.70,0.00,0.00,0.00,0.00,7538.60,45.00,0.00,False
20160115,10:00,7566.50,7525.65,False,True,False,True,0.00,0.00,0.00,0.00,7427.30,98.35,7543.60,-17.95,7434.55,0.00,91.10,False
20160118,10:00,7463.65,7395.10,False,True,False,True,0.00,0.00,0.00,0.00,7336.40,58.70,7438.50,-43.40,7349.60,0.00,45.50,False
20160119,10:00,7406.95,7364.15,True,False,True,False,7462.75,55.80,7378.05,-28.90,0.00,0.00,0.00,0.00,7437.55,30.60,0.00,False
20160120,10:00,7470.90,7291.50,False,True,False,True,0.00,0.00,0.00,0.00,7241.50,50.00,7323.70,-32.20,7313.70,0.00,-22.20,False
20160121,10:00,7398.70,7328.65,False,True,False,True,0.00,0.00,0.00,0.00,7250.00,78.65,7349.65,-21.00,7280.60,0.00,48.05,False
20160122,10:00,7368.00,7327.60,True,False,True,False,7433.40,65.40,7365.85,-2.15,0.00,0.00,0.00,0.00,7424.80,56.80,0.00,False
20160125,10:00,7487.15,7447.85,False,True,False,True,0.00,0.00,0.00,0.00,7421.20,26.65,7482.30,-34.45,7436.55,0.00,11.30,False
20160127,10:00,7476.05,7419.70,True,False,True,False,7477.90,1.85,7422.55,-53.50,0.00,0.00,0.00,0.00,7434.25,-41.80,0.00,False
20160128,10:00,7446.80,7409.60,True,False,True,False,7468.85,22.05,7417.15,-29.65,0.00,0.00,0.00,0.00,7423.30,-23.50,0.00,False
20160129,10:00,7479.45,7402.80,True,False,True,False,7575.65,96.20,7445.85,-33.60,0.00,0.00,0.00,0.00,7562.95,83.50,0.00,False
20160201,10:00,7592.35,7556.80,True,True,True,True,7600.45,8.10,7541.25,-51.10,7541.25,15.55,7600.45,-43.65,7552.90,-39.45,3.90,False
20160202,10:00,7568.55,7552.50,True,True,True,True,7576.30,7.75,7428.05,-140.50,7428.05,124.45,7576.30,-23.80,7440.65,-127.90,111.85,False
20160203,10:00,7404.55,7370.00,True,True,True,True,7419.40,14.85,7350.30,-54.25,7350.30,19.70,7419.40,-49.40,7358.95,-45.60,11.05,False
20160204,10:00,7431.90,7409.55,True,True,True,True,7457.05,25.15,7365.95,-65.95,7365.95,43.60,7457.05,-47.50,7414.20,-17.70,-4.65,False
20160205,10:00,7443.85,7406.65,True,False,True,False,7501.70,57.85,7422.60,-21.25,0.00,0.00,0.00,0.00,7498.10,54.25,0.00,False
20160208,10:00,7496.65,7463.95,True,True,True,True,7512.55,15.90,7363.20,-133.45,7363.20,100.75,7512.55,-48.60,7365.00,-131.65,98.95,False
20160209,10:00,7319.70,7280.70,True,True,True,True,7323.45,3.75,7275.15,-44.55,7275.15,5.55,7323.45,-42.75,7301.40,-18.30,-20.70,False
20160210,10:00,7271.85,7221.25,False,True,False,True,0.00,0.00,0.00,0.00,7177.75,43.50,7256.80,-35.55,7221.95,0.00,-0.70,False
20160211,10:00,7208.65,7153.75,False,True,False,True,0.00,0.00,0.00,0.00,6959.95,193.80,7166.85,-13.10,6969.60,0.00,184.15,False
20160212,10:00,7026.75,6952.95,True,True,True,True,7034.80,8.05,6869.00,-157.75,6869.00,83.95,7034.80,-81.85,6969.40,-57.35,-16.45,False
20160215,10:00,7133.65,7056.80,True,False,True,False,7182.80,49.15,7115.95,-17.70,0.00,0.00,0.00,0.00,7153.35,19.70,0.00,False
20160216,10:00,7204.65,7123.40,False,True,False,True,0.00,0.00,0.00,0.00,7037.70,85.70,7167.60,-44.20,7041.45,0.00,81.95,False
20160217,10:00,7059.75,6974.45,True,True,True,True,7122.55,62.80,6960.65,-99.10,6960.65,13.80,7122.55,-148.10,7118.05,58.30,-143.60,False
20160218,10:00,7211.80,7175.30,True,True,True,True,7215.10,3.30,7127.85,-83.95,7127.85,47.45,7215.10,-39.80,7180.15,-31.65,-4.85,False
20160219,10:00,7196.70,7145.95,True,False,True,False,7226.85,30.15,7155.15,-41.55,0.00,0.00,0.00,0.00,7203.00,6.30,0.00,False
