Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20190101,10:00,27239.55,27035.25,True,True,True,True,27430.55,191.00,27019.05,-220.50,27019.05,16.20,27430.55,-395.30,27414.20,174.65,-378.95,False
20190102,10:00,27364.45,27208.55,True,True,True,True,27397.55,33.10,27077.60,-286.85,27077.60,130.95,27397.55,-189.00,27154.25,-210.20,54.30,False
20190103,10:00,27206.20,27049.90,False,True,False,True,0.00,0.00,0.00,0.00,26934.70,115.20,27175.90,-126.00,26951.50,0.00,98.40,False
20190104,10:00,27085.90,26926.10,True,False,True,False,27274.50,188.60,26926.90,-159.00,0.00,0.00,0.00,0.00,27209.75,123.85,0.00,False
20190107,10:00,27448.85,27364.60,True,True,True,True,27477.80,28.95,27282.10,-166.75,27282.10,82.50,27477.80,-113.20,27296.75,-152.10,67.85,False
20190108,10:00,27312.65,27161.95,True,False,True,False,27542.40,229.75,27227.15,-85.50,0.00,0.00,0.00,0.00,27526.75,214.10,0.00,False
20190109,10:00,27684.65,27581.15,True,True,True,True,27754.45,69.80,27409.50,-275.15,27409.50,171.65,27754.45,-173.30,27713.80,29.15,-132.65,False
20190110,10:00,27698.00,27539.15,False,True,False,True,0.00,0.00,0.00,0.00,27488.20,50.95,27684.40,-145.25,27527.60,0.00,11.55,False
20190111,10:00,27612.45,27531.45,False,True,False,True,0.00,0.00,0.00,0.00,27382.45,149.00,27551.05,-19.60,27438.90,0.00,92.55,False
20190114,10:00,27389.80,27223.85,False,True,False,True,0.00,0.00,0.00,0.00,27182.20,41.65,27315.25,-91.40,27241.25,0.00,-17.40,False
20190115,10:00,27426.50,27317.10,True,False,True,False,27447.55,21.05,27341.85,-84.65,0.00,0.00,0.00,0.00,27398.50,-28.00,0.00,False
20190116,10:00,27544.55,27403.05,True,False,True,False,27554.75,10.20,27447.25,-97.30,0.00,0.00,0.00,0.00,27455.45,-89.10,0.00,False
20190117,10:00,27572.60,27478.90,True,True,True,True,27611.55,38.95,27335.15,-237.45,27335.15,143.75,27611.55,-132.65,27511.10,-61.50,-32.20,False
20190118,10:00,27576.45,27429.05,False,True,False,False,0.00,0.00,0.00,0.00,27410.65,18.40,27563.90,-134.85,27467.10,0.00,-38.05,False
20190121,10:00,27580.95,27388.50,True,False,True,False,27622.20,41.25,27488.35,-92.60,0.00,0.00,0.00,0.00,27529.95,-51.00,0.00,False
20190122,10:00,27533.35,27424.40,False,True,False,True,0.00,0.00,0.00,0.00,27385.40,39.00,27519.00,-94.60,27469.55,0.00,-45.15,False
20190123,10:00,27545.40,27437.95,True,True,True,True,27564.70,19.30,27189.60,-355.80,27189.60,248.35,27564.70,-126.75,27228.85,-316.55,209.10,False
20190124,10:00,27293.85,27177.20,True,True,True,True,27342.35,48.50,27142.80,-151.05,27142.80,34.40,27342.35,-165.15,27300.40,6.55,-123.20,False
20190125,10:00,27433.55,27247.55,False,True,False,True,0.00,0.00,0.00,0.00,27045.20,202.35,27416.10,-168.55,27131.20,0.00,116.35,False
20190128,10:00,27134.20,26817.00,False,True,False,True,0.00,0.00,0.00,0.00,26587.95,229.05,26888.35,-71.35,26706.75,0.00,110.25,False
20190129,10:00,26713.40,26552.85,True,True,True,True,26743.85,30.45,26441.55,-271.85,26441.55,111.30,26743.85,-191.00,26667.50,-45.90,-114.65,False
20190130,10:00,26828.80,26719.60,True,True,True,True,26916.25,87.45,26693.70,-135.10,26693.70,25.90,26916.25,-196.65,26821.30,-7.50,-101.70,False
20190131,10:00,27008.55,26891.05,True,False,True,False,27325.05,316.50,26900.15,-108.40,0.00,0.00,0.00,0.00,27259.75,251.20,0.00,False
20190201,10:00,27342.80,27188.55,True,True,True,True,27533.05,190.25,26930.45,-412.35,26930.45,258.10,27533.05,-344.50,27077.05,-265.75,111.50,False
20190204,10:00,26999.70,26825.55,True,False,True,False,27243.80,244.10,26850.10,-149.60,0.00,0.00,0.00,0.00,27166.00,166.30,0.00,False
20190205,10:00,27241.15,27153.20,True,False,True,False,27348.25,107.10,27206.25,-34.90,0.00,0.00,0.00,0.00,27262.10,20.95,0.00,False
20190206,10:00,27393.20,27306.80,True,True,True,False,27428.65,35.45,27294.10,-99.10,27294.10,12.70,27428.65,-121.85,27413.15,19.95,-106.35,False
20190207,10:00,27481.10,27354.30,True,True,True,True,27589.75,108.65,27322.95,-158.15,27322.95,31.35,27589.75,-235.45,27351.05,-130.05,3.25,False
20190208,10:00,27317.25,27245.55,True,True,True,True,27482.10,164.85,27221.25,-96.00,27221.25,24.30,27482.10,-236.55,27268.35,-48.90,-22.80,False
20190211,10:00,27256.10,27155.85,True,True,True,False,27305.90,49.80,27151.55,-104.55,27151.55,4.30,27305.90,-150.05,27250.05,-6.05,-94.20,False
20190212,10:00,27281.15,27150.25,True,True,True,True,27286.65,5.50,26989.00,-292.15,26989.00,161.25,27286.65,-136.40,26999.40,-281.75,150.85,False
