Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20130101,10:00,12608.15,12547.15,True,False,True,False,12663.50,55.35,12586.05,-22.10,0.00,0.00,0.00,0.00,12662.70,54.55,0.00,False
20130102,10:00,12792.00,12751.35,True,False,True,False,12811.45,19.45,12764.35,-27.65,0.00,0.00,0.00,0.00,12790.95,-1.05,0.00,False
20130103,10:00,12837.80,12722.45,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12770.05,0.00,0.00,True
20130104,10:00,12780.25,12684.65,True,False,True,False,12801.70,21.45,12697.95,-82.30,0.00,0.00,0.00,0.00,12789.60,9.35,0.00,False
20130107,10:00,12827.60,12767.85,False,True,False,True,0.00,0.00,0.00,0.00,12685.85,82.00,12795.35,-27.50,12690.65,0.00,77.20,False
20130108,10:00,12730.50,12668.20,True,True,True,True,12739.60,9.10,12632.35,-98.15,12632.35,35.85,12739.60,-71.40,12730.55,0.05,-62.35,False
20130109,10:00,12747.00,12721.30,True,True,True,True,12791.70,44.70,12687.95,-59.05,12687.95,33.35,12791.70,-70.40,12722.75,-24.25,-1.45,False
20130110,10:00,12785.65,12736.60,True,True,True,True,12822.80,37.15,12697.75,-87.90,12697.75,38.85,12822.80,-86.20,12792.15,6.50,-55.55,False
20130111,10:00,12834.55,12709.80,False,True,False,True,0.00,0.00,0.00,0.00,12593.90,115.90,12739.30,-29.50,12600.05,0.00,109.75,False
20130114,10:00,12643.65,12609.90,True,False,True,False,12773.35,129.70,12615.35,-28.30,0.00,0.00,0.00,0.00,12772.20,128.55,0.00,False
20130115,10:00,12786.00,12762.05,True,True,True,True,12908.20,122.20,12718.40,-67.60,12718.40,43.65,12908.20,-146.15,12862.60,76.60,-100.55,False
20130116,10:00,12833.75,12777.80,False,True,False,True,0.00,0.00,0.00,0.00,12616.20,161.60,12820.25,-42.45,12625.70,0.00,152.10,False
20130117,10:00,12688.00,12583.35,True,False,True,False,12714.60,26.60,12584.25,-103.75,0.00,0.00,0.00,0.00,12644.75,-43.25,0.00,False
20130118,10:00,12774.65,12691.30,True,True,True,True,12778.35,3.70,12624.40,-150.25,12624.40,66.90,12778.35,-87.05,12654.85,-119.80,36.45,False
20130121,10:00,12690.40,12646.55,False,True,False,True,0.00,0.00,0.00,0.00,12608.50,38.05,12681.40,-34.85,12644.20,0.00,2.35,False
20130122,10:00,12739.55,12631.65,True,True,True,True,12748.95,9.40,12544.40,-195.15,12544.40,87.25,12748.95,-117.30,12566.00,-173.55,65.65,False
20130123,10:00,12653.55,12603.20,True,True,True,True,12689.40,35.85,12509.45,-144.10,12509.45,93.75,12689.40,-86.20,12681.85,28.30,-78.65,False
20130124,10:00,12662.85,12589.05,False,True,False,True,0.00,0.00,0.00,0.00,12534.25,54.80,12658.90,-69.85,12570.30,0.00,18.75,False
20130125,10:00,12626.10,12535.75,True,False,True,False,12713.95,87.85,12558.00,-68.10,0.00,0.00,0.00,0.00,12708.15,82.05,0.00,False
20130128,10:00,12774.25,12714.80,True,True,True,True,12822.05,47.80,12698.85,-75.40,12698.85,15.95,12822.05,-107.25,12783.65,9.40,-68.85,False
20130129,10:00,12808.00,12753.80,True,True,True,True,12960.65,152.65,12685.90,-122.10,12685.90,67.90,12960.65,-206.85,12713.75,-94.25,40.05,False
20130130,10:00,12818.70,12742.45,True,True,True,True,12825.65,6.95,12726.65,-92.05,12726.65,15.80,12825.65,-83.20,12753.75,-64.95,-11.30,False
20130131,10:00,12778.85,12734.00,True,True,True,True,12852.50,73.65,12688.75,-90.10,12688.75,45.25,12852.50,-118.50,12691.45,-87.40,42.55,False
20130201,10:00,12743.20,12676.00,False,True,False,True,0.00,0.00,0.00,0.00,12580.85,95.15,12720.75,-44.75,12601.00,0.00,75.00,False
20130204,10:00,12723.30,12682.90,False,True,False,True,0.00,0.00,0.00,0.00,12517.30,165.60,12720.90,-38.00,12532.80,0.00,150.10,False
20130205,10:00,12496.80,12435.55,True,True,True,True,12501.50,4.70,12415.15,-81.65,12415.15,20.40,12501.50,-65.95,12464.90,-31.90,-29.35,False
20130206,10:00,12521.65,12468.65,False,True,False,True,0.00,0.00,0.00,0.00,12396.80,71.85,12500.00,-31.35,12405.05,0.00,63.60,False
20130207,10:00,12437.10,12358.75,True,True,True,True,12474.50,37.40,12305.45,-131.65,12305.45,53.30,12474.50,-115.75,12353.30,-83.80,5.45,False
20130208,10:00,12389.80,12303.30,False,True,False,True,0.00,0.00,0.00,0.00,12245.95,57.35,12385.90,-82.60,12269.55,0.00,33.75,False
20130211,10:00,12329.30,12278.25,True,True,True,False,12361.10,31.80,12273.65,-55.65,12273.65,4.60,12361.10,-82.85,12331.80,2.50,-53.55,False
20130212,10:00,12400.95,12340.25,True,True,True,True,12415.80,14.85,12301.65,-99.30,12301.65,38.60,12415.80,-75.55,12403.50,2.55,-63.25,False
20130213,10:00,12453.65,12416.25,True,True,True,True,12485.95,32.30,12361.90,-91.75,12361.90,54.35,12485.95,-69.70,12381.10,-72.55,35.15,False
20130214,10:00,12408.75,12344.95,True,True,True,True,12434.00,25.25,12284.50,-124.25,12284.50,60.45,12434.00,-89.05,12292.60,-116.15,52.35,False
20130215,10:00,12325.65,12284.15,True,True,True,True,12373.15,47.50,12256.80,-68.85,12256.80,27.35,12373.15,-89.00,12309.70,-15.95,-25.55,False
20130218,10:00,12399.85,12337.15,False,True,False,False,0.00,0.00,0.00,0.00,12329.35,7.80,12392.20,-55.05,12346.10,0.00,-8.95,False
20130219,10:00,12367.15,12333.10,True,True,True,True,12426.90,59.75,12303.70,-63.45,12303.70,29.40,12426.90,-93.80,12415.45,48.30,-82.35,False
20130220,10:00,12470.70,12409.50,False,True,False,True,0.00,0.00,0.00,0.00,12351.70,57.80,12438.25,-28.75,12355.50,0.00,54.00,False
20130221,10:00,12301.25,12254.90,False,True,False,True,0.00,0.00,0.00,0.00,12036.45,218.45,12265.20,-10.30,12038.05,0.00,216.85,False
20130222,10:00,12123.00,12039.30,True,True,True,True,12139.65,16.65,12028.10,-94.90,12028.10,11.20,12139.65,-100.35,12068.05,-54.95,-28.75,False
20130225,10:00,12137.85,12049.25,False,True,False,True,0.00,0.00,0.00,0.00,11961.50,87.75,12119.30,-70.05,12025.25,0.00,24.00,False
20130226,10:00,11991.55,11905.15,False,True,False,True,0.00,0.00,0.00,0.00,11808.80,96.35,11938.00,-32.85,11834.80,0.00,70.35,False
20130227,10:00,11923.40,11881.15,True,True,True,True,11971.35,47.95,11838.35,-85.05,11838.35,42.80,11971.35,-90.20,11924.55,1.15,-43.40,False
20130228,10:00,12041.45,11976.40,False,True,False,True,0.00,0.00,0.00,0.00,11401.20,575.20,12031.50,-55.10,11546.25,0.00,430.15,False
20130301,10:00,11544.70,11458.70,True,False,True,False,11592.55,47.85,11474.25,-70.45,0.00,0.00,0.00,0.00,11523.60,-21.10,0.00,False
20130304,10:00,11517.45,11453.10,True,False,True,False,11602.50,85.05,11460.25,-57.20,0.00,0.00,0.00,0.00,11577.55,60.10,0.00,False
20130305,10:00,11702.80,11644.85,True,True,True,True,11814.05,111.25,11623.65,-79.15,11623.65,21.20,11814.05,-169.20,11790.00,87.20,-145.15,False
20130306,10:00,11883.45,11840.30,True,True,True,True,11904.15,20.70,11822.35,-61.10,11822.35,17.95,11904.15,-63.85,11883.70,0.25,-43.40,False
20130307,10:00,11865.30,11820.45,True,True,True,False,11989.85,124.55,11819.60,-45.70,11819.60,0.85,11989.85,-169.40,11985.15,119.85,-164.70,False
20130308,10:00,12086.95,12012.70,True,False,True,False,12219.45,132.50,12041.05,-45.90,0.00,0.00,0.00,0.00,12186.45,99.50,0.00,False
20130311,10:00,12240.80,12178.85,True,True,True,True,12241.30,0.50,12134.25,-106.55,12134.25,44.60,12241.30,-62.45,12138.70,-102.10,40.15,False
20130312,10:00,12183.50,12112.30,False,True,False,True,0.00,0.00,0.00,0.00,11970.90,141.40,12168.05,-55.75,12023.65,0.00,88.65,False
20130313,10:00,11987.70,11904.90,False,True,False,True,0.00,0.00,0.00,0.00,11756.50,148.40,11973.95,-69.05,11767.55,0.00,137.35,False
20130314,10:00,11821.30,11555.45,True,False,True,False,12058.55,237.25,11560.15,-261.15,0.00,0.00,0.00,0.00,12019.75,198.45,0.00,False
20130315,10:00,12034.95,11952.50,False,True,False,True,0.00,0.00,0.00,0.00,11749.85,202.65,12029.45,-76.95,11826.40,0.00,126.10,False
20130318,10:00,11691.10,11625.60,True,False,True,False,11810.40,119.30,11639.25,-51.85,0.00,0.00,0.00,0.00,11716.75,25.65,0.00,False
20130319,10:00,11814.75,11785.35,False,True,False,True,0.00,0.00,0.00,0.00,11416.75,368.60,11804.20,-18.85,11503.65,0.00,281.70,False
20130320,10:00,11490.05,11382.95,False,True,False,True,0.00,0.00,0.00,0.00,11231.75,151.20,11477.35,-94.40,11261.45,0.00,121.50,False
20130321,10:00,11374.55,11287.35,True,True,True,True,11512.10,137.55,11209.65,-164.90,11209.65,77.70,11512.10,-224.75,11231.90,-142.65,55.45,False
20130322,10:00,11331.20,11219.95,False,True,False,True,0.00,0.00,0.00,0.00,11173.35,46.60,11321.50,-101.55,11191.30,0.00,28.65,False
20130325,10:00,11372.80,11313.65,False,True,False,True,0.00,0.00,0.00,0.00,11097.95,215.70,11360.85,-47.20,11142.35,0.00,171.30,False
20130326,10:00,11105.55,11048.40,True,False,True,False,11198.45,92.90,11082.35,-23.20,0.00,0.00,0.00,0.00,11161.10,55.55,0.00,False
20130328,10:00,11176.00,11085.15,True,True,True,False,11408.00,232.00,11080.05,-95.95,11080.05,5.10,11408.00,-322.85,11380.45,204.45,-295.30,False
