Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20160101,15:00,7972.55,7909.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7960.00,0.00,0.00,True
20160104,15:00,7937.55,7783.50,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,7781.10,2.40,0.03,7812.15,-28.65,-0.37,7790.75,0.00,-7.25,False
20160105,15:00,7831.20,7763.25,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7781.30,0.00,0.00,True
20160106,15:00,7800.95,7721.20,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7736.20,0.00,0.00,True
20160107,15:00,7674.95,7565.70,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,7556.60,9.10,0.12,7583.30,-17.60,-0.23,7566.40,0.00,-0.70,False
20160108,15:00,7634.10,7581.05,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7603.40,0.00,0.00,True
20160111,15:00,7605.10,7494.35,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7565.55,0.00,0.00,True
20160112,15:00,7588.30,7487.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7512.75,0.00,0.00,True
20160113,15:00,7590.95,7425.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7550.70,0.00,0.00,True
20160114,15:00,7604.80,7443.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7538.60,0.00,0.00,True
20160115,15:00,7566.50,7446.50,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,7427.30,19.20,0.26,7451.65,-5.15,-0.07,7434.55,0.00,11.95,False
20160118,15:00,7463.65,7366.30,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,7336.40,29.90,0.41,7372.05,-5.75,-0.08,7349.60,0.00,16.70,False
20160119,15:00,7462.75,7364.15,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,7437.55,0.00,0.00,True
