Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20230102,13:15,18199.30,18087.55,True,False,True,False,18215.09,15.79,0.09,18123.20,-76.10,-0.42,0.00,0.00,0.0,0.00,0.00,0.0,18208.65,9.35,0.00,False
20230103,13:15,18240.40,18149.95,True,False,True,False,18251.84,11.44,0.06,18183.59,-56.81,-0.31,0.00,0.00,0.0,0.00,0.00,0.0,18230.80,-9.60,0.00,False
20230104,13:15,18241.20,18038.00,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18022.59,15.41,0.09,18131.40,-93.40,-0.52,18032.30,0.00,5.70,False
20230105,13:15,18119.05,17931.59,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17892.59,39.00,0.22,18007.90,-76.31,-0.43,18001.80,0.00,-70.21,False
20230106,13:15,18046.59,17825.15,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17796.15,29.00,0.16,17881.09,-55.94,-0.31,17863.50,0.00,-38.35,False
20230109,13:15,18141.00,17936.70,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18093.75,0.00,0.00,True
20230110,13:15,18122.90,17878.95,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17857.25,21.70,0.12,17928.90,-49.95,-0.28,17924.40,0.00,-45.45,False
20230111,13:15,17975.40,17825.34,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17891.05,0.00,0.00,True
20230112,13:15,17944.80,17780.84,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17762.25,18.59,0.1,17869.25,-88.41,-0.5,17865.90,0.00,-85.06,False
20230113,13:15,17967.09,17774.55,True,False,True,False,17998.95,31.86,0.18,17934.55,-32.54,-0.18,0.00,0.00,0.0,0.00,0.00,0.0,17959.00,-8.09,0.00,False
20230116,13:15,18049.65,17880.20,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17854.15,26.05,0.15,17944.30,-64.10,-0.36,17894.80,0.00,-14.60,False
20230117,13:15,18029.84,17888.20,True,False,True,False,18070.50,40.66,0.23,17926.70,-103.14,-0.57,0.00,0.00,0.0,0.00,0.00,0.0,18057.95,28.11,0.00,False
20230118,13:15,18177.09,18032.59,True,False,True,False,18183.20,6.11,0.03,18136.80,-40.29,-0.22,0.00,0.00,0.0,0.00,0.00,0.0,18168.09,-9.00,0.00,False
20230119,13:15,18155.09,18064.30,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18090.65,0.00,0.00,True
20230120,13:15,18144.65,18069.45,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18017.45,52.00,0.29,18105.95,-36.50,-0.2,18023.70,0.00,45.75,False
20230123,13:15,18161.70,18064.75,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,18106.25,0.00,0.00,True
20230124,13:15,18200.75,18115.00,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18079.15,35.85,0.2,18137.80,-22.80,-0.13,18105.30,0.00,9.70,False
20230125,13:15,18093.34,17846.59,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17909.20,0.00,0.00,True
20230127,13:15,17877.20,17531.65,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17494.20,37.45,0.21,17633.80,-102.15,-0.58,17621.84,0.00,-90.19,False
20230130,13:15,17708.50,17446.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17406.30,39.95,0.23,17675.20,-228.95,-1.31,17661.25,0.00,-215.00,False
20230131,13:15,17731.45,17539.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17681.84,0.00,0.00,True
20230202,13:15,17653.50,17448.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17604.84,0.00,0.00,True
20230203,13:15,17725.50,17584.34,True,False,True,False,17869.84,144.34,0.81,17683.65,-41.85,-0.24,0.00,0.00,0.0,0.00,0.00,0.0,17829.15,103.65,0.00,False
20230206,13:15,17818.55,17698.90,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17759.84,0.00,0.00,True
20230207,13:15,17810.84,17652.59,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17717.70,0.00,0.00,True
20230208,13:15,17880.40,17745.30,True,False,True,False,17898.55,18.15,0.1,17845.00,-35.40,-0.2,0.00,0.00,0.0,0.00,0.00,0.0,17860.59,-19.81,0.00,False
20230209,13:15,17885.50,17780.50,True,False,True,False,17915.55,30.05,0.17,17824.45,-61.05,-0.34,0.00,0.00,0.0,0.00,0.00,0.0,17901.55,16.05,0.00,False
20230210,13:15,17876.95,17801.15,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17846.40,0.00,0.00,True
20230213,13:15,17879.80,17720.25,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17766.20,0.00,0.00,True
20230214,13:15,17925.15,17800.45,True,False,True,False,17954.45,29.30,0.16,17895.65,-29.50,-0.16,0.00,0.00,0.0,0.00,0.00,0.0,17921.70,-3.45,0.00,False
20230215,13:15,17959.00,17853.90,True,False,True,False,18033.80,74.80,0.42,17905.05,-53.95,-0.3,0.00,0.00,0.0,0.00,0.00,0.0,18019.80,60.80,0.00,False
20230216,13:15,18134.00,18052.75,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,18001.05,51.70,0.29,18100.75,-48.00,-0.27,18005.90,0.00,46.85,False
20230217,13:15,18033.70,17912.84,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17885.95,26.89,0.15,17953.34,-40.50,-0.23,17943.34,0.00,-30.50,False
20230220,13:15,18003.95,17883.55,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17818.75,64.80,0.36,17907.09,-23.54,-0.13,17848.05,0.00,35.50,False
20230221,13:15,17924.40,17818.00,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17800.59,17.41,0.1,17891.15,-73.15,-0.41,17838.25,0.00,-20.25,False
20230222,13:15,17771.84,17606.65,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17529.55,77.10,0.44,17616.34,-9.69,-0.06,17548.30,0.00,58.35,False
20230223,13:15,17619.40,17456.70,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17515.40,0.00,0.00,True
20230224,13:15,17599.75,17423.65,False,True,False,False,0.00,0.00,0.0,0.00,0.00,0.0,17422.55,1.10,0.01,17485.45,-61.80,-0.35,17466.40,0.00,-42.75,False
20230227,13:15,17450.75,17300.09,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17405.55,0.00,0.00,True
20230228,13:15,17440.20,17339.95,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17255.90,84.05,0.48,17360.90,-20.95,-0.12,17312.40,0.00,27.55,False
20230301,13:15,17441.20,17353.45,True,False,True,False,17467.50,26.30,0.15,17401.80,-39.40,-0.23,0.00,0.00,0.0,0.00,0.00,0.0,17453.40,12.20,0.00,False
20230302,13:15,17444.55,17344.45,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17306.50,37.95,0.22,17368.15,-23.70,-0.14,17314.59,0.00,29.86,False
20230303,13:15,17578.45,17430.50,True,False,True,False,17644.70,66.25,0.38,17564.25,-14.20,-0.08,0.00,0.00,0.0,0.00,0.00,0.0,17591.20,12.75,0.00,False
20230306,13:15,17798.34,17680.34,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17721.65,0.00,0.00,True
20230308,13:15,17711.70,17603.55,True,False,True,False,17766.40,54.70,0.31,17672.30,-39.40,-0.22,0.00,0.00,0.0,0.00,0.00,0.0,17754.30,42.60,0.00,False
20230309,13:15,17772.05,17644.84,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17574.70,70.14,0.4,17670.95,-26.11,-0.15,17583.55,0.00,61.29,False
20230310,13:15,17443.80,17326.00,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17415.50,0.00,0.00,True
20230313,13:15,17529.05,17258.34,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,17114.75,143.59,0.83,17294.70,-36.36,-0.21,17186.75,0.00,71.59,False
20230314,13:15,17224.09,17022.65,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16987.50,35.15,0.21,17075.95,-53.30,-0.31,17062.45,0.00,-39.80,False
20230315,13:15,17210.59,17042.20,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16940.34,101.86,0.6,17081.34,-39.14,-0.23,16968.40,0.00,73.80,False
20230316,13:15,17046.15,16850.40,True,False,True,False,17062.20,16.05,0.09,16937.20,-108.95,-0.64,0.00,0.00,0.0,0.00,0.00,0.0,17005.50,-40.65,0.00,False
20230317,13:15,17144.40,16958.45,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17120.40,0.00,0.00,True
20230320,13:15,17066.59,16830.75,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17002.80,0.00,0.00,True
20230321,13:15,17105.95,17016.65,True,False,True,False,17127.09,21.14,0.12,17065.55,-40.40,-0.24,0.00,0.00,0.0,0.00,0.00,0.0,17106.00,0.05,0.00,False
20230322,13:15,17207.15,17108.80,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17151.40,0.00,0.00,True
20230323,13:15,17205.05,17046.09,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,17065.75,0.00,0.00,True
20230324,13:15,17108.55,16995.40,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16918.50,76.90,0.45,17091.59,-96.19,-0.57,16933.70,0.00,61.70,False
20230327,13:15,17061.20,16919.40,True,False,True,False,17090.75,29.55,0.17,16953.95,-107.25,-0.63,0.00,0.00,0.0,0.00,0.00,0.0,16961.25,-99.95,0.00,False
20230328,13:15,17061.50,16930.34,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16914.20,16.14,0.1,16985.65,-55.31,-0.33,16964.90,0.00,-34.56,False
20230329,13:15,17048.55,16941.15,True,False,True,False,17125.90,77.35,0.45,16988.09,-60.46,-0.35,0.00,0.00,0.0,0.00,0.00,0.0,17117.34,68.79,0.00,False
