Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20160101,13:45,17010.85,16824.05,True,False,True,False,17067.45,56.60,0.33,16992.40,-18.45,-0.11,0.00,0.00,0.0,0.00,0.00,0.0,17041.15,30.30,0.00,False
20160104,13:45,16959.45,16621.95,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16575.45,46.50,0.28,16651.60,-29.65,-0.18,16613.25,0.00,8.70,False
20160105,13:45,16670.20,16474.85,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,16535.85,0.00,0.00,True
20160106,13:45,16614.95,16456.45,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16377.65,78.80,0.48,16588.20,-131.75,-0.8,16436.15,0.00,20.30,False
20160107,13:45,16255.60,16067.80,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,16049.75,18.05,0.11,16158.30,-90.50,-0.56,16056.20,0.00,11.60,False
20160108,13:45,16229.00,16104.10,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,16160.65,0.00,0.00,True
20160111,13:45,16054.70,15840.60,True,False,True,False,16156.80,102.10,0.64,15985.80,-68.90,-0.43,0.00,0.00,0.0,0.00,0.00,0.0,16027.85,-26.85,0.00,False
20160112,13:45,16073.30,15728.25,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,15699.40,28.85,0.18,15834.25,-106.00,-0.67,15736.90,0.00,-8.65,False
20160113,13:45,15932.60,15532.25,True,False,True,False,15956.25,23.65,0.15,15672.25,-260.35,-1.63,0.00,0.00,0.0,0.00,0.00,0.0,15840.60,-92.00,0.00,False
20160114,13:45,15803.20,15453.40,False,False,False,False,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.0,15600.55,0.00,0.00,True
