Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20130101,11:45,5953.40,5935.20,True,False,True,False,5963.90,10.50,5944.70,-8.70,5935.20,0.00,5935.20,0.00,5951.05,-2.35,-15.85
20130102,11:45,6005.80,5982.00,True,False,True,False,6006.05,0.25,5986.90,-18.90,5982.00,0.00,5982.00,0.00,5992.10,-13.70,-10.10
20130103,11:45,6017.00,5986.55,False,False,False,False,6017.00,0.00,6017.00,0.00,5986.55,0.00,5986.55,0.00,6007.40,-9.60,-20.85
20130104,11:45,6007.35,5982.70,True,True,True,False,6020.75,13.40,5981.55,-25.80,5981.55,1.15,6020.75,-38.05,6014.25,6.90,-31.55
20130107,11:45,6039.25,6005.75,False,True,False,True,6039.25,0.00,6039.25,0.00,5978.35,27.40,6015.35,-9.60,5982.25,-57.00,23.50
20130108,11:45,5990.65,5967.70,True,True,True,True,6007.05,16.40,5964.40,-26.25,5964.40,3.30,6007.05,-39.35,6001.55,10.90,-33.85
20130109,11:45,6020.10,6005.20,False,True,False,True,6020.10,0.00,6020.10,0.00,5958.45,46.75,6013.05,-7.85,5972.35,-47.75,32.85
20130110,11:45,6005.15,5968.20,False,True,False,True,6005.15,0.00,6005.15,0.00,5947.30,20.90,5979.90,-11.70,5963.20,-41.95,5.00
20130111,11:45,6018.85,5975.55,False,True,False,True,6018.85,0.00,6018.85,0.00,5940.60,34.95,5991.50,-15.95,5942.95,-75.90,32.60
20130114,11:45,6002.45,5962.15,True,False,True,False,6035.00,32.55,5987.85,-14.60,5962.15,0.00,5962.15,0.00,6032.80,30.35,-70.65
20130115,11:45,6044.60,6023.20,True,True,True,True,6068.50,23.90,6018.60,-26.00,6018.60,4.60,6068.50,-45.30,6057.65,13.05,-34.45
20130116,11:45,6055.95,6031.25,False,True,False,True,6055.95,0.00,6055.95,0.00,5992.05,39.20,6040.60,-9.35,5998.25,-57.70,33.00
20130117,11:45,6029.45,5988.10,True,False,True,False,6053.20,23.75,6016.65,-12.80,5988.10,0.00,5988.10,0.00,6036.45,7.00,-48.35
20130118,11:45,6083.40,6059.20,False,True,False,True,6083.40,0.00,6083.40,0.00,6048.30,10.90,6078.45,-19.25,6059.75,-23.65,-0.55
20130121,11:45,6094.35,6067.60,False,True,False,True,6094.35,0.00,6094.35,0.00,6065.10,2.50,6091.90,-24.30,6081.60,-12.75,-14.00
20130122,11:45,6101.30,6078.80,False,True,False,True,6101.30,0.00,6101.30,0.00,6040.50,38.30,6096.00,-17.20,6043.60,-57.70,35.20
20130123,11:45,6069.80,6049.40,False,True,False,True,6069.80,0.00,6069.80,0.00,6021.15,28.25,6064.80,-15.40,6060.60,-9.20,-11.20
20130124,11:45,6065.30,6007.85,False,False,False,False,6065.30,0.00,6065.30,0.00,6007.85,0.00,6007.85,0.00,6022.85,-42.45,-15.00
20130125,11:45,6036.35,6014.45,True,False,True,False,6079.95,43.60,6026.80,-9.55,6014.45,0.00,6014.45,0.00,6077.85,41.50,-63.40
20130128,11:45,6088.40,6065.65,False,True,False,True,6088.40,0.00,6088.40,0.00,6061.40,4.25,6083.05,-17.40,6073.95,-14.45,-8.30
20130129,11:45,6111.80,6056.15,False,True,False,True,6111.80,0.00,6111.80,0.00,6042.45,13.70,6110.85,-54.70,6043.60,-68.20,12.55
