Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20120102,11:45,4645.95,4603.15,False,True,False,True,4645.95,0.00,4645.95,0.00,4588.05,15.10,4643.40,-40.25,4636.90,-9.05,-33.75
20120103,11:45,4733.25,4676.40,True,False,True,False,4773.10,39.85,4722.75,-10.50,4676.40,0.00,4676.40,0.00,4760.75,27.50,-84.35
20120104,11:45,4780.55,4744.10,True,True,True,True,4782.85,2.30,4728.85,-51.70,4728.85,15.25,4782.85,-38.75,4742.35,-38.20,1.75
20120105,11:45,4774.90,4745.50,True,True,True,True,4779.80,4.90,4730.15,-44.75,4730.15,15.35,4779.80,-34.30,4747.00,-27.90,-1.50
20120106,11:45,4740.50,4686.85,True,False,True,False,4794.90,54.40,4693.55,-46.95,4686.85,0.00,4686.85,0.00,4758.95,18.45,-72.10
20120107,11:45,4759.40,4745.80,False,True,False,True,4759.40,0.00,4759.40,0.00,4743.05,2.75,4756.10,-10.30,4746.90,-12.50,-1.10
20120109,11:45,4743.90,4695.45,True,False,True,False,4758.70,14.80,4711.35,-32.55,4695.45,0.00,4695.45,0.00,4746.70,2.80,-51.25
20120110,11:45,4827.95,4768.25,True,False,True,False,4855.90,27.95,4812.75,-15.20,4768.25,0.00,4768.25,0.00,4849.50,21.55,-81.25
20120111,11:45,4865.90,4841.60,True,False,True,False,4877.20,11.30,4842.25,-23.65,4841.60,0.00,4841.60,0.00,4859.95,-5.95,-18.35
20120112,11:45,4869.00,4833.50,False,True,False,True,4869.00,0.00,4869.00,0.00,4803.90,29.60,4857.90,-24.40,4837.80,-31.20,-4.30
20120113,11:45,4868.35,4834.20,True,False,True,False,4898.85,30.50,4838.35,-30.00,4834.20,0.00,4834.20,0.00,4871.30,2.95,-37.10
20120116,11:45,4852.05,4827.05,True,False,True,False,4880.75,28.70,4831.10,-20.95,4827.05,0.00,4827.05,0.00,4877.85,25.80,-50.80
20120117,11:45,4955.25,4904.00,True,False,True,False,4975.55,20.30,4948.25,-7.00,4904.00,0.00,4904.00,0.00,4962.60,7.35,-58.60
20120118,11:45,4980.65,4945.65,False,True,False,True,4980.65,0.00,4980.65,0.00,4931.05,14.60,4966.65,-21.00,4954.45,-26.20,-8.80
20120119,11:45,5014.85,4991.40,True,False,True,False,5023.80,8.95,4994.70,-20.15,4991.40,0.00,4991.40,0.00,5014.75,-0.10,-23.35
20120120,11:45,5054.50,5025.30,True,True,True,True,5064.15,9.65,5004.30,-50.20,5004.30,21.00,5064.15,-38.85,5047.10,-7.40,-21.80
20120123,11:45,5059.55,5021.35,False,False,False,False,5059.55,0.00,5059.55,0.00,5021.35,0.00,5021.35,0.00,5042.90,-16.65,-21.55
20120124,11:45,5116.70,5049.80,True,False,True,False,5141.05,24.35,5110.55,-6.15,5049.80,0.00,5049.80,0.00,5116.00,-0.70,-66.20
20120125,11:45,5160.30,5130.25,True,False,True,False,5174.15,13.85,5142.25,-18.05,5130.25,0.00,5130.25,0.00,5153.20,-7.10,-22.95
20120127,11:45,5217.00,5162.40,False,False,False,False,5217.00,0.00,5217.00,0.00,5162.40,0.00,5162.40,0.00,5201.25,-15.75,-38.85
20120130,11:45,5166.15,5128.80,False,True,False,True,5166.15,0.00,5166.15,0.00,5076.70,52.10,5140.40,-11.60,5084.15,-82.00,44.65
20120131,11:45,5156.65,5120.15,True,False,True,False,5215.40,58.75,5139.25,-17.40,5120.15,0.00,5120.15,0.00,5203.55,46.90,-83.40
20120201,11:45,5198.35,5167.80,True,True,True,True,5244.60,46.25,5159.00,-39.35,5159.00,8.80,5244.60,-76.80,5243.65,45.30,-75.85
20120202,11:45,5289.95,5225.75,False,False,False,False,5289.95,0.00,5289.95,0.00,5225.75,0.00,5225.75,0.00,5267.05,-22.90,-41.30
20120203,11:45,5279.45,5255.55,True,False,True,False,5334.85,55.40,5266.00,-13.45,5255.55,0.00,5255.55,0.00,5317.15,37.70,-61.60
20120206,11:45,5390.05,5351.50,False,True,False,True,5390.05,0.00,5390.05,0.00,5327.25,24.25,5379.15,-27.65,5365.40,-24.65,-13.90
20120207,11:45,5413.35,5356.35,False,True,False,True,5413.35,0.00,5413.35,0.00,5322.95,33.40,5387.25,-30.90,5337.00,-76.35,19.35
20120208,11:45,5388.70,5335.75,True,True,True,True,5396.90,8.20,5325.20,-63.50,5325.20,10.55,5396.90,-61.15,5370.85,-17.85,-35.10
20120209,11:45,5365.70,5338.90,True,False,True,False,5423.40,57.70,5342.00,-23.70,5338.90,0.00,5338.90,0.00,5419.70,54.00,-80.80
20120210,11:45,5427.75,5390.20,False,True,False,True,5427.75,0.00,5427.75,0.00,5341.05,49.15,5400.00,-9.80,5372.20,-55.55,18.00
20120213,11:45,5392.95,5359.45,True,True,True,True,5421.05,28.10,5351.40,-41.55,5351.40,8.05,5421.05,-61.60,5383.80,-9.15,-24.35
