Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20150101,11:45,8278.20,8248.75,True,False,True,False,8294.70,16.50,8262.00,-16.20,8248.75,0.00,8248.75,0.00,8285.60,7.40,-36.85
20150102,11:45,8387.80,8293.25,True,False,True,False,8410.60,22.80,8375.10,-12.70,8293.25,0.00,8293.25,0.00,8405.25,17.45,-112.00
20150105,11:45,8445.60,8389.85,False,True,False,True,8445.60,0.00,8445.60,0.00,8363.90,25.95,8413.95,-24.10,8378.60,-67.00,11.25
20150106,11:45,8327.85,8193.35,False,True,False,True,8327.85,0.00,8327.85,0.00,8111.35,82.00,8227.95,-34.60,8126.60,-201.25,66.75
20150107,11:45,8151.20,8084.10,False,True,False,True,8151.20,0.00,8151.20,0.00,8065.45,18.65,8137.85,-53.75,8115.10,-36.10,-31.00
20150108,11:45,8209.85,8167.30,True,False,True,False,8243.50,33.65,8189.10,-20.75,8167.30,0.00,8167.30,0.00,8234.25,24.40,-66.95
20150109,11:45,8303.30,8250.20,False,True,False,True,8303.30,0.00,8303.30,0.00,8190.80,59.40,8296.35,-46.15,8283.05,-20.25,-32.85
20150112,11:45,8297.65,8245.60,True,False,True,False,8332.60,34.95,8252.50,-45.15,8245.60,0.00,8245.60,0.00,8331.05,33.40,-85.45
20150113,11:45,8356.30,8321.85,True,True,True,True,8356.65,0.35,8267.90,-88.40,8267.90,53.95,8356.65,-34.80,8305.80,-50.50,16.05
20150114,11:45,8326.45,8278.55,False,True,False,True,8326.45,0.00,8326.45,0.00,8236.65,41.90,8301.90,-23.35,8288.10,-38.35,-9.55
20150115,11:45,8463.40,8380.55,True,False,True,False,8527.10,63.70,8451.75,-11.65,8380.55,0.00,8380.55,0.00,8467.30,3.90,-86.75
20150116,11:45,8510.50,8452.25,True,False,True,False,8526.15,15.65,8480.85,-29.65,8452.25,0.00,8452.25,0.00,8517.25,6.75,-65.00
20150119,11:45,8570.95,8538.85,False,True,False,True,8570.95,0.00,8570.95,0.00,8531.50,7.35,8568.25,-29.40,8550.40,-20.55,-11.55
20150120,11:45,8605.40,8574.50,True,False,True,False,8707.90,102.50,8596.20,-9.20,8574.50,0.00,8574.50,0.00,8694.00,88.60,-119.50
20150121,11:45,8741.85,8689.60,False,False,False,False,8741.85,0.00,8741.85,0.00,8689.60,0.00,8689.60,0.00,8733.65,-8.20,-44.05
20150122,11:45,8772.70,8734.90,True,True,True,True,8774.15,1.45,8727.00,-45.70,8727.00,7.90,8774.15,-39.25,8768.10,-4.60,-33.20
20150123,11:45,8866.40,8795.40,False,False,False,False,8866.40,0.00,8866.40,0.00,8795.40,0.00,8795.40,0.00,8829.15,-37.25,-33.75
20150127,11:45,8878.20,8825.85,True,True,True,False,8925.05,46.85,8825.45,-52.75,8825.45,0.40,8925.05,-99.20,8910.05,31.85,-84.20
20150128,11:45,8958.20,8889.10,True,True,True,True,8985.05,26.85,8874.05,-84.15,8874.05,15.05,8985.05,-95.95,8912.55,-45.65,-23.45
20150129,11:45,8902.05,8861.25,True,False,True,False,8966.65,64.60,8871.35,-30.70,8861.25,0.00,8861.25,0.00,8952.15,50.10,-90.90
20150130,11:45,8996.55,8820.00,False,True,False,True,8996.55,0.00,8996.55,0.00,8775.10,44.90,8858.25,-38.25,8817.85,-178.70,2.15
20150202,11:45,8808.10,8772.15,True,True,True,True,8840.80,32.70,8751.10,-57.00,8751.10,21.05,8840.80,-68.65,8800.85,-7.25,-28.70
20150203,11:45,8837.30,8768.20,False,True,False,True,8837.30,0.00,8837.30,0.00,8726.65,41.55,8795.80,-27.60,8744.25,-93.05,23.95
20150204,11:45,8792.85,8716.40,False,True,False,True,8792.85,0.00,8792.85,0.00,8704.40,12.00,8780.30,-63.90,8706.95,-85.90,9.45
20150205,11:45,8768.30,8705.05,True,True,True,True,8838.45,70.15,8683.65,-84.65,8683.65,21.40,8838.45,-133.40,8694.70,-73.60,10.35
20150206,11:45,8726.20,8661.65,False,True,False,True,8726.20,0.00,8726.20,0.00,8645.55,16.10,8716.10,-54.45,8666.70,-59.50,-5.05
20150209,11:45,8605.55,8547.30,False,True,False,True,8605.55,0.00,8605.55,0.00,8516.55,30.75,8592.90,-45.60,8520.15,-85.40,27.15
20150210,11:45,8646.25,8470.50,False,False,False,False,8646.25,0.00,8646.25,0.00,8470.50,0.00,8470.50,0.00,8565.55,-80.70,-95.05
20150211,11:45,8631.20,8593.65,True,False,True,False,8651.95,20.75,8602.15,-29.05,8593.65,0.00,8593.65,0.00,8632.40,1.20,-38.75
20150212,11:45,8681.40,8599.25,True,False,True,False,8726.30,44.90,8601.50,-79.90,8599.25,0.00,8599.25,0.00,8722.95,41.55,-123.70
20150213,11:45,8766.80,8729.65,True,False,True,False,8822.10,55.30,8748.75,-18.05,8729.65,0.00,8729.65,0.00,8800.35,33.55,-70.70
20150216,11:45,8870.10,8815.25,False,True,False,True,8870.10,0.00,8870.10,0.00,8793.40,21.85,8855.80,-40.55,8807.35,-62.75,7.90
20150218,11:45,8862.20,8808.90,True,False,True,False,8894.30,32.10,8834.90,-27.30,8808.90,0.00,8808.90,0.00,8861.85,-0.35,-52.95
20150219,11:45,8902.90,8809.60,True,True,True,True,8913.45,10.55,8794.45,-108.45,8794.45,15.15,8913.45,-103.85,8898.75,-4.15,-89.15
20150220,11:45,8899.95,8816.30,False,False,False,False,8899.95,0.00,8899.95,0.00,8816.30,0.00,8816.30,0.00,8828.50,-71.45,-12.20
20150223,11:45,8869.00,8835.30,False,True,False,True,8869.00,0.00,8869.00,0.00,8736.10,99.20,8856.10,-20.80,8738.60,-130.40,96.70
20150224,11:45,8777.40,8736.90,True,True,True,True,8800.50,23.10,8726.75,-50.65,8726.75,10.15,8800.50,-63.60,8760.65,-16.75,-23.75
20150225,11:45,8840.65,8798.00,False,True,False,True,8840.65,0.00,8840.65,0.00,8751.40,46.60,8832.80,-34.80,8766.45,-74.20,31.55
20150226,11:45,8786.05,8731.70,False,True,False,True,8786.05,0.00,8786.05,0.00,8669.45,62.25,8751.50,-19.80,8680.65,-105.40,51.05
20150227,11:45,8768.90,8717.45,True,False,True,False,8856.95,88.05,8755.80,-13.10,8717.45,0.00,8717.45,0.00,8846.70,77.80,-129.25
20150228,11:45,8930.65,8858.05,True,True,True,True,8941.10,10.45,8751.35,-179.30,8751.35,106.70,8941.10,-83.05,8928.80,-1.85,-70.75
20150302,11:45,8972.35,8890.50,False,True,False,False,8972.35,0.00,8972.35,0.00,8885.45,5.05,8969.90,-79.40,8960.85,-11.50,-70.35
20150303,11:45,8969.80,8925.55,True,False,True,False,9008.40,38.60,8943.20,-26.60,8925.55,0.00,8925.55,0.00,8998.40,28.60,-72.85
20150304,11:45,9119.20,9045.20,False,True,False,True,9119.20,0.00,9119.20,0.00,8893.95,151.25,9062.15,-16.95,8916.05,-203.15,129.15
20150305,11:45,8949.05,8891.15,True,True,True,True,8957.55,8.50,8849.35,-99.70,8849.35,41.80,8957.55,-66.40,8941.95,-7.10,-50.80
20150309,11:45,8891.30,8800.90,False,True,False,True,8891.30,0.00,8891.30,0.00,8742.50,58.40,8829.80,-28.90,8747.10,-144.20,53.80
20150310,11:45,8778.00,8724.10,False,True,False,True,8778.00,0.00,8778.00,0.00,8677.35,46.75,8765.95,-41.85,8719.25,-58.75,4.85
20150311,11:45,8747.05,8686.35,True,True,True,False,8755.60,8.55,8682.35,-64.70,8682.35,4.00,8755.60,-69.25,8698.00,-49.05,-11.65
20150312,11:45,8773.60,8732.90,True,False,True,False,8787.20,13.60,8744.00,-29.60,8732.90,0.00,8732.90,0.00,8775.20,1.60,-42.30
20150313,11:45,8849.75,8675.40,False,True,False,True,8849.75,0.00,8849.75,0.00,8631.75,43.65,8702.80,-27.40,8660.55,-189.20,14.85
20150316,11:45,8663.55,8619.60,False,True,False,True,8663.55,0.00,8663.55,0.00,8612.00,7.60,8660.80,-41.20,8638.60,-24.95,-19.00
20150317,11:45,8738.45,8665.15,True,True,True,True,8742.55,4.10,8630.80,-107.65,8630.80,34.35,8742.55,-77.40,8726.25,-12.20,-61.10
20150318,11:45,8747.25,8681.35,False,True,False,True,8747.25,0.00,8747.25,0.00,8664.00,17.35,8733.25,-51.90,8679.75,-67.50,1.60
20150319,11:45,8788.20,8723.80,False,True,False,True,8788.20,0.00,8788.20,0.00,8614.65,109.15,8754.85,-31.05,8626.00,-162.20,97.80
20150320,11:45,8626.85,8575.15,False,True,False,True,8626.85,0.00,8626.85,0.00,8553.00,22.15,8612.95,-37.80,8578.15,-48.70,-3.00
20150323,11:45,8608.35,8559.70,False,True,False,True,8608.35,0.00,8608.35,0.00,8540.55,19.15,8595.15,-35.45,8550.20,-58.15,9.50
20150324,11:45,8602.95,8536.45,True,True,True,False,8627.75,24.80,8535.85,-67.10,8535.85,0.60,8627.75,-91.30,8547.25,-55.70,-10.80
20150325,11:45,8573.75,8539.30,False,True,False,True,8573.75,0.00,8573.75,0.00,8517.15,22.15,8553.65,-14.35,8521.80,-51.95,17.50
20150326,11:45,8499.45,8459.65,False,True,False,True,8499.45,0.00,8499.45,0.00,8325.35,134.30,8462.05,-2.40,8372.25,-127.20,87.40
20150327,11:45,8413.20,8335.55,False,True,False,True,8413.20,0.00,8413.20,0.00,8269.15,66.40,8366.35,-30.80,8342.70,-70.50,-7.15
20150330,11:45,8432.65,8380.75,True,False,True,False,8503.50,70.85,8398.95,-33.70,8380.75,0.00,8380.75,0.00,8501.00,68.35,-120.25
20150331,11:45,8530.60,8499.85,True,True,True,True,8550.45,19.85,8454.15,-76.45,8454.15,45.70,8550.45,-50.60,8486.10,-44.50,13.75
20150401,11:45,8497.65,8464.75,True,False,True,False,8603.40,105.75,8480.20,-17.45,8464.75,0.00,8464.75,0.00,8594.10,96.45,-129.35
20150406,11:45,8619.15,8573.75,True,False,True,False,8667.55,48.40,8576.80,-42.35,8573.75,0.00,8573.75,0.00,8657.65,38.50,-83.90
20150407,11:45,8693.60,8613.40,False,True,False,True,8693.60,0.00,8693.60,0.00,8586.85,26.55,8683.25,-69.85,8682.55,-11.05,-69.15
20150408,11:45,8716.30,8679.80,True,False,True,False,8730.50,14.20,8695.85,-20.45,8679.80,0.00,8679.80,0.00,8717.15,0.85,-37.35
20150409,11:45,8759.90,8682.45,True,False,True,False,8785.50,25.60,8700.90,-59.00,8682.45,0.00,8682.45,0.00,8774.50,14.60,-92.05
20150410,11:45,8781.40,8739.70,True,True,True,False,8787.40,6.00,8733.60,-47.80,8733.60,6.10,8787.40,-47.70,8774.05,-7.35,-34.35
20150413,11:45,8803.70,8762.10,True,False,True,False,8841.65,37.95,8785.70,-18.00,8762.10,0.00,8762.10,0.00,8829.20,25.50,-67.10
20150415,11:45,8844.80,8795.60,False,True,False,True,8844.80,0.00,8844.80,0.00,8722.40,73.20,8837.40,-41.80,8732.80,-112.00,62.80
20150416,11:45,8760.00,8684.15,False,True,False,True,8760.00,0.00,8760.00,0.00,8645.65,38.50,8724.15,-40.00,8699.90,-60.10,-15.75
20150417,11:45,8699.85,8638.25,False,True,False,True,8699.85,0.00,8699.85,0.00,8596.70,41.55,8663.10,-24.85,8603.50,-96.35,34.75
20150420,11:45,8619.95,8529.15,False,True,False,True,8619.95,0.00,8619.95,0.00,8422.75,106.40,8562.85,-33.70,8444.50,-175.45,84.65
20150421,11:45,8469.35,8382.65,False,True,False,True,8469.35,0.00,8469.35,0.00,8352.70,29.95,8462.60,-79.95,8392.70,-76.65,-10.05
20150422,11:45,8423.20,8367.75,True,True,True,True,8449.95,26.75,8284.70,-138.50,8284.70,83.05,8449.95,-82.20,8432.70,9.50,-64.95
20150423,11:45,8504.95,8389.95,False,True,False,True,8504.95,0.00,8504.95,0.00,8361.85,28.10,8455.85,-65.90,8387.05,-117.90,2.90
20150424,11:45,8413.30,8319.45,False,True,False,True,8413.30,0.00,8413.30,0.00,8273.35,46.10,8364.60,-45.15,8320.65,-92.65,-1.20
20150427,11:45,8334.45,8221.05,False,True,False,True,8334.45,0.00,8334.45,0.00,8206.25,14.80,8274.45,-53.40,8209.50,-124.95,11.55
20150428,11:45,8264.25,8185.15,True,False,True,False,8308.00,43.75,8190.05,-74.20,8185.15,0.00,8185.15,0.00,8267.25,3.00,-82.10
20150429,11:45,8291.40,8219.20,True,False,True,False,8308.20,16.80,8228.45,-62.95,8219.20,0.00,8219.20,0.00,8232.10,-59.30,-12.90
20150430,11:45,8229.40,8147.45,False,True,False,False,8229.40,0.00,8229.40,0.00,8144.75,2.70,8211.65,-64.20,8199.65,-29.75,-52.20
20150504,11:45,8292.65,8220.45,True,False,True,False,8346.00,53.35,8261.00,-31.65,8220.45,0.00,8220.45,0.00,8344.05,51.40,-123.60
20150505,11:45,8355.65,8299.20,False,True,False,True,8355.65,0.00,8355.65,0.00,8280.60,18.60,8342.45,-43.25,8323.60,-32.05,-24.40
20150506,11:45,8331.95,8138.00,False,True,False,True,8331.95,0.00,8331.95,0.00,8083.00,55.00,8154.45,-16.45,8092.05,-239.90,45.95
20150507,11:45,8122.60,8034.50,False,True,False,True,8122.60,0.00,8122.60,0.00,7997.15,37.35,8085.40,-50.90,8049.70,-72.90,-15.20
20150508,11:45,8178.25,8123.45,True,False,True,False,8224.95,46.70,8164.95,-13.30,8123.45,0.00,8123.45,0.00,8185.95,7.70,-62.50
20150511,11:45,8314.65,8224.65,True,False,True,False,8332.75,18.10,8287.45,-27.20,8224.65,0.00,8224.65,0.00,8324.05,9.40,-99.40
20150512,11:45,8326.65,8158.75,False,True,False,True,8326.65,0.00,8326.65,0.00,8115.30,43.45,8176.30,-17.55,8129.65,-197.00,29.10
20150513,11:45,8254.95,8089.80,False,False,False,False,8254.95,0.00,8254.95,0.00,8089.80,0.00,8089.80,0.00,8235.85,-19.10,-146.05
20150514,11:45,8232.80,8137.30,True,False,True,False,8236.25,3.45,8157.80,-75.00,8137.30,0.00,8137.30,0.00,8223.90,-8.90,-86.60
20150515,11:45,8279.20,8212.20,False,False,False,False,8279.20,0.00,8279.20,0.00,8212.20,0.00,8212.20,0.00,8257.80,-21.40,-45.60
20150518,11:45,8322.35,8271.95,True,False,True,False,8384.60,62.25,8289.50,-32.85,8271.95,0.00,8271.95,0.00,8377.15,54.80,-105.20
20150519,11:45,8378.15,8335.20,True,True,True,False,8427.80,49.65,8335.00,-43.15,8335.00,0.20,8427.80,-92.60,8357.70,-20.45,-22.50
20150520,11:45,8440.35,8391.45,False,False,False,False,8440.35,0.00,8440.35,0.00,8391.45,0.00,8391.45,0.00,8417.40,-22.95,-25.95
20150521,11:45,8446.35,8382.50,False,False,False,False,8446.35,0.00,8446.35,0.00,8382.50,0.00,8382.50,0.00,8421.30,-25.05,-38.80
20150522,11:45,8474.20,8420.60,True,False,True,False,8489.55,15.35,8444.15,-30.05,8420.60,0.00,8420.60,0.00,8451.00,-23.20,-30.40
20150525,11:45,8441.95,8414.95,False,True,False,True,8441.95,0.00,8441.95,0.00,8364.15,50.80,8435.05,-20.10,8372.55,-69.40,42.40
20150526,11:45,8378.90,8337.50,False,True,False,True,8378.90,0.00,8378.90,0.00,8320.05,17.45,8358.65,-21.15,8351.50,-27.40,-14.00
20150527,11:45,8334.85,8277.95,True,False,True,False,8342.85,8.00,8307.00,-27.85,8277.95,0.00,8277.95,0.00,8338.55,3.70,-60.60
20150528,11:45,8364.50,8310.35,False,True,False,True,8364.50,0.00,8364.50,0.00,8270.15,40.20,8328.80,-18.45,8320.55,-43.95,-10.20
20150529,11:45,8420.75,8305.70,True,False,True,False,8443.90,23.15,8369.05,-51.70,8305.70,0.00,8305.70,0.00,8437.60,16.85,-131.90
