Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20160101,11:45,7951.85,7909.80,True,False,True,False,7972.55,20.70,7924.50,-27.35,7909.80,0.00,7909.80,0.00,7960.00,8.15,-50.20
20160104,11:45,7937.55,7829.30,False,True,False,True,7937.55,0.00,7937.55,0.00,7781.10,48.20,7840.90,-11.60,7790.75,-146.80,38.55
20160105,11:45,7831.20,7763.25,False,False,False,False,7831.20,0.00,7831.20,0.00,7763.25,0.00,7763.25,0.00,7781.30,-49.90,-18.05
20160106,11:45,7797.25,7759.20,True,True,True,True,7800.95,3.70,7721.20,-76.05,7721.20,38.00,7800.95,-41.75,7736.20,-61.05,23.00
20160107,11:45,7674.95,7596.35,False,True,False,True,7674.95,0.00,7674.95,0.00,7556.60,39.75,7607.60,-11.25,7566.40,-108.55,29.95
20160108,11:45,7634.10,7581.05,False,False,False,False,7634.10,0.00,7634.10,0.00,7581.05,0.00,7581.05,0.00,7603.40,-30.70,-22.35
20160111,11:45,7557.75,7494.35,True,False,True,False,7605.10,47.35,7528.45,-29.30,7494.35,0.00,7494.35,0.00,7565.55,7.80,-71.20
20160112,11:45,7588.30,7508.80,False,True,False,True,7588.30,0.00,7588.30,0.00,7487.80,21.00,7525.65,-16.85,7512.75,-75.55,-3.95
20160113,11:45,7585.95,7453.20,True,True,True,True,7590.95,5.00,7425.80,-160.15,7425.80,27.40,7590.95,-137.75,7550.70,-35.25,-97.50
20160114,11:45,7535.75,7443.80,True,False,True,False,7604.80,69.05,7514.50,-21.25,7443.80,0.00,7443.80,0.00,7538.60,2.85,-94.80
20160115,11:45,7566.50,7502.80,False,True,False,True,7566.50,0.00,7566.50,0.00,7427.30,75.50,7543.60,-40.80,7434.55,-131.95,68.25
20160118,11:45,7463.65,7383.35,False,True,False,True,7463.65,0.00,7463.65,0.00,7336.40,46.95,7432.50,-49.15,7349.60,-114.05,33.75
20160119,11:45,7424.40,7364.15,True,False,True,False,7462.75,38.35,7406.00,-18.40,7364.15,0.00,7364.15,0.00,7437.55,13.15,-73.40
20160120,11:45,7470.90,7291.50,False,True,False,True,7470.90,0.00,7470.90,0.00,7241.50,50.00,7317.10,-25.60,7313.70,-157.20,-22.20
20160121,11:45,7398.70,7279.30,False,True,False,True,7398.70,0.00,7398.70,0.00,7250.00,29.30,7329.10,-49.80,7280.60,-118.10,-1.30
20160122,11:45,7414.55,7327.60,True,False,True,False,7433.40,18.85,7393.60,-20.95,7327.60,0.00,7327.60,0.00,7424.80,10.25,-97.20
20160125,11:45,7487.15,7447.85,False,True,False,True,7487.15,0.00,7487.15,0.00,7421.20,26.65,7466.15,-18.30,7436.55,-50.60,11.30
20160127,11:45,7476.05,7419.70,True,False,True,False,7477.90,1.85,7422.55,-53.50,7419.70,0.00,7419.70,0.00,7434.25,-41.80,-14.55
20160128,11:45,7447.35,7409.60,True,False,True,False,7468.85,21.50,7417.15,-30.20,7409.60,0.00,7409.60,0.00,7423.30,-24.05,-13.70
20160129,11:45,7501.45,7402.80,True,False,True,False,7575.65,74.20,7492.45,-9.00,7402.80,0.00,7402.80,0.00,7562.95,61.50,-160.15
20160201,11:45,7600.45,7556.80,False,True,False,True,7600.45,0.00,7600.45,0.00,7541.25,15.55,7591.65,-34.85,7552.90,-47.55,3.90
20160202,11:45,7568.55,7508.90,True,True,True,True,7576.30,7.75,7428.05,-140.50,7428.05,80.85,7576.30,-67.40,7440.65,-127.90,68.25
20160203,11:45,7406.10,7362.65,True,True,True,True,7419.40,13.30,7350.30,-55.80,7350.30,12.35,7419.40,-56.75,7358.95,-47.15,3.70
20160204,11:45,7431.90,7382.55,True,True,True,True,7457.05,25.15,7365.95,-65.95,7365.95,16.60,7457.05,-74.50,7414.20,-17.70,-31.65
20160205,11:45,7485.00,7406.65,True,False,True,False,7501.70,16.70,7447.30,-37.70,7406.65,0.00,7406.65,0.00,7498.10,13.10,-91.45
20160208,11:45,7510.95,7463.95,True,True,True,True,7512.55,1.60,7363.20,-147.75,7363.20,100.75,7512.55,-48.60,7365.00,-145.95,98.95
20160209,11:45,7319.70,7275.15,True,False,True,False,7323.45,3.75,7277.80,-41.90,7275.15,0.00,7275.15,0.00,7301.40,-18.30,-26.25
20160210,11:45,7271.85,7213.50,False,True,False,True,7271.85,0.00,7271.85,0.00,7177.75,35.75,7256.80,-43.30,7221.95,-49.90,-8.45
20160211,11:45,7208.65,7133.85,False,True,False,True,7208.65,0.00,7208.65,0.00,6959.95,173.90,7145.15,-11.30,6969.60,-239.05,164.25
20160212,11:45,7026.75,6919.70,True,True,True,True,7034.80,8.05,6869.00,-157.75,6869.00,50.70,7034.80,-115.10,6969.40,-57.35,-49.70
20160215,11:45,7161.10,7056.80,True,False,True,False,7182.80,21.70,7138.95,-22.15,7056.80,0.00,7056.80,0.00,7153.35,-7.75,-96.55
20160216,11:45,7204.65,7110.90,False,True,False,True,7204.65,0.00,7204.65,0.00,7037.70,73.20,7140.50,-29.60,7041.45,-163.20,69.45
20160217,11:45,7059.75,6960.65,True,False,True,False,7122.55,62.80,6993.95,-65.80,6960.65,0.00,6960.65,0.00,7118.05,58.30,-157.40
