Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow
20110103,11:45,6178.55,6152.30,False,True,False,True,6178.55,0.00,6178.55,0.00,6147.20,5.10,6175.90,-23.60,6158.60,-19.95,-6.30
20110104,11:45,6181.05,6124.40,False,False,False,False,6181.05,0.00,6181.05,0.00,6124.40,0.00,6124.40,0.00,6141.50,-39.55,-17.10
20110105,11:45,6139.95,6093.85,False,True,False,True,6139.95,0.00,6139.95,0.00,6062.35,31.50,6117.85,-24.00,6077.35,-62.60,16.50
20110106,11:45,6116.15,6048.50,False,True,False,True,6116.15,0.00,6116.15,0.00,6022.30,26.20,6061.60,-13.10,6045.80,-70.35,2.70
20110107,11:45,6051.20,5976.50,False,True,False,True,6051.20,0.00,6051.20,0.00,5883.60,92.90,6008.10,-31.60,5888.10,-163.10,88.40
20110110,11:45,5907.25,5814.50,False,True,False,True,5907.25,0.00,5907.25,0.00,5740.95,73.55,5843.70,-29.20,5744.70,-162.55,69.80
20110111,11:45,5822.80,5754.90,True,True,True,True,5842.60,19.80,5698.20,-124.60,5698.20,56.70,5842.60,-87.70,5803.15,-19.65,-48.25
20110112,11:45,5815.75,5711.30,True,False,True,False,5874.20,58.45,5714.15,-101.60,5711.30,0.00,5711.30,0.00,5858.90,43.15,-147.60
20110113,11:45,5857.40,5809.50,True,True,True,True,5857.75,0.35,5736.70,-120.70,5736.70,72.80,5857.75,-48.25,5759.00,-98.40,50.50
20110114,11:45,5769.90,5695.35,True,True,True,True,5833.65,63.75,5639.65,-130.25,5639.65,55.70,5833.65,-138.30,5646.50,-123.40,48.85
20110117,11:45,5682.05,5624.15,True,False,True,False,5696.15,14.10,5636.00,-46.05,5624.15,0.00,5624.15,0.00,5656.20,-25.85,-32.05
20110118,11:45,5723.40,5671.25,True,False,True,False,5730.50,7.10,5678.15,-45.25,5671.25,0.00,5671.25,0.00,5724.60,1.20,-53.35
20110119,11:45,5747.65,5708.65,False,True,False,True,5747.65,0.00,5747.65,0.00,5662.55,46.10,5745.35,-36.70,5701.85,-45.80,6.80
20110120,11:45,5680.15,5644.40,True,True,True,True,5729.45,49.30,5634.50,-45.65,5634.50,9.90,5729.45,-85.05,5710.30,30.15,-65.90
20110121,11:45,5712.80,5682.60,True,True,True,True,5717.55,4.75,5674.50,-38.30,5674.50,8.10,5717.55,-34.95,5695.75,-17.05,-13.15
20110124,11:45,5750.75,5697.75,True,False,True,False,5756.00,5.25,5721.05,-29.70,5697.75,0.00,5697.75,0.00,5744.00,-6.75,-46.25
20110125,11:45,5801.55,5755.70,False,True,False,True,5801.55,0.00,5801.55,0.00,5680.65,75.05,5783.15,-27.45,5687.35,-114.20,68.35
20110127,11:45,5726.10,5662.55,False,True,False,True,5726.10,0.00,5726.10,0.00,5594.95,67.60,5679.45,-16.90,5605.65,-120.45,56.90
20110128,11:45,5614.40,5525.45,False,True,False,True,5614.40,0.00,5614.40,0.00,5459.55,65.90,5559.45,-34.00,5524.35,-90.05,1.10
20110131,11:45,5481.30,5416.65,True,False,True,False,5526.85,45.55,5443.50,-37.80,5416.65,0.00,5416.65,0.00,5505.55,24.25,-88.90
20110201,11:45,5539.15,5418.30,False,True,False,True,5539.15,0.00,5539.15,0.00,5403.05,15.25,5465.55,-47.25,5405.10,-134.05,13.20
20110202,11:45,5488.80,5438.70,True,True,True,True,5490.60,1.80,5415.65,-73.15,5415.65,23.05,5490.60,-51.90,5428.10,-60.70,10.60
20110203,11:45,5518.35,5418.00,True,False,True,False,5532.65,14.30,5491.10,-27.25,5418.00,0.00,5418.00,0.00,5528.80,10.45,-110.80
20110204,11:45,5556.30,5469.85,False,True,False,True,5556.30,0.00,5556.30,0.00,5369.05,100.80,5485.85,-16.00,5388.00,-168.30,81.85
20110207,11:45,5431.50,5385.10,True,True,True,False,5440.35,8.85,5376.95,-54.55,5376.95,8.15,5440.35,-55.25,5406.35,-25.15,-21.25
20110208,11:45,5429.75,5335.85,False,True,False,True,5429.75,0.00,5429.75,0.00,5303.40,32.45,5366.80,-30.95,5309.25,-120.50,26.60
20110209,11:45,5339.45,5253.55,False,True,False,True,5339.45,0.00,5339.45,0.00,5225.65,27.90,5329.90,-76.35,5273.65,-65.80,-20.10
